Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
60,活泼,e,0,NA
60,我们,e,1,1.1177
60,凶狠,i,1,0.6102
60,勤奋,e,1,0.6004
60,冒失,i,1,0.7238
60,我,e,1,0.4358
60,我的,e,1,0.4497
60,傲慢,i,1,0.4586
60,其他,i,0,0.4425
60,他的,i,0,0.4009
60,他人,i,1,0.5969
60,他人,i,1,0.3967
60,固执,i,1,0.5893
60,认真,e,1,1.1674
60,我,e,1,0.5073
60,自己,e,1,0.4107
60,冷静,e,1,0.593
60,无私,e,1,0.5877
60,卑鄙,i,1,0.6757
60,他,i,1,0.5104
60,轻率,i,1,0.6293
60,我的,e,1,0.5065
60,我的,e,1,0.4734
60,自己,e,1,0.9523
60,下贱,i,1,0.6954
60,崇高,e,1,0.6214
60,他,i,1,0.5355
60,其他,i,1,0.5355
60,杰出,e,1,0.6476
60,勇敢,e,1,0.5665
60,聪明,e,1,0.5227
60,刻薄,i,1,0.5522
60,他,i,1,0.6466
60,俺,e,1,0.6068
60,我,e,1,0.4414
60,公正,e,1,0.5797
60,他,i,1,0.4667
60,我们,e,1,0.4241
60,稳重,e,1,0.5431
60,他人,i,1,0.4942
60,我,e,1,0.4733
60,虚伪,i,1,0.4942
60,悲观,i,1,0.8133
60,执拗,i,1,0.75
60,他人,i,1,0.8964
60,俺,e,1,0.5496
60,热情,e,1,0.681
60,乐观,e,1,0.799
60,自卑,i,1,0.5563
60,诚实,e,1,0.5418
60,他的,i,1,0.598
60,诚恳,e,1,0.5987
60,自己,e,1,0.4796
60,细腻,e,1,0.6608
60,他们,i,1,1.2161
60,其他,i,0,0.6873
60,他们,i,1,0.4873
60,俺,e,1,0.8343
60,猖狂,i,1,0.5435
60,俺,e,1,0.529
60,野蛮,i,1,0.5291
60,他的,i,1,0.6476
60,其他,i,1,0.6004
60,他的,i,1,0.487
60,自己,e,1,0.5563
60,我们,e,1,0.5579
60,他们,i,1,0.5431
60,正直,e,1,0.55
60,愚蠢,i,1,0.5112
60,我的,e,1,0.559
60,优秀,e,1,0.5158
60,朴实,e,1,0.6522
60,暴躁,i,1,0.5443
60,鲁莽,i,1,0.5992
60,自私,i,0,0.7033
60,消极,i,1,1.1979
60,机智,e,1,0.7589
60,我们,e,1,0.4266
60,散漫,i,1,0.5018
60,他们,i,1,0.5577
60,崇高,e,1,0.5661
60,我,e,1,0.3344
60,自己,e,1,0.3411
60,消极,i,1,0.4403
60,我的,e,1,0.4407
60,稳重,e,1,0.5667
60,细腻,e,1,0.5386
60,朴实,e,1,0.4179
60,活泼,e,1,0.4836
60,我的,e,1,0.3892
60,自己,e,1,0.3625
60,执拗,i,1,0.5458
60,他,i,0,0.397
60,其他,i,1,0.4952
60,诚实,e,1,0.4458
60,俺,e,1,0.4522
60,野蛮,i,1,0.6057
60,机智,e,1,0.5231
60,他的,i,1,0.5088
60,我,e,1,0.3854
60,他的,i,1,0.584
60,暴躁,i,1,0.5912
60,猖狂,i,1,0.5761
60,勤奋,e,0,0.4934
60,他的,i,1,0.549
60,他人,i,1,0.5079
60,自卑,i,1,0.5629
60,我们,e,1,0.4404
60,俺,e,1,0.466
60,他们,i,1,0.5146
60,傲慢,i,1,0.5722
60,我们,e,1,0.4609
60,俺,e,1,0.4829
60,我,e,1,0.3914
60,卑鄙,i,1,0.53
60,杰出,e,1,0.4458
60,自己,e,1,0.3899
60,我,e,1,0.3422
60,他的,i,1,0.4521
60,轻率,i,1,0.549
60,我的,e,1,0.4132
60,冷静,e,1,0.5787
60,悲观,i,1,0.522
60,其他,i,1,0.5288
60,自私,i,0,0.5117
60,刻薄,i,0,0.7096
60,愚蠢,i,1,0.6267
60,冒失,i,1,0.622
60,勇敢,e,1,0.5659
60,无私,e,1,0.7475
60,公正,e,1,0.6818
60,乐观,e,1,0.4276
60,正直,e,1,0.4002
60,他们,i,1,0.6357
60,认真,e,1,0.5424
60,他人,i,1,0.5149
60,我的,e,1,0.4521
60,自己,e,1,0.4388
60,固执,i,1,0.4529
60,他人,i,1,0.9033
60,虚伪,i,1,0.5034
60,他人,i,1,0.453
60,鲁莽,i,1,0.6055
60,散漫,i,1,0.4809
60,他,i,1,0.6082
60,优秀,e,1,0.4177
60,俺,e,1,0.5701
60,聪明,e,1,0.4239
60,凶狠,i,1,0.4239
60,热情,e,1,0.5044
60,他,i,1,0.5803
60,下贱,i,1,0.5668
60,其他,i,1,0.4217
60,诚恳,e,1,0.6717
60,我们,e,1,0.7296
60,他们,i,1,0.6253
60,其他,i,1,0.5999
60,他们,i,1,0.3735
60,他,i,1,0.4936
60,我们,e,1,0.5285
60,执拗,i,1,0.5601
60,傲慢,i,1,0.5084
60,自卑,i,1,0.6874
60,他,i,1,0.7185
60,我,e,1,0.6065
60,其他,i,1,0.619
60,他们,i,1,0.5637
60,我的,e,1,0.5428
60,轻率,i,1,0.6347
60,他人,i,1,0.8898
60,俺,e,1,0.535
60,自己,e,1,0.4534
60,卑鄙,i,1,0.5287
60,他,i,1,0.7238
60,我们,e,1,0.4359
60,自己,e,1,0.3686
60,他们,i,1,0.5931
60,刻薄,i,1,0.613
60,崇高,e,1,0.6205
60,我的,e,1,0.3544
60,诚实,e,1,0.4262
60,我,e,1,0.5168
60,下贱,i,1,0.5421
60,他人,i,1,0.5641
60,热情,e,0,0.7182
60,他的,i,1,0.4487
60,杰出,e,0,0.4745
60,冒失,i,1,0.5247
60,其他,i,1,0.7178
60,我的,e,1,0.5582
60,悲观,i,1,0.6329
60,我,e,1,0.6214
60,他们,i,1,0.5164
60,自己,e,1,0.9008
60,自己,e,1,0.4171
60,聪明,e,1,0.4681
60,虚伪,i,1,0.6129
60,猖狂,i,1,0.4385
60,我们,e,1,0.4949
60,稳重,e,1,0.5148
60,散漫,i,0,0.3801
60,消极,i,1,0.5566
60,俺,e,1,0.5857
60,其他,i,1,0.5709
60,优秀,e,1,0.542
60,诚恳,e,1,0.4959
60,野蛮,i,1,0.6671
60,冷静,e,1,1.0223
60,乐观,e,1,0.5442
60,我,e,1,0.5118
60,他人,i,1,0.5581
60,公正,e,1,0.5216
60,正直,e,1,0.4118
60,认真,e,1,0.3907
60,机智,e,1,0.4731
60,他的,i,0,0.3906
60,我的,e,1,0.4314
60,俺,e,1,0.4588
60,活泼,e,1,0.4957
60,暴躁,i,1,0.4966
60,他,i,1,0.518
60,无私,e,1,0.6365
60,他人,i,0,0.4013
60,鲁莽,i,1,1.0438
60,其他,i,1,0.56
60,他,i,1,0.5311
60,他们,i,1,0.4133
60,朴实,e,1,0.5698
60,细腻,e,1,0.5086
60,勤奋,e,1,0.4389
60,我们,e,1,0.3896
60,俺,e,1,0.5561
60,固执,i,1,0.4599
60,他的,i,1,0.5492
60,自私,i,0,0.9446
60,愚蠢,i,1,0.4994
60,凶狠,i,1,0.4591
60,勇敢,e,1,0.6602
60,他的,i,1,0.6391
60,朴实,e,1,1.2144
60,他们,e,1,0.4967
60,刻薄,i,0,0.6665
60,我的,i,1,0.6678
60,我的,i,1,0.4179
60,俺,i,1,0.6468
60,我的,i,1,0.4242
60,悲观,i,1,0.517
60,他,e,1,1.0192
60,乐观,e,0,0.5919
60,执拗,i,1,0.6557
60,俺,i,1,0.696
60,他的,e,1,0.5488
60,我,i,1,0.598
60,自己,i,1,0.5071
60,我,i,1,0.5446
60,聪明,e,1,1.2119
60,俺,i,1,0.6969
60,公正,e,1,0.8691
60,勤奋,e,1,0.5463
60,其他,e,1,0.7661
60,诚实,e,1,0.6305
60,其他,e,1,0.5915
60,崇高,e,1,0.5463
60,细腻,e,1,0.8607
60,认真,e,1,0.4699
60,俺,i,1,0.6396
60,他,e,1,0.5377
60,我们,i,1,0.7054
60,冷静,e,1,0.6321
60,杰出,e,1,0.9315
60,他的,e,1,0.9106
60,鲁莽,i,1,1.0011
60,我们,i,1,0.3689
60,机智,e,0,0.5435
60,散漫,i,1,0.5765
60,稳重,e,1,0.6743
60,他,e,1,0.6114
60,凶狠,i,1,0.5637
60,其他,e,1,0.5561
60,他人,e,1,1.3037
60,消极,i,1,1.0616
60,暴躁,i,1,0.4934
60,固执,i,1,0.5487
60,我,i,1,0.3878
60,他们,e,1,0.6264
60,优秀,e,1,0.78
60,自己,i,0,0.4479
60,正直,e,1,1.1189
60,虚伪,i,1,0.7666
60,诚恳,e,1,0.7518
60,野蛮,i,1,1.3201
60,猖狂,i,1,1.3378
60,我,i,1,0.4458
60,下贱,i,1,0.4868
60,冒失,i,1,0.6398
60,他们,e,1,0.5505
60,他,e,1,0.5044
60,他们,e,1,0.4524
60,他人,e,1,0.4118
60,轻率,i,1,0.7989
60,他人,e,1,0.6258
60,我们,i,1,1.1444
60,自私,i,1,0.9827
60,他的,e,1,0.5788
60,勇敢,e,0,1.3937
60,无私,e,0,0.4755
60,卑鄙,i,1,0.6553
60,我们,i,1,0.5306
60,他的,e,1,0.495
60,他人,e,1,0.4912
60,我的,i,1,0.7648
60,其他,e,1,0.654
60,活泼,e,1,0.9034
60,自卑,i,1,1.4543
60,热情,e,1,0.564
60,愚蠢,i,1,0.6828
60,傲慢,i,1,1.0036
60,自己,i,1,1.1049
60,自己,i,1,0.5282
60,崇高,e,1,0.8564
60,散漫,i,0,NA
60,公正,e,1,0.5441
60,我的,i,1,0.6258
60,暴躁,i,1,0.4823
60,机智,e,1,0.837
60,优秀,e,1,0.7107
60,他们,e,1,0.7652
60,自己,i,1,0.5844
60,悲观,i,1,0.911
60,执拗,i,1,0.533
60,冷静,e,1,1.0487
60,俺,i,0,0.4118
60,我,i,1,0.6128
60,我,i,1,0.5434
60,他,e,1,0.5038
60,我,i,1,0.5007
60,俺,i,0,0.6255
60,轻率,i,1,1.08
60,他人,e,1,0.6296
60,自己,i,1,0.5356
60,自私,i,1,1.2086
60,朴实,e,1,0.717
60,他人,e,1,0.6135
60,我的,i,1,0.5259
60,俺,i,0,0.5849
60,固执,i,1,0.7037
60,冒失,i,1,0.4904
60,我们,i,1,0.6961
60,我们,i,1,0.4526
60,勇敢,e,0,0.6683
60,杰出,e,1,0.4938
60,下贱,i,1,0.7341
60,他,e,1,0.6992
60,他们,e,1,0.5033
60,他的,e,1,0.463
60,自己,i,1,0.5074
60,我的,i,0,0.6283
60,我的,i,1,0.6389
60,卑鄙,i,1,0.7898
60,凶狠,i,1,0.5082
60,我,i,1,0.6487
60,刻薄,i,1,0.8506
60,他,e,1,0.6254
60,他们,e,1,0.5507
60,他们,e,1,0.4244
60,虚伪,i,0,0.5255
60,他人,e,1,0.4803
60,他,e,1,0.4112
60,野蛮,i,1,0.6161
60,稳重,e,0,NA
60,自卑,i,1,1.0772
60,其他,e,1,0.7258
60,他的,e,1,0.5183
60,认真,e,0,0.7877
60,愚蠢,i,1,0.8058
60,自己,i,1,0.5787
60,消极,i,0,NA
60,傲慢,i,1,0.5772
60,他的,e,1,0.691
60,诚恳,e,0,1.042
60,鲁莽,i,1,0.8133
60,无私,e,1,0.5979
60,他人,e,1,0.522
60,俺,i,1,0.6914
60,猖狂,i,1,1.0034
60,热情,e,1,0.9494
60,聪明,e,1,0.4593
60,他的,e,1,0.4454
60,其他,e,1,0.6815
60,其他,e,1,0.3776
60,正直,e,1,0.6962
60,活泼,e,1,0.5512
60,其他,e,1,0.6611
60,乐观,e,1,0.5144
60,我们,i,1,0.5299
60,诚实,e,1,0.503
60,我们,i,1,0.5563
60,细腻,e,1,0.5491
60,勤奋,e,1,0.4245
