Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
57,他,i,1,0.6166
57,散漫,i,1,0.5421
57,我,e,1,0.49
57,他们,i,1,0.4407
57,他的,i,1,0.4861
57,其他,i,1,0.4693
57,野蛮,i,1,0.4678
57,他,i,1,0.3503
57,细腻,e,1,0.5423
57,暴躁,i,1,0.5519
57,勇敢,e,1,0.5578
57,他,i,1,0.5165
57,他们,i,1,0.4013
57,其他,i,1,0.3849
57,俺,e,1,0.5186
57,悲观,i,1,0.4501
57,自卑,i,1,0.5667
57,稳重,e,1,0.488
57,他的,i,1,0.4082
57,他人,i,0,0.5342
57,他的,i,1,0.5337
57,自己,e,1,0.5262
57,热情,e,1,0.5006
57,认真,e,1,0.3897
57,凶狠,i,1,0.4192
57,他人,i,0,0.4096
57,傲慢,i,1,0.5748
57,我,e,1,0.5335
57,我的,e,1,0.4243
57,我的,e,1,0.3898
57,聪明,e,1,0.534
57,杰出,e,0,0.7169
57,我们,e,1,0.395
57,优秀,e,1,0.5515
57,鲁莽,i,1,0.7362
57,自己,e,1,0.5395
57,虚伪,i,1,0.6582
57,诚实,e,1,0.5339
57,冷静,e,1,0.8063
57,自私,i,1,0.5502
57,他人,i,1,0.5669
57,他们,i,1,0.4676
57,其他,i,1,0.4834
57,其他,i,1,0.371
57,我的,e,1,0.4731
57,自己,e,1,0.6077
57,猖狂,i,1,0.5511
57,活泼,e,1,0.6343
57,俺,e,1,0.5366
57,卑鄙,i,1,0.5887
57,他人,i,1,0.66
57,乐观,e,1,0.6085
57,机智,e,1,0.436
57,俺,e,1,0.4623
57,我们,e,1,0.3503
57,俺,e,1,0.4517
57,无私,e,1,0.5217
57,固执,i,1,0.6001
57,冒失,i,1,0.5365
57,他的,i,1,0.4175
57,自己,e,1,0.5879
57,我的,e,1,0.5349
57,我们,e,1,0.3451
57,我,e,1,0.2883
57,他,i,0,0.2847
57,崇高,e,1,0.5276
57,下贱,i,1,0.6719
57,正直,e,1,0.7904
57,勤奋,e,1,0.5521
57,我,e,1,0.5568
57,消极,i,1,0.7004
57,我们,e,1,0.5411
57,他们,i,1,0.7391
57,朴实,e,1,0.5664
57,轻率,i,1,0.7513
57,执拗,i,1,0.5048
57,公正,e,1,0.8496
57,愚蠢,i,1,0.5674
57,诚恳,e,1,0.434
57,刻薄,i,1,0.4668
57,他,i,1,0.5813
57,野蛮,i,1,0.5298
57,我的,e,1,0.4086
57,他人,i,1,0.6709
57,我的,e,1,0.4639
57,我,e,1,0.3861
57,执拗,i,1,0.496
57,正直,e,1,0.6436
57,消极,i,1,0.4909
57,他人,i,1,0.5089
57,冷静,e,1,0.5449
