Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
冒失,i,1,0.6471,NA,NA,NA,NA,19,消极,NA
自私,i,1,0.4893,NA,NA,NA,NA,19,消极,NA
无私,e,1,0.6046,NA,NA,NA,NA,19,积极,NA
我们,e,1,0.4257,NA,NA,NA,NA,19,自我,NA
诚实,e,1,0.5904,NA,NA,NA,NA,19,积极,NA
我,e,1,0.3588,NA,NA,NA,NA,19,自我,NA
我,e,1,0.35,NA,NA,NA,NA,19,自我,NA
他们,i,1,0.6054,NA,NA,NA,NA,19,他人,NA
我的,e,1,0.6099,NA,NA,NA,NA,19,自我,NA
认真,e,1,0.3703,NA,NA,NA,NA,19,积极,NA
正直,e,1,0.3664,NA,NA,NA,NA,19,积极,NA
虚伪,i,1,0.4669,NA,NA,NA,NA,19,消极,NA
热情,e,1,0.4554,NA,NA,NA,NA,19,积极,NA
俺,e,1,0.4092,NA,NA,NA,NA,19,自我,NA
我,e,1,0.3129,NA,NA,NA,NA,19,自我,NA
我们,e,1,0.3645,NA,NA,NA,NA,19,自我,NA
轻率,i,1,0.4981,NA,NA,NA,NA,19,消极,NA
凶狠,i,1,0.5847,NA,NA,NA,NA,19,消极,NA
他,i,1,0.6184,NA,NA,NA,NA,19,他人,NA
聪明,e,1,0.5024,NA,NA,NA,NA,19,积极,NA
公正,e,1,0.4046,NA,NA,NA,NA,19,积极,NA
他,i,1,0.6301,NA,NA,NA,NA,19,他人,NA
其他,i,1,0.4479,NA,NA,NA,NA,19,他人,NA
他人,i,1,0.3754,NA,NA,NA,NA,19,他人,NA
自己,e,1,0.4672,NA,NA,NA,NA,19,自我,NA
细腻,e,1,0.7446,NA,NA,NA,NA,19,积极,NA
自己,e,1,0.4445,NA,NA,NA,NA,19,自我,NA
冷静,e,1,1.0133,NA,NA,NA,NA,19,积极,NA
刻薄,i,1,0.5527,NA,NA,NA,NA,19,消极,NA
俺,e,1,0.4885,NA,NA,NA,NA,19,自我,NA
卑鄙,i,1,0.5052,NA,NA,NA,NA,19,消极,NA
傲慢,i,1,0.4214,NA,NA,NA,NA,19,消极,NA
自己,e,1,0.4838,NA,NA,NA,NA,19,自我,NA
他人,i,0,0.4717,NA,NA,NA,NA,19,他人,NA
自己,e,1,0.4087,NA,NA,NA,NA,19,自我,NA
他们,i,1,0.3585,NA,NA,NA,NA,19,他人,NA
下贱,i,1,0.6387,NA,NA,NA,NA,19,消极,NA
稳重,e,1,0.5464,NA,NA,NA,NA,19,积极,NA
勇敢,e,1,0.5178,NA,NA,NA,NA,19,积极,NA
俺,e,1,0.4017,NA,NA,NA,NA,19,自我,NA
他们,i,1,0.4798,NA,NA,NA,NA,19,他人,NA
自卑,i,1,0.6076,NA,NA,NA,NA,19,消极,NA
消极,i,1,0.4545,NA,NA,NA,NA,19,消极,NA
我的,e,1,0.3763,NA,NA,NA,NA,19,自我,NA
诚恳,e,1,0.4796,NA,NA,NA,NA,19,积极,NA
野蛮,i,1,0.548,NA,NA,NA,NA,19,消极,NA
暴躁,i,1,0.671,NA,NA,NA,NA,19,消极,NA
他,i,1,0.4388,NA,NA,NA,NA,19,他人,NA
他人,i,1,0.4046,NA,NA,NA,NA,19,他人,NA
我们,e,1,0.4006,NA,NA,NA,NA,19,自我,NA
我们,e,1,0.4339,NA,NA,NA,NA,19,自我,NA
优秀,e,1,0.6139,NA,NA,NA,NA,19,积极,NA
他,i,1,0.538,NA,NA,NA,NA,19,他人,NA
悲观,i,1,0.5511,NA,NA,NA,NA,19,消极,NA
其他,i,1,0.4675,NA,NA,NA,NA,19,他人,NA
固执,i,1,0.51,NA,NA,NA,NA,19,消极,NA
乐观,e,1,0.4222,NA,NA,NA,NA,19,积极,NA
散漫,i,1,0.5053,NA,NA,NA,NA,19,消极,NA
其他,i,1,0.4874,NA,NA,NA,NA,19,他人,NA
我的,e,1,0.3711,NA,NA,NA,NA,19,自我,NA
机智,e,1,0.8633,NA,NA,NA,NA,19,积极,NA
朴实,e,1,0.4584,NA,NA,NA,NA,19,积极,NA
猖狂,i,1,0.7096,NA,NA,NA,NA,19,消极,NA
活泼,e,1,0.5127,NA,NA,NA,NA,19,积极,NA
俺,e,0,0.7803,NA,NA,NA,NA,19,自我,NA
我的,e,1,0.4095,NA,NA,NA,NA,19,自我,NA
他的,i,1,0.4335,NA,NA,NA,NA,19,他人,NA
他人,i,1,0.4878,NA,NA,NA,NA,19,他人,NA
我,e,1,0.4476,NA,NA,NA,NA,19,自我,NA
其他,i,1,0.4626,NA,NA,NA,NA,19,他人,NA
崇高,e,1,0.5678,NA,NA,NA,NA,19,积极,NA
执拗,i,1,0.5086,NA,NA,NA,NA,19,消极,NA
他们,i,1,0.4683,NA,NA,NA,NA,19,他人,NA
他的,i,1,0.3465,NA,NA,NA,NA,19,他人,NA
他的,i,1,0.365,NA,NA,NA,NA,19,他人,NA
他的,i,1,0.3861,NA,NA,NA,NA,19,他人,NA
勤奋,e,1,0.4923,NA,NA,NA,NA,19,积极,NA
鲁莽,i,1,0.5384,NA,NA,NA,NA,19,消极,NA
杰出,e,1,0.5092,NA,NA,NA,NA,19,积极,NA
愚蠢,i,1,0.5386,NA,NA,NA,NA,19,消极,NA
我们,e,1,0.3629,NA,NA,NA,NA,19,自我,NA
他人,i,1,0.4002,NA,NA,NA,NA,19,他人,NA
聪明,e,1,0.4532,NA,NA,NA,NA,19,积极,NA
自己,e,1,0.4085,NA,NA,NA,NA,19,自我,NA
他们,i,1,0.621,NA,NA,NA,NA,19,他人,NA
猖狂,i,1,0.8765,NA,NA,NA,NA,19,消极,NA
他的,i,1,0.3798,NA,NA,NA,NA,19,他人,NA
他们,i,1,0.3798,NA,NA,NA,NA,19,他人,NA
自己,e,1,0.3502,NA,NA,NA,NA,19,自我,NA
散漫,i,1,0.5255,NA,NA,NA,NA,19,消极,NA
我,e,1,0.4002,NA,NA,NA,NA,19,自我,NA
暴躁,i,1,0.5125,NA,NA,NA,NA,19,消极,NA
其他,i,1,0.4721,NA,NA,NA,NA,19,他人,NA
其他,i,1,0.3887,NA,NA,NA,NA,19,他人,NA
愚蠢,i,1,0.4585,NA,NA,NA,NA,19,消极,NA
我们,e,1,0.3639,NA,NA,NA,NA,19,自我,NA
我的,e,1,0.3219,NA,NA,NA,NA,19,自我,NA
消极,i,1,0.3965,NA,NA,NA,NA,19,消极,NA
他,i,1,0.4047,NA,NA,NA,NA,19,他人,NA
活泼,e,1,0.4754,NA,NA,NA,NA,19,积极,NA
细腻,e,1,0.5615,NA,NA,NA,NA,19,积极,NA
傲慢,i,1,0.5425,NA,NA,NA,NA,19,消极,NA
冷静,e,1,0.8265,NA,NA,NA,NA,19,积极,NA
朴实,e,1,0.5011,NA,NA,NA,NA,19,积极,NA
优秀,e,1,0.617,NA,NA,NA,NA,19,积极,NA
轻率,i,0,0.4214,NA,NA,NA,NA,19,消极,NA
自己,e,1,0.4212,NA,NA,NA,NA,19,自我,NA
虚伪,i,1,0.4679,NA,NA,NA,NA,19,消极,NA
我,e,1,0.467,NA,NA,NA,NA,19,自我,NA
崇高,e,1,0.4427,NA,NA,NA,NA,19,积极,NA
凶狠,i,1,0.5138,NA,NA,NA,NA,19,消极,NA
野蛮,i,1,0.509,NA,NA,NA,NA,19,消极,NA
他的,i,1,0.367,NA,NA,NA,NA,19,他人,NA
我的,e,1,0.5085,NA,NA,NA,NA,19,自我,NA
俺,e,1,0.4828,NA,NA,NA,NA,19,自我,NA
我,e,1,0.3923,NA,NA,NA,NA,19,自我,NA
公正,e,1,0.4437,NA,NA,NA,NA,19,积极,NA
