"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"其他","i",1,1.0568,"","",NA,NA,20
"他人","i",1,0.4979,"","",NA,NA,20
"消极","i",1,0.4988,"","",NA,NA,20
"俺","e",1,0.8726,"","",NA,NA,20
"他人","i",1,0.5126,"","",NA,NA,20
"我","e",1,0.3837,"","",NA,NA,20
"杰出","e",1,0.7338,"","",NA,NA,20
"乐观","e",1,0.4291,"","",NA,NA,20
"自己","e",1,0.5355,"","",NA,NA,20
"俺","e",1,0.493,"","",NA,NA,20
"聪明","e",1,0.4288,"","",NA,NA,20
"正直","e",1,0.4438,"","",NA,NA,20
"我们","e",1,0.3821,"","",NA,NA,20
"自私","i",1,0.521,"","",NA,NA,20
"他","i",0,0.5348,"","",NA,NA,20
"我的","e",1,0.5,"","",NA,NA,20
"其他","i",1,0.5268,"","",NA,NA,20
"虚伪","i",1,0.521,"","",NA,NA,20
"其他","i",1,0.4601,"","",NA,NA,20
"冒失","i",1,0.4864,"","",NA,NA,20
"自己","e",1,0.4654,"","",NA,NA,20
"野蛮","i",1,0.514,"","",NA,NA,20
"细腻","e",1,0.6596,"","",NA,NA,20
"下贱","i",1,0.4675,"","",NA,NA,20
"傲慢","i",1,0.6411,"","",NA,NA,20
"他的","i",0,0.4809,"","",NA,NA,20
"诚恳","e",1,0.5069,"","",NA,NA,20
"他人","i",1,0.7502,"","",NA,NA,20
"我的","e",1,0.5234,"","",NA,NA,20
"他们","i",1,0.5851,"","",NA,NA,20
"执拗","i",1,0.6112,"","",NA,NA,20
"悲观","i",1,0.7847,"","",NA,NA,20
"自己","e",1,0.6874,"","",NA,NA,20
"认真","e",1,0.5716,"","",NA,NA,20
"热情","e",1,0.5279,"","",NA,NA,20
"我","e",1,0.4237,"","",NA,NA,20
"他","i",0,0.4183,"","",NA,NA,20
"勇敢","e",1,0.5765,"","",NA,NA,20
"他","i",1,0.5555,"","",NA,NA,20
"愚蠢","i",1,0.5196,"","",NA,NA,20
"公正","e",1,0.5442,"","",NA,NA,20
"他的","i",1,0.4376,"","",NA,NA,20
"其他","i",1,0.4653,"","",NA,NA,20
"我的","e",1,0.4446,"","",NA,NA,20
"我们","e",1,0.5267,"","",NA,NA,20
"他","i",1,0.5904,"","",NA,NA,20
"他人","i",1,0.4445,"","",NA,NA,20
"机智","e",1,0.5488,"","",NA,NA,20
"自己","e",1,0.4589,"","",NA,NA,20
"崇高","e",1,0.8402,"","",NA,NA,20
"我的","e",1,0.4171,"","",NA,NA,20
"他的","i",1,0.5692,"","",NA,NA,20
"他们","i",0,0.4323,"","",NA,NA,20
"我","e",1,0.4659,"","",NA,NA,20
"自卑","i",1,0.4999,"","",NA,NA,20
"冷静","e",1,0.6319,"","",NA,NA,20
"我们","e",1,0.4513,"","",NA,NA,20
"稳重","e",1,0.4306,"","",NA,NA,20
"卑鄙","i",1,0.551,"","",NA,NA,20
"散漫","i",1,0.6612,"","",NA,NA,20
"固执","i",1,0.5009,"","",NA,NA,20
"他们","i",1,0.5487,"","",NA,NA,20
"俺","e",0,0.4446,"","",NA,NA,20
"朴实","e",1,0.6875,"","",NA,NA,20
"他的","i",1,0.6033,"","",NA,NA,20
"猖狂","i",1,0.5766,"","",NA,NA,20
"刻薄","i",1,0.6807,"","",NA,NA,20
"无私","e",0,0.5167,"","",NA,NA,20
"我们","e",1,0.6319,"","",NA,NA,20
"他们","i",1,0.4931,"","",NA,NA,20
"勤奋","e",1,0.5478,"","",NA,NA,20
"诚实","e",1,0.4653,"","",NA,NA,20
"优秀","e",1,0.4933,"","",NA,NA,20
"凶狠","i",1,0.6529,"","",NA,NA,20
"我","e",1,0.5904,"","",NA,NA,20
"俺","e",1,0.632,"","",NA,NA,20
"暴躁","i",1,0.5974,"","",NA,NA,20
"鲁莽","i",1,0.6044,"","",NA,NA,20
"轻率","i",0,1.0139,"","",NA,NA,20
"活泼","e",1,0.7151,"","",NA,NA,20
"乐观","e",1,0.4715,"","",NA,NA,20
"其他","i",1,0.4979,"","",NA,NA,20
"我","e",1,0.4029,"","",NA,NA,20
"他们","i",1,0.6088,"","",NA,NA,20
"卑鄙","i",1,0.6702,"","",NA,NA,20
"我","e",1,0.4425,"","",NA,NA,20
"自卑","i",1,0.5322,"","",NA,NA,20
"我","e",1,0.5394,"","",NA,NA,20
"崇高","e",1,0.6461,"","",NA,NA,20
"稳重","e",1,0.5297,"","",NA,NA,20
"悲观","i",1,0.5461,"","",NA,NA,20
"下贱","i",1,0.4698,"","",NA,NA,20
"活泼","e",1,0.5304,"","",NA,NA,20
"他的","i",1,0.5749,"","",NA,NA,20
"野蛮","i",1,0.5124,"","",NA,NA,20
"他人","i",1,0.4598,"","",NA,NA,20
"杰出","e",1,0.5207,"","",NA,NA,20
"俺","e",1,0.6226,"","",NA,NA,20
"固执","i",1,0.4903,"","",NA,NA,20
"勤奋","e",1,0.4654,"","",NA,NA,20
"愚蠢","i",1,0.509,"","",NA,NA,20
"我","e",1,0.4127,"","",NA,NA,20
"他","i",1,0.5277,"","",NA,NA,20
"傲慢","i",1,0.6539,"","",NA,NA,20
