"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"愚蠢","i",1,0.6774,"","",NA,NA,28
"他人","i",1,0.9239,"","",NA,NA,28
"轻率","i",1,0.755,"","",NA,NA,28
"俺","e",1,0.7453,"","",NA,NA,28
"虚伪","i",1,0.8712,"","",NA,NA,28
"热情","e",1,0.6997,"","",NA,NA,28
"他人","i",1,0.5513,"","",NA,NA,28
"自卑","i",1,0.7272,"","",NA,NA,28
"执拗","i",1,0.6057,"","",NA,NA,28
"我","e",1,0.5167,"","",NA,NA,28
"他的","i",1,0.7847,"","",NA,NA,28
"他人","i",1,0.607,"","",NA,NA,28
"我们","e",1,0.7177,"","",NA,NA,28
"勤奋","e",1,0.5405,"","",NA,NA,28
"勇敢","e",1,0.5201,"","",NA,NA,28
"其他","i",1,0.5786,"","",NA,NA,28
"其他","i",1,0.4937,"","",NA,NA,28
"活泼","e",1,0.7738,"","",NA,NA,28
"固执","i",1,0.795,"","",NA,NA,28
"杰出","e",1,0.5671,"","",NA,NA,28
"他人","i",1,0.5292,"","",NA,NA,28
"其他","i",1,0.5098,"","",NA,NA,28
"他","i",1,0.4436,"","",NA,NA,28
"自己","e",1,0.5514,"","",NA,NA,28
"诚恳","e",1,0.595,"","",NA,NA,28
"细腻","e",1,1.0534,"","",NA,NA,28
"他们","i",1,0.667,"","",NA,NA,28
"他","i",1,0.6,"","",NA,NA,28
"他们","i",1,0.438,"","",NA,NA,28
"野蛮","i",1,1.1068,"","",NA,NA,28
"机智","e",1,0.5786,"","",NA,NA,28
"我的","e",1,0.6084,"","",NA,NA,28
"消极","i",1,0.5851,"","",NA,NA,28
"我们","e",1,0.5666,"","",NA,NA,28
"俺","e",1,0.5689,"","",NA,NA,28
"诚实","e",1,0.5559,"","",NA,NA,28
"自己","e",1,0.5703,"","",NA,NA,28
"他的","i",1,0.6299,"","",NA,NA,28
"散漫","i",1,1.3218,"","",NA,NA,28
"他的","i",1,0.5843,"","",NA,NA,28
"他的","i",1,0.4667,"","",NA,NA,28
"自己","e",1,0.5381,"","",NA,NA,28
"无私","e",1,0.683,"","",NA,NA,28
"鲁莽","i",1,0.6381,"","",NA,NA,28
"他","i",1,0.7404,"","",NA,NA,28
"俺","e",1,0.5672,"","",NA,NA,28
"我的","e",1,0.6005,"","",NA,NA,28
"自私","i",1,0.5881,"","",NA,NA,28
"其他","i",1,0.5355,"","",NA,NA,28
"下贱","i",1,0.5194,"","",NA,NA,28
"冒失","i",1,0.4879,"","",NA,NA,28
"刻薄","i",1,0.653,"","",NA,NA,28
"聪明","e",1,0.451,"","",NA,NA,28
"猖狂","i",1,0.5884,"","",NA,NA,28
"冷静","e",0,0.7445,"","",NA,NA,28
"优秀","e",1,0.5502,"","",NA,NA,28
"他们","i",1,0.788,"","",NA,NA,28
"我","e",1,0.6219,"","",NA,NA,28
"俺","e",1,0.6017,"","",NA,NA,28
"崇高","e",1,0.9748,"","",NA,NA,28
"傲慢","i",1,1.0024,"","",NA,NA,28
"稳重","e",1,0.8001,"","",NA,NA,28
"卑鄙","i",1,0.5665,"","",NA,NA,28
"他","i",0,0.4926,"","",NA,NA,28
"悲观","i",1,0.7,"","",NA,NA,28
"朴实","e",1,0.5349,"","",NA,NA,28
