Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
他们,i,1,0.622,NA,NA,NA,NA,49,他人,NA
我的,e,1,0.6691,NA,NA,NA,NA,49,自我,NA
俺,e,1,0.9644,NA,NA,NA,NA,49,自我,NA
他人,i,0,NA,NA,NA,NA,NA,49,他人,NA
细腻,e,1,0.6357,NA,NA,NA,NA,49,积极,NA
我,e,1,0.5231,NA,NA,NA,NA,49,自我,NA
他们,i,1,0.6388,NA,NA,NA,NA,49,他人,NA
其他,i,1,0.6909,NA,NA,NA,NA,49,他人,NA
刻薄,i,1,0.5324,NA,NA,NA,NA,49,消极,NA
轻率,i,1,0.9804,NA,NA,NA,NA,49,消极,NA
他的,i,1,0.6158,NA,NA,NA,NA,49,他人,NA
聪明,e,1,0.481,NA,NA,NA,NA,49,积极,NA
正直,e,1,0.6908,NA,NA,NA,NA,49,积极,NA
暴躁,i,1,0.6047,NA,NA,NA,NA,49,消极,NA
其他,i,1,0.9128,NA,NA,NA,NA,49,他人,NA
其他,i,1,0.6848,NA,NA,NA,NA,49,他人,NA
傲慢,i,1,0.6375,NA,NA,NA,NA,49,消极,NA
他们,i,1,0.6593,NA,NA,NA,NA,49,他人,NA
他的,i,1,0.8577,NA,NA,NA,NA,49,他人,NA
固执,i,1,0.5998,NA,NA,NA,NA,49,消极,NA
崇高,e,1,0.5626,NA,NA,NA,NA,49,积极,NA
俺,e,1,0.5007,NA,NA,NA,NA,49,自我,NA
消极,i,1,0.6809,NA,NA,NA,NA,49,消极,NA
自卑,i,1,0.5862,NA,NA,NA,NA,49,消极,NA
虚伪,i,1,0.5897,NA,NA,NA,NA,49,消极,NA
勇敢,e,1,0.8542,NA,NA,NA,NA,49,积极,NA
诚恳,e,1,0.6043,NA,NA,NA,NA,49,积极,NA
他,i,0,0.6674,NA,NA,NA,NA,49,他人,NA
冷静,e,1,0.6742,NA,NA,NA,NA,49,积极,NA
热情,e,1,0.486,NA,NA,NA,NA,49,积极,NA
我们,e,1,0.5668,NA,NA,NA,NA,49,自我,NA
俺,e,1,0.4869,NA,NA,NA,NA,49,自我,NA
冒失,i,1,0.8308,NA,NA,NA,NA,49,消极,NA
他,i,1,0.9701,NA,NA,NA,NA,49,他人,NA
野蛮,i,1,1.2323,NA,NA,NA,NA,49,消极,NA
勤奋,e,1,0.516,NA,NA,NA,NA,49,积极,NA
我们,e,1,0.4038,NA,NA,NA,NA,49,自我,NA
卑鄙,i,1,0.7364,NA,NA,NA,NA,49,消极,NA
我,e,1,0.5404,NA,NA,NA,NA,49,自我,NA
凶狠,i,1,0.5484,NA,NA,NA,NA,49,消极,NA
自己,e,1,0.9227,NA,NA,NA,NA,49,自我,NA
我们,e,1,0.8652,NA,NA,NA,NA,49,自我,NA
朴实,e,1,0.5711,NA,NA,NA,NA,49,积极,NA
他人,i,1,0.754,NA,NA,NA,NA,49,他人,NA
悲观,i,1,0.8881,NA,NA,NA,NA,49,消极,NA
公正,e,1,0.5183,NA,NA,NA,NA,49,积极,NA
我,e,1,1.0723,NA,NA,NA,NA,49,自我,NA
机智,e,1,1.307,NA,NA,NA,NA,49,积极,NA
稳重,e,1,0.4738,NA,NA,NA,NA,49,积极,NA
自己,e,1,0.6494,NA,NA,NA,NA,49,自我,NA
我的,e,1,0.5846,NA,NA,NA,NA,49,自我,NA
优秀,e,1,0.4683,NA,NA,NA,NA,49,积极,NA
诚实,e,1,0.502,NA,NA,NA,NA,49,积极,NA
他,i,0,0.6533,NA,NA,NA,NA,49,他人,NA
乐观,e,1,0.7042,NA,NA,NA,NA,49,积极,NA
我们,e,1,0.9025,NA,NA,NA,NA,49,自我,NA
自私,i,1,0.8672,NA,NA,NA,NA,49,消极,NA
认真,e,1,1.009,NA,NA,NA,NA,49,积极,NA
自己,e,1,0.5131,NA,NA,NA,NA,49,自我,NA
执拗,i,0,0.4707,NA,NA,NA,NA,49,消极,NA
杰出,e,1,0.6164,NA,NA,NA,NA,49,积极,NA
活泼,e,1,0.4895,NA,NA,NA,NA,49,积极,NA
他人,i,1,0.3999,NA,NA,NA,NA,49,他人,NA
他的,i,1,0.6648,NA,NA,NA,NA,49,他人,NA
俺,e,1,0.9071,NA,NA,NA,NA,49,自我,NA
其他,i,1,1.3327,NA,NA,NA,NA,49,他人,NA
他的,i,1,0.5244,NA,NA,NA,NA,49,他人,NA
他,i,1,0.6522,NA,NA,NA,NA,49,他人,NA
散漫,i,1,0.6993,NA,NA,NA,NA,49,消极,NA
下贱,i,1,0.7718,NA,NA,NA,NA,49,消极,NA
我的,e,1,0.452,NA,NA,NA,NA,49,自我,NA
愚蠢,i,1,0.4854,NA,NA,NA,NA,49,消极,NA
