"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"他人","i",1,0.85,"","",NA,NA,37
"冒失","i",1,0.785,"","",NA,NA,37
"自己","e",1,0.684,"","",NA,NA,37
"愚蠢","i",1,0.718,"","",NA,NA,37
"执拗","i",1,0.839,"","",NA,NA,37
"其他","i",1,0.715,"","",NA,NA,37
"他","i",1,0.689,"","",NA,NA,37
"他人","i",1,0.683,"","",NA,NA,37
"我","e",1,0.715,"","",NA,NA,37
"猖狂","i",1,0.78,"","",NA,NA,37
"我的","e",1,0.686,"","",NA,NA,37
"傲慢","i",1,1.285,"","",NA,NA,37
"自己","e",1,0.921,"","",NA,NA,37
"正直","e",1,1.367,"","",NA,NA,37
"俺","e",1,0.833,"","",NA,NA,37
"散漫","i",1,1.082,"","",NA,NA,37
"他们","i",1,0.899,"","",NA,NA,37
"他人","i",1,0.801,"","",NA,NA,37
"轻率","i",1,0.922,"","",NA,NA,37
"热情","e",1,0.789,"","",NA,NA,37
"我的","e",1,0.768,"","",NA,NA,37
"他","i",1,0.867,"","",NA,NA,37
"我","e",1,0.838,"","",NA,NA,37
"勇敢","e",1,0.756,"","",NA,NA,37
"乐观","e",1,0.769,"","",NA,NA,37
"我们","e",1,0.663,"","",NA,NA,37
"俺","e",1,0.816,"","",NA,NA,37
"我","e",1,0.699,"","",NA,NA,37
"朴实","e",1,0.734,"","",NA,NA,37
"悲观","i",1,0.701,"","",NA,NA,37
"诚实","e",1,0.867,"","",NA,NA,37
"虚伪","i",1,1.029,"","",NA,NA,37
"他人","i",1,0.936,"","",NA,NA,37
"我","e",0,NA,"","",NA,NA,37
"他们","i",1,0.8,"","",NA,NA,37
"其他","i",1,1.071,"","",NA,NA,37
"自私","i",1,0.735,"","",NA,NA,37
"其他","i",1,0.699,"","",NA,NA,37
"诚恳","e",1,0.884,"","",NA,NA,37
"他的","i",1,0.635,"","",NA,NA,37
"我的","e",1,0.662,"","",NA,NA,37
"凶狠","i",1,0.723,"","",NA,NA,37
"自己","e",1,0.737,"","",NA,NA,37
"野蛮","i",1,0.702,"","",NA,NA,37
"活泼","e",1,0.755,"","",NA,NA,37
"俺","e",1,0.786,"","",NA,NA,37
"我的","e",1,0.599,"","",NA,NA,37
"下贱","i",1,0.683,"","",NA,NA,37
"优秀","e",1,0.77,"","",NA,NA,37
"公正","e",1,0.762,"","",NA,NA,37
"细腻","e",1,0.8,"","",NA,NA,37
