Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
24,稳重,e,1,0.5677
24,暴躁,i,1,0.5845
24,他,i,1,0.4546
24,俺,e,1,0.4642
24,我的,e,1,0.3672
24,他们,i,1,0.4277
24,无私,e,1,0.4437
24,乐观,e,1,0.4385
24,他们,i,1,0.4548
24,机智,e,1,0.7013
24,冒失,i,1,0.7329
24,执拗,i,1,0.4744
24,其他,i,1,0.5166
24,他的,i,1,0.3667
24,鲁莽,i,1,0.4676
24,诚实,e,1,0.5338
24,诚恳,e,1,0.4357
24,刻薄,i,1,0.5343
24,优秀,e,1,0.4402
24,他的,i,1,0.4348
24,他人,i,1,0.4669
24,认真,e,1,0.6634
24,他,i,0,0.4512
24,他们,i,1,0.475
24,俺,e,1,0.5004
24,自己,e,1,0.5117
24,朴实,e,1,0.5662
24,消极,i,1,0.4924
24,公正,e,1,0.7607
24,俺,e,1,0.5101
24,我们,e,1,0.4864
24,正直,e,1,0.5504
24,我,e,1,0.4199
24,自己,e,1,0.3855
24,他人,i,1,0.4542
24,热情,e,1,0.6172
24,杰出,e,1,0.5071
24,自卑,i,1,0.5462
24,悲观,i,1,0.6161
24,轻率,i,1,0.5353
24,他的,i,1,0.483
24,他人,i,1,0.3688
24,凶狠,i,1,0.5082
24,固执,i,1,0.4175
24,冷静,e,0,0.5333
24,他,i,1,0.5192
24,我的,e,1,0.4793
24,下贱,i,1,0.5354
24,猖狂,i,1,0.5349
24,卑鄙,i,1,0.5008
24,我们,e,1,0.5036
24,我们,e,1,0.4188
24,细腻,e,1,0.5921
24,野蛮,i,1,0.5075
24,自己,e,1,0.4549
24,我,e,1,0.3214
24,其他,i,1,0.3625
24,他,i,1,0.4465
24,他的,i,1,0.3579
24,我们,e,0,0.3456
24,勤奋,e,1,0.5877
24,他们,i,1,0.6278
24,我的,e,1,0.3889
24,我,e,1,0.3682
24,他人,i,1,0.5506
24,自私,i,1,1.1693
24,聪明,e,1,0.9109
24,俺,e,1,0.4841
24,其他,i,1,0.62
24,勇敢,e,1,0.5219
24,傲慢,i,1,0.8893
24,愚蠢,i,1,0.5075
24,我的,e,1,0.8265
24,散漫,i,1,0.4836
24,我,e,1,0.4362
24,崇高,e,0,0.4926
24,自己,e,1,0.5931
24,活泼,e,1,0.651
24,其他,i,1,0.4741
24,虚伪,i,1,0.6105
24,他人,i,1,0.6693
24,认真,e,1,0.5203
24,野蛮,i,1,0.5057
24,正直,e,1,0.4996
24,他的,i,1,0.4398
24,卑鄙,i,1,0.6
24,猖狂,i,1,0.4335
24,他们,i,1,0.4006
24,勤奋,e,1,0.502
24,其他,i,1,0.4024
24,我的,e,1,0.3509
24,杰出,e,1,0.4669
24,他们,i,1,0.3695
24,其他,i,1,0.4851
24,聪明,e,1,0.468
24,诚恳,e,1,0.4138
24,我,e,1,0.4748
24,自己,e,1,0.4756
24,公正,e,1,0.5366
24,细腻,e,1,0.468
24,我,e,1,0.4491
24,轻率,i,1,0.552
24,机智,e,1,0.5482
24,俺,e,1,0.4507
24,自己,e,1,0.4207
24,虚伪,i,1,0.4406
24,热情,e,1,0.5057
24,勇敢,e,1,0.6909
24,消极,i,1,0.5579
24,自己,e,1,0.4422
24,他,i,1,0.55
24,我们,e,1,0.7177
24,他的,i,1,0.5074
24,固执,i,1,0.6334
24,我的,e,1,0.4099
24,俺,e,1,0.4322
24,自私,i,0,0.4694
24,他,i,1,0.5876
24,其他,i,1,0.5268
24,下贱,i,1,0.8132
24,凶狠,i,1,0.4824
24,自卑,i,1,0.5073
24,我,e,1,0.4247
24,冒失,i,1,0.5773
24,我的,e,1,0.4452
24,活泼,e,1,0.5547
24,傲慢,i,1,0.4359
24,愚蠢,i,1,0.5502
24,俺,e,1,0.4528
24,崇高,e,0,0.4888
24,他们,i,1,0.6831
24,我们,e,1,0.5133
24,其他,i,1,0.7004
24,自己,e,1,0.4504
24,冷静,e,0,1.0338
24,我们,e,1,0.668
24,稳重,e,0,NA
24,悲观,i,1,0.643
24,执拗,i,1,0.5632
24,鲁莽,i,1,0.6659
24,他,i,1,0.4209
24,乐观,e,1,0.5033
24,散漫,i,1,0.994
24,他们,i,1,0.5404
24,我,e,1,0.3728
24,诚实,e,1,0.4701
24,他的,i,1,0.5127
24,他人,i,1,0.4213
24,他的,i,1,0.3389
24,暴躁,i,1,0.5111
24,刻薄,i,1,0.418
24,我们,e,1,0.6331
24,无私,e,1,0.5469
24,我的,e,1,0.5009
24,他,i,1,0.5362
24,朴实,e,1,0.5174
24,他人,i,1,0.451
24,他人,i,1,0.4509
24,优秀,e,1,0.6522
24,俺,e,1,0.566
24,我们,e,1,0.5083
24,虚伪,i,1,0.8354
24,乐观,e,1,0.6097
24,他,i,1,0.4905
24,暴躁,i,1,0.5875
24,卑鄙,i,1,0.5234
24,执拗,i,1,0.5676
24,俺,e,1,0.5232
24,悲观,i,1,0.7177
24,优秀,e,1,0.5225
24,自己,e,1,0.4688
24,俺,e,1,0.4616
24,他人,i,1,0.4383
24,其他,i,1,0.4339
24,朴实,e,1,0.5044
24,正直,e,1,0.4172
24,他的,i,1,0.4137
24,我的,e,1,0.4555
24,散漫,i,1,0.6449
24,我们,e,1,0.5352
24,他,i,1,0.4442
24,轻率,i,1,0.6498
24,他们,i,1,0.5919
24,愚蠢,i,1,0.5107
24,鲁莽,i,1,0.4504
24,我的,e,1,0.4562
24,勤奋,e,1,0.4424
24,我的,e,1,0.4528
24,我,e,1,0.3394
24,他人,i,1,0.4846
24,消极,i,1,0.5721
24,其他,i,1,0.557
24,他,i,1,0.4513
24,他们,i,1,0.4007
24,刻薄,i,1,0.591
24,机智,e,1,0.539
24,俺,e,1,0.5522
24,俺,e,1,0.3836
24,固执,i,1,0.7664
24,无私,e,1,0.5446
24,我,e,1,0.4696
24,认真,e,1,0.6011
24,崇高,e,1,0.4393
24,他人,i,1,0.4348
24,野蛮,i,1,0.5085
24,自卑,i,0,0.554
24,聪明,e,1,0.7333
24,他的,i,1,0.4745
24,我,e,1,0.4258
24,他们,i,1,0.618
24,下贱,i,1,0.6245
24,猖狂,i,1,0.5104
24,诚恳,e,0,0.4461
24,我们,e,1,0.5572
24,他,i,1,0.7332
24,稳重,e,1,0.7222
24,他人,i,1,0.6012
24,我们,e,1,0.456
24,他的,i,1,0.4264
24,自己,e,1,0.4635
24,勇敢,e,1,0.533
24,诚实,e,1,0.5333
24,活泼,e,1,0.4301
24,杰出,e,1,0.4333
24,自己,e,1,0.3921
24,冒失,i,1,0.4997
24,公正,e,1,0.6017
24,凶狠,i,1,0.5025
24,傲慢,i,1,0.8001
24,细腻,e,1,0.6129
24,自私,i,0,0.7196
24,他的,i,1,0.5184
24,其他,i,1,0.6284
24,我的,e,1,0.5555
24,自己,e,1,0.4854
24,热情,e,1,0.9903
24,我,e,1,0.518
24,他们,i,1,0.437
24,冷静,e,1,0.7785
24,其他,i,1,0.467
24,猖狂,i,1,0.7006
24,刻薄,i,1,0.5035
24,公正,e,1,0.6105
24,他,e,1,0.4597
24,勇敢,e,0,0.6511
24,朴实,e,1,0.6927
24,他的,e,1,0.5027
24,我们,i,1,0.5347
24,他,e,1,0.4824
24,无私,e,1,0.4633
24,我们,i,1,0.4826
24,愚蠢,i,1,0.8508
24,轻率,i,1,0.5175
24,他们,e,1,0.5044
24,热情,e,1,0.8285
24,我,i,1,0.4334
24,散漫,i,1,0.5682
24,执拗,i,1,0.4333
24,他人,e,1,0.567
24,他们,e,1,0.4756
24,其他,e,1,0.5393
24,俺,i,1,0.6372
24,傲慢,i,1,0.752
24,认真,e,1,0.6171
24,崇高,e,1,0.7506
24,活泼,e,1,0.7241
24,杰出,e,1,0.4505
24,我们,i,1,0.4029
24,我,i,1,0.4502
24,我的,i,1,0.4557
24,他们,e,1,0.5061
24,我,i,1,0.4527
24,俺,i,1,0.9032
24,诚实,e,1,0.846
24,虚伪,i,1,0.6177
24,自己,i,1,0.8467
24,他人,e,1,0.4514
24,自己,i,1,0.4286
24,其他,e,1,0.886
24,自卑,i,1,0.9407
24,勤奋,e,1,0.8293
24,稳重,e,1,1.1003
24,我的,i,1,0.6059
24,其他,e,1,0.6171
24,细腻,e,1,0.8179
24,我的,i,1,0.4173
24,聪明,e,1,0.6967
24,悲观,i,1,0.5086
24,他的,e,1,0.518
24,诚恳,e,1,1.1499
24,优秀,e,1,0.7284
24,冷静,e,1,0.8074
24,他,e,1,0.495
24,正直,e,1,0.6665
24,暴躁,i,1,0.5441
24,我们,i,1,0.4876
24,他,e,1,0.8513
24,自私,i,1,1.2999
24,野蛮,i,1,0.5418
24,他人,e,1,0.4692
24,乐观,e,1,0.7847
24,鲁莽,i,1,0.5701
24,卑鄙,i,1,0.53
24,俺,i,1,0.5181
24,凶狠,i,1,0.6014
24,自己,i,1,0.5277
24,我,i,1,0.4021
24,他人,e,1,0.5005
24,他们,e,1,0.487
24,自己,i,1,0.6663
24,固执,i,1,0.5381
24,冒失,i,1,0.5014
24,俺,i,1,0.5844
24,其他,e,1,0.5001
24,他的,e,1,0.528
24,机智,e,1,0.867
24,他的,e,1,0.5417
24,消极,i,1,0.6276
24,下贱,i,1,0.4717
24,我的,i,1,0.371
24,他们,e,1,0.5676
24,俺,i,1,0.4785
24,他,e,1,0.4607
24,我们,i,1,0.4461
24,他,e,1,0.4668
24,自己,i,1,0.3868
24,轻率,i,1,0.7575
