Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
他,i,1,0.9069,NA,NA,NA,NA,74,他人,NA
他的,i,1,0.6219,NA,NA,NA,NA,74,他人,NA
下贱,i,1,0.515,NA,NA,NA,NA,74,消极,NA
勇敢,e,1,0.704,NA,NA,NA,NA,74,积极,NA
朴实,e,1,0.9914,NA,NA,NA,NA,74,积极,NA
其他,i,1,0.7023,NA,NA,NA,NA,74,他人,NA
诚实,e,1,0.6985,NA,NA,NA,NA,74,积极,NA
公正,e,1,0.6689,NA,NA,NA,NA,74,积极,NA
杰出,e,1,0.5301,NA,NA,NA,NA,74,积极,NA
我的,e,0,1.0293,NA,NA,NA,NA,74,自我,NA
我们,e,1,0.6422,NA,NA,NA,NA,74,自我,NA
消极,i,1,0.8681,NA,NA,NA,NA,74,消极,NA
勤奋,e,1,0.6253,NA,NA,NA,NA,74,积极,NA
自己,e,1,0.8562,NA,NA,NA,NA,74,自我,NA
我的,e,1,1.1944,NA,NA,NA,NA,74,自我,NA
我们,e,1,0.547,NA,NA,NA,NA,74,自我,NA
悲观,i,1,0.6197,NA,NA,NA,NA,74,消极,NA
稳重,e,1,0.8261,NA,NA,NA,NA,74,积极,NA
他们,i,1,0.6693,NA,NA,NA,NA,74,他人,NA
我,e,1,0.7063,NA,NA,NA,NA,74,自我,NA
自卑,i,1,0.6945,NA,NA,NA,NA,74,消极,NA
他的,i,1,1.0059,NA,NA,NA,NA,74,他人,NA
细腻,e,1,0.8658,NA,NA,NA,NA,74,积极,NA
猖狂,i,1,0.8626,NA,NA,NA,NA,74,消极,NA
其他,i,1,0.7843,NA,NA,NA,NA,74,他人,NA
我,e,1,0.6789,NA,NA,NA,NA,74,自我,NA
我的,e,1,0.8742,NA,NA,NA,NA,74,自我,NA
认真,e,1,0.8127,NA,NA,NA,NA,74,积极,NA
我,e,1,0.7421,NA,NA,NA,NA,74,自我,NA
热情,e,1,0.7232,NA,NA,NA,NA,74,积极,NA
机智,e,1,0.5952,NA,NA,NA,NA,74,积极,NA
他,i,1,0.775,NA,NA,NA,NA,74,他人,NA
他人,i,0,0.9018,NA,NA,NA,NA,74,他人,NA
执拗,i,1,0.6959,NA,NA,NA,NA,74,消极,NA
虚伪,i,1,0.5911,NA,NA,NA,NA,74,消极,NA
俺,e,1,0.5266,NA,NA,NA,NA,74,自我,NA
暴躁,i,1,0.7901,NA,NA,NA,NA,74,消极,NA
冒失,i,1,0.6431,NA,NA,NA,NA,74,消极,NA
俺,e,1,0.7037,NA,NA,NA,NA,74,自我,NA
他,i,1,1.2305,NA,NA,NA,NA,74,他人,NA
我们,e,1,0.5386,NA,NA,NA,NA,74,自我,NA
崇高,e,1,0.6327,NA,NA,NA,NA,74,积极,NA
傲慢,i,0,NA,NA,NA,NA,NA,74,消极,NA
无私,e,1,0.8965,NA,NA,NA,NA,74,积极,NA
俺,e,1,0.8167,NA,NA,NA,NA,74,自我,NA
他人,i,1,0.6581,NA,NA,NA,NA,74,他人,NA
其他,i,1,0.7401,NA,NA,NA,NA,74,他人,NA
优秀,e,1,0.5099,NA,NA,NA,NA,74,积极,NA
自私,i,1,0.6405,NA,NA,NA,NA,74,消极,NA
凶狠,i,1,0.8999,NA,NA,NA,NA,74,消极,NA
野蛮,i,1,0.6461,NA,NA,NA,NA,74,消极,NA
他的,i,1,0.5474,NA,NA,NA,NA,74,他人,NA
我的,e,1,0.5817,NA,NA,NA,NA,74,自我,NA
正直,e,1,0.6993,NA,NA,NA,NA,74,积极,NA
活泼,e,1,0.5614,NA,NA,NA,NA,74,积极,NA
聪明,e,1,0.496,NA,NA,NA,NA,74,积极,NA
刻薄,i,0,0.3758,NA,NA,NA,NA,74,消极,NA
他人,i,1,0.801,NA,NA,NA,NA,74,他人,NA
他们,i,0,0.3948,NA,NA,NA,NA,74,他人,NA
固执,i,1,0.8256,NA,NA,NA,NA,74,消极,NA
轻率,i,0,0.6607,NA,NA,NA,NA,74,消极,NA
他们,i,1,0.3489,NA,NA,NA,NA,74,他人,NA
鲁莽,i,1,0.6753,NA,NA,NA,NA,74,消极,NA
他,i,1,0.7284,NA,NA,NA,NA,74,他人,NA
散漫,i,1,0.6644,NA,NA,NA,NA,74,消极,NA
自己,e,1,1.0066,NA,NA,NA,NA,74,自我,NA
诚恳,e,1,0.6052,NA,NA,NA,NA,74,积极,NA
俺,e,1,1.0605,NA,NA,NA,NA,74,自我,NA
卑鄙,i,1,0.5866,NA,NA,NA,NA,74,消极,NA
我,e,1,0.6085,NA,NA,NA,NA,74,自我,NA
我们,e,0,0.6396,NA,NA,NA,NA,74,自我,NA
他们,i,1,0.5985,NA,NA,NA,NA,74,他人,NA
冷静,e,1,0.615,NA,NA,NA,NA,74,积极,NA
自己,e,1,0.9626,NA,NA,NA,NA,74,自我,NA
他的,i,1,0.6252,NA,NA,NA,NA,74,他人,NA
自己,e,1,0.8173,NA,NA,NA,NA,74,自我,NA
其他,i,0,0.5286,NA,NA,NA,NA,74,他人,NA
愚蠢,i,1,0.3017,NA,NA,NA,NA,74,消极,NA
他人,i,1,0.8963,NA,NA,NA,NA,74,他人,NA
乐观,e,1,0.6978,NA,NA,NA,NA,74,积极,NA
诚实,e,1,0.7905,NA,NA,NA,NA,74,积极,NA
自己,e,1,0.4456,NA,NA,NA,NA,74,自我,NA
我的,e,1,0.5637,NA,NA,NA,NA,74,自我,NA
凶狠,i,1,0.5717,NA,NA,NA,NA,74,消极,NA
我们,e,1,0.6659,NA,NA,NA,NA,74,自我,NA
冒失,i,1,0.59,NA,NA,NA,NA,74,消极,NA
他,i,1,0.5942,NA,NA,NA,NA,74,他人,NA
他人,i,1,0.4978,NA,NA,NA,NA,74,他人,NA
我,e,1,0.6,NA,NA,NA,NA,74,自我,NA
无私,e,0,0.6327,NA,NA,NA,NA,74,积极,NA
他的,i,0,0.8891,NA,NA,NA,NA,74,他人,NA
俺,e,1,1.0445,NA,NA,NA,NA,74,自我,NA
他人,i,1,0.4935,NA,NA,NA,NA,74,他人,NA
他们,i,1,0.562,NA,NA,NA,NA,74,他人,NA
他们,i,1,0.7433,NA,NA,NA,NA,74,他人,NA
执拗,i,1,0.7991,NA,NA,NA,NA,74,消极,NA
聪明,e,1,0.9363,NA,NA,NA,NA,74,积极,NA
我,e,1,0.545,NA,NA,NA,NA,74,自我,NA
他,i,1,0.706,NA,NA,NA,NA,74,他人,NA
他人,i,1,0.7307,NA,NA,NA,NA,74,他人,NA
认真,e,1,0.8985,NA,NA,NA,NA,74,积极,NA
其他,i,1,0.8043,NA,NA,NA,NA,74,他人,NA
虚伪,i,1,0.5876,NA,NA,NA,NA,74,消极,NA
朴实,e,1,0.5738,NA,NA,NA,NA,74,积极,NA
活泼,e,1,0.768,NA,NA,NA,NA,74,积极,NA
勤奋,e,1,0.5601,NA,NA,NA,NA,74,积极,NA
细腻,e,1,0.6354,NA,NA,NA,NA,74,积极,NA
自私,i,1,0.7206,NA,NA,NA,NA,74,消极,NA
野蛮,i,1,0.6604,NA,NA,NA,NA,74,消极,NA
轻率,i,1,0.7603,NA,NA,NA,NA,74,消极,NA
他的,i,0,0.5491,NA,NA,NA,NA,74,他人,NA
消极,i,1,0.6973,NA,NA,NA,NA,74,消极,NA
公正,e,1,0.7637,NA,NA,NA,NA,74,积极,NA
自己,e,1,0.6105,NA,NA,NA,NA,74,自我,NA
我的,e,1,1.2834,NA,NA,NA,NA,74,自我,NA
其他,i,1,0.6652,NA,NA,NA,NA,74,他人,NA
悲观,i,1,0.8344,NA,NA,NA,NA,74,消极,NA
其他,i,1,0.7284,NA,NA,NA,NA,74,他人,NA
稳重,e,1,0.7662,NA,NA,NA,NA,74,积极,NA
他的,i,1,0.7646,NA,NA,NA,NA,74,他人,NA
