Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
67,优秀,e,1,0.6977
67,他人,i,1,0.5477
67,他,i,1,0.5628
67,俺,e,1,0.6061
67,乐观,e,1,0.6836
67,无私,e,1,1.038
67,固执,i,1,0.7472
67,他人,i,1,0.5854
67,他的,i,1,0.4494
67,刻薄,i,1,0.6555
67,他的,i,1,0.553
67,我,e,1,0.8428
67,鲁莽,i,1,0.7462
67,虚伪,i,1,0.5865
67,他,i,1,0.55
67,公正,e,1,0.7086
67,我的,e,1,0.5996
67,我,e,1,0.6671
67,他,i,1,0.8305
67,凶狠,i,1,0.6807
67,正直,e,1,0.61240000000000006
67,冒失,i,1,0.799
67,他们,i,1,0.5826
67,热情,e,1,0.5961
67,俺,e,1,0.9629
67,勤奋,e,1,0.7839
67,其他,i,1,0.7308
67,俺,e,1,0.6633
67,猖狂,i,1,0.7936
67,其他,i,1,0.8066
67,我的,e,1,0.5006
67,细腻,e,1,0.6003
67,自己,e,1,0.4649
67,我们,e,1,0.5265
67,他的,i,1,0.5921
67,诚恳,e,1,0.6139
67,朴实,e,1,0.618
67,悲观,i,1,0.5961
67,暴躁,i,1,1.2311
67,他人,i,1,0.6983
67,我们,e,1,0.5555
67,他的,i,1,0.4805
67,俺,e,1,0.572
67,聪明,e,1,0.677
67,野蛮,i,1,0.531
67,其他,i,1,0.7136
67,我,e,0,NA
67,他,i,1,0.4297
67,他们,i,1,0.4213
67,冷静,e,0,0.3777
67,我的,e,1,0.6682
67,认真,e,1,0.5375
67,他人,i,1,0.6361
67,诚实,e,1,0.9698
67,下贱,i,1,0.5545
67,我,e,1,0.8584
67,傲慢,i,1,1.1371
67,卑鄙,i,1,0.6309
67,其他,i,1,0.5639
67,勇敢,e,0,0.4912
67,自己,e,1,0.6344
67,愚蠢,i,1,0.9531
67,自己,e,1,0.5684
67,崇高,e,1,1.4085
67,机智,e,1,0.7856
67,我的,e,0,NA
67,轻率,i,1,0.7973
67,自私,i,1,0.6168
67,稳重,e,1,0.7843
67,自己,e,1,0.6372
67,自卑,i,1,0.7171
67,执拗,i,1,0.6362
67,我们,e,1,0.5882
67,杰出,e,1,0.7285
67,消极,i,1,0.6695
67,活泼,e,1,1.1608
67,散漫,i,1,0.6514
67,我们,e,1,0.9304
67,他们,i,1,0.5607
67,他们,i,1,0.6699
67,崇高,e,1,0.6647
67,他们,i,1,0.552
67,傲慢,i,1,1.1776
67,俺,e,1,0.7473
67,聪明,e,1,0.6529
67,我的,e,1,0.6978
67,他,i,1,0.4877
67,愚蠢,i,1,0.5292
67,他的,i,1,0.57
67,轻率,i,1,0.9541
67,执拗,i,1,0.5125
67,我们,e,1,0.95
67,我们,e,1,0.7101
67,认真,e,1,0.7492
67,他,i,1,0.4682
67,他人,i,1,0.5407
67,他的,i,1,0.4623
67,热情,e,0,1.3303
67,我们,e,1,0.548
67,自己,e,1,0.714
67,其他,i,1,1.0124
67,其他,i,1,1.0195
67,公正,e,1,0.5885
67,正直,e,0,0.7018
67,朴实,e,1,0.7017
67,我的,e,1,0.6613
