Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
16,冒失,i,1,0.5856
16,他们,i,1,0.4825
16,俺,e,1,0.5565
16,散漫,i,1,0.5657
16,乐观,e,1,0.5829
16,我,e,1,0.4823
16,冷静,e,1,0.6174
16,他人,i,1,0.6173
16,正直,e,1,0.5488
16,轻率,i,1,0.6185
16,自己,e,1,0.5089
16,他,i,1,0.5328
16,诚恳,e,1,0.5604
16,稳重,e,1,0.6656
16,勤奋,e,1,0.4929
16,愚蠢,i,1,0.5317
16,我的,e,1,0.4987
16,其他,i,1,0.6408
16,自己,e,1,0.522
16,热情,e,1,0.4833
16,固执,i,1,0.5654
16,他,i,0,0.5083
16,暴躁,i,1,0.5862
16,执拗,i,1,0.5414
16,卑鄙,i,1,0.4357
16,其他,i,1,0.484
16,悲观,i,1,0.517
16,我的,e,1,0.4676
16,其他,i,1,0.5241
16,我们,e,1,0.5482
16,我们,e,1,0.4505
16,他的,i,1,0.55
16,我,e,1,0.4688
16,诚实,e,1,0.5896
16,他们,i,1,0.6729
16,他的,i,1,0.4261
16,细腻,e,1,0.6156
16,认真,e,1,0.5901
16,我们,e,1,0.7058
16,他的,i,1,0.5157
16,他,i,1,0.5506
16,他,i,1,0.5249
16,勇敢,e,1,0.6257
16,我的,e,1,0.5323
16,他人,i,1,0.5533
16,杰出,e,1,0.6063
16,活泼,e,1,0.5361
16,他们,i,1,0.5183
16,他的,i,1,0.556
16,自己,e,1,0.4726
16,他们,i,1,0.5162
16,他人,i,1,0.487
16,我,e,1,0.4707
16,公正,e,1,0.502
16,俺,e,1,0.5252
16,俺,e,1,0.4349
16,崇高,e,1,0.5989
16,无私,e,0,0.5364
16,我们,e,1,0.4665
16,他人,i,1,0.5742
16,优秀,e,1,0.4918
16,自己,e,1,0.4829
16,我的,e,1,0.452
16,我,e,1,0.4355
16,下贱,i,1,0.4995
16,野蛮,i,1,0.5396
16,自私,i,1,0.5654
16,傲慢,i,1,0.5166
16,朴实,e,1,0.549
16,猖狂,i,1,0.5652
16,机智,e,1,0.6536
16,俺,e,1,0.5503
16,消极,i,1,0.603
16,凶狠,i,1,0.518
16,鲁莽,i,1,0.5247
16,虚伪,i,1,0.5164
16,刻薄,i,1,0.5028
16,其他,i,0,0.6491
16,聪明,e,1,0.4812
16,自卑,i,1,0.5591
16,热情,e,1,0.5328
16,他人,i,1,0.549
16,他们,i,1,0.4549
16,刻薄,i,1,0.5197
16,轻率,i,1,0.4229
16,虚伪,i,1,0.4575
16,我们,e,1,0.4892
16,自己,e,1,0.4716
16,他,i,1,0.5157
16,他的,i,1,0.4486
16,无私,e,0,0.5515
16,猖狂,i,1,0.508
16,我的,e,1,0.5339
16,自己,e,1,0.5053
16,冒失,i,1,0.5841
16,勤奋,e,1,0.5826
16,我们,e,1,0.5034
16,他人,i,1,0.5347
16,暴躁,i,1,0.5396
16,崇高,e,1,0.6247
16,愚蠢,i,1,0.5387
16,正直,e,1,0.5043
16,凶狠,i,1,0.5167
16,冷静,e,1,0.5662
16,我的,e,1,0.4901
16,活泼,e,1,0.5543
16,我,e,1,0.4872
16,我,e,1,0.4218
16,俺,e,1,0.4999
16,散漫,i,1,0.7163
16,杰出,e,1,0.5992
16,其他,i,1,0.7027
16,卑鄙,i,1,0.6056
16,俺,e,1,0.5371
16,俺,e,1,0.466
16,自己,e,1,0.4991
16,他的,i,1,0.5993
16,下贱,i,1,0.578
16,其他,i,1,0.589
16,他们,i,1,0.5915
16,消极,i,1,0.6322
16,聪明,e,1,0.5406
16,自私,i,1,0.5507
16,公正,e,1,0.4995
16,我,e,1,0.4866
16,他的,i,1,0.5821
16,傲慢,i,1,0.7061
16,优秀,e,1,0.552
16,细腻,e,1,0.5657
16,自卑,i,1,0.602
16,他们,i,1,0.772
16,自己,e,1,0.5045
16,诚恳,e,1,0.5826
16,俺,e,1,0.5493
16,我,e,1,0.5502
16,朴实,e,1,0.5821
16,勇敢,e,1,0.5831
16,我们,e,1,0.5003
16,我的,e,1,0.4823
16,稳重,e,1,0.5812
16,他,i,1,0.6387
16,其他,i,1,0.6547
16,鲁莽,i,1,0.633
16,他,i,1,0.5527
16,他人,i,1,0.5029
16,他人,i,1,0.4778
16,我的,e,1,0.5326
16,我们,e,1,0.4835
16,固执,i,1,0.6027
16,诚实,e,1,0.5825
16,其他,i,1,0.5934
16,他们,i,1,0.5722
16,他,i,1,0.4835
16,机智,e,1,0.5849
16,执拗,i,1,0.6346
16,野蛮,i,1,0.5336
16,悲观,i,1,0.5222
16,乐观,e,1,0.5383
16,他的,i,1,0.5265
16,认真,e,1,0.5561
16,自己,e,1,0.4985
16,自卑,i,1,0.5754
16,野蛮,i,1,0.5073
16,稳重,e,1,0.5989
16,活泼,e,1,0.5085
16,凶狠,i,1,0.5244
16,自己,e,1,0.5161
16,他人,i,1,0.5762
16,我们,e,1,0.5082
16,他的,i,1,0.4985
16,自私,i,1,0.5868
16,他人,i,1,0.5168
16,他们,i,1,0.451
16,我,e,1,0.4925
16,其他,i,1,0.4918
16,自己,e,1,0.4827
16,俺,e,1,0.5328
16,刻薄,i,1,0.5826
16,我的,e,1,0.5405
16,悲观,i,1,0.5162
16,诚恳,e,1,0.6417
16,崇高,e,1,0.5541
16,我,e,1,0.4658
16,其他,i,1,0.5325
16,我们,e,1,0.5092
16,他,i,1,0.5655
16,他的,i,1,0.5198
16,暴躁,i,1,0.5572
16,他,i,1,0.5493
16,散漫,i,1,0.7337
16,我们,e,1,0.5423
16,我的,e,1,0.4336
16,虚伪,i,1,0.4849
16,猖狂,i,1,0.4678
16,其他,i,1,0.5655
16,他,i,1,0.4961
16,冒失,i,1,0.5329
16,俺,e,1,0.6846
16,我的,e,1,0.5234
16,执拗,i,1,0.5997
16,他们,i,1,0.5332
16,我们,e,1,0.5507
16,杰出,e,1,0.567
16,俺,e,1,0.5485
16,他的,i,1,0.5528
16,他人,i,1,0.5569
16,优秀,e,1,0.5328
16,朴实,e,1,0.6389
16,鲁莽,i,1,0.5211
16,乐观,e,1,0.5433
16,热情,e,1,0.5565
16,我的,e,1,0.4994
16,机智,e,1,0.5509
16,聪明,e,1,0.4926
16,固执,i,1,0.566
16,自己,e,1,0.504
16,冷静,e,1,0.5992
16,无私,e,1,0.6493
16,轻率,i,0,0.5157
16,愚蠢,i,1,0.5922
16,他们,i,1,0.5563
16,他们,i,1,0.4664
16,正直,e,1,0.593
16,卑鄙,i,1,0.693
16,公正,e,1,0.6157
16,我,e,1,0.5178
16,他,i,1,0.599
16,其他,i,1,0.5427
16,他的,i,1,0.4682
16,勇敢,e,1,0.5569
16,消极,i,1,0.625
16,认真,e,1,0.4747
16,诚实,e,1,0.5066
16,俺,e,1,0.5376
16,下贱,i,1,0.5399
16,傲慢,i,1,0.506
16,细腻,e,1,0.6015
16,勤奋,e,1,0.5319
16,他,e,1,0.4973
16,消极,i,1,0.6046
16,诚恳,e,1,0.6328
16,细腻,e,1,0.5365
16,卑鄙,i,1,0.5492
16,野蛮,i,1,0.5826
16,我的,i,1,0.5415
16,热情,e,1,0.5869
16,我们,i,1,0.7161
16,傲慢,i,1,0.5826
16,杰出,e,1,0.6411
16,刻薄,i,1,0.5696
16,崇高,e,1,0.715
16,凶狠,i,1,0.5573
16,自己,i,1,0.7326
16,朴实,e,1,0.7669
16,俺,i,1,0.7826
16,我们,i,1,0.666
16,俺,i,1,0.5355
16,他的,e,1,0.6769
16,优秀,e,1,0.588
16,我们,i,1,0.6239
16,执拗,i,1,0.5988
16,其他,e,1,0.7334
16,他们,e,1,0.5866
16,其他,e,1,0.5266
16,他的,e,1,0.5162
16,自卑,i,1,0.5326
16,冒失,i,1,0.6398
16,自己,i,1,0.6824
16,他们,e,1,0.649
16,无私,e,1,0.7162
16,聪明,e,1,0.5194
16,俺,i,1,0.6048
16,其他,e,1,0.7365
16,勇敢,e,1,0.6519
16,正直,e,1,0.5508
16,我,i,1,0.4914
16,我,i,1,0.4604
16,悲观,i,1,0.6196
16,愚蠢,i,1,0.5357
16,诚实,e,1,0.5387
16,活泼,e,1,0.5323
16,他,e,0,0.5169
16,他人,e,1,0.4916
16,他们,e,1,0.4758
16,他的,e,1,0.4516
16,他,e,1,0.4536
16,我,i,1,0.5497
16,我的,i,1,0.5158
16,我的,i,1,0.5053
16,散漫,i,1,0.6157
16,轻率,i,1,0.5371
16,乐观,e,1,0.5744
16,冷静,e,1,0.5065
16,机智,e,1,0.5693
16,稳重,e,1,0.533
16,他人,e,1,0.8008
16,他们,e,1,0.5575
16,我们,i,1,0.5546
16,勤奋,e,1,0.6822
16,自己,i,1,0.6662
16,认真,e,1,0.6155
16,下贱,i,1,0.5488
16,自私,i,1,0.55
16,他的,e,1,0.8502
16,我,i,1,0.5541
16,固执,i,1,0.6319
16,猖狂,i,1,0.6083
16,他人,e,1,0.6909
16,俺,i,1,0.6581
16,他,e,1,0.6009
16,自己,i,1,0.5659
16,公正,e,1,0.6264
16,暴躁,i,1,0.5992
16,他人,e,1,0.6391
16,我的,i,1,0.6007
16,虚伪,i,1,0.5332
16,其他,e,1,0.6894
16,鲁莽,i,1,0.6244
16,冒失,i,1,0.5505
16,虚伪,i,1,0.5689
16,他,e,1,0.6825
16,自私,i,1,0.6356
16,刻薄,i,1,0.5892
16,我,i,1,0.506
16,他,e,1,0.5845
16,他的,e,1,0.5873
16,自己,i,1,0.5426
16,我,i,1,0.4686
16,其他,e,1,0.5589
16,卑鄙,i,1,0.6345
16,乐观,e,1,0.5315
16,他人,e,0,0.5163
16,我的,i,1,0.5432
16,自己,i,1,0.5732
16,热情,e,1,0.5657
16,我们,i,1,0.6688
16,我们,i,1,0.6501
16,我的,i,1,0.5844
16,自卑,i,1,0.6031
16,他人,e,1,0.6692
16,他,e,1,0.4854
16,他们,e,1,0.5247
16,他的,e,1,0.6181
16,聪明,e,1,0.6154
16,固执,i,1,0.5988
16,他们,e,1,0.5366
16,消极,i,1,0.599
16,勤奋,e,1,0.6261
16,执拗,i,1,0.6005
16,其他,e,1,0.7147
16,我们,i,1,0.6665
16,我,i,1,0.5096
16,俺,i,1,0.7165
16,正直,e,1,0.5827
16,活泼,e,1,0.5828
16,鲁莽,i,1,0.5488
16,俺,i,1,0.5593
16,散漫,i,1,0.6029
16,他们,e,1,0.7603
16,猖狂,i,1,0.5859
16,自己,i,1,0.7422
16,冷静,e,1,0.668
16,他人,e,1,0.6358
16,其他,e,1,0.6856
16,俺,i,1,0.6365
16,无私,e,1,0.7007
16,其他,e,1,0.8327
16,稳重,e,1,0.6374
16,悲观,i,1,0.6396
16,机智,e,1,0.6167
16,他们,e,1,0.6024
16,杰出,e,1,0.6052
16,细腻,e,1,0.533
16,诚恳,e,1,0.542
16,他的,e,1,0.6333
16,他人,e,1,0.5165
16,轻率,i,1,0.7704
16,我,i,1,0.5912
16,认真,e,1,0.5827
16,下贱,i,1,0.5733
16,优秀,e,1,0.5373
16,凶狠,i,1,0.6001
16,傲慢,i,1,0.5374
16,诚实,e,1,0.5426
16,我的,i,1,0.6492
16,朴实,e,1,0.5891
16,崇高,e,1,0.5758
16,公正,e,1,0.6321
16,我们,i,1,0.638
16,野蛮,i,1,0.6225
16,自己,i,1,0.5932
16,他,e,1,0.5163
16,俺,i,1,0.5855
16,我的,i,1,0.5332
16,暴躁,i,1,0.6171
16,愚蠢,i,1,0.534
16,勇敢,e,1,0.5875
16,他的,e,1,0.6392
