Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
23,俺,e,1,0.4544
23,我的,e,1,0.4392
23,稳重,e,1,0.7042
23,卑鄙,i,1,0.6245
23,俺,e,1,0.6643
23,我,e,0,NA
23,我,e,1,0.4893
23,他的,i,1,0.5861
23,野蛮,i,1,0.5451
23,我的,e,1,0.6726
23,轻率,i,0,0.6555
23,虚伪,i,1,0.7186
23,俺,e,1,0.6638
23,我的,e,1,0.4148
23,消极,i,1,0.5801
23,他的,i,1,0.9623
23,他们,i,1,0.594
23,我们,e,1,0.7182
23,优秀,e,0,NA
23,朴实,e,0,0.817
23,固执,i,1,0.6556
23,公正,e,1,0.916
23,自私,i,1,0.7955
23,冷静,e,1,0.6374
23,下贱,i,0,NA
23,他人,i,0,NA
23,我们,e,1,0.526
23,其他,i,1,0.7438
23,乐观,e,1,0.5331
23,其他,i,1,0.8303
23,愚蠢,i,0,NA
23,他,i,0,0.5161
23,我们,e,1,0.5782
23,他人,i,1,0.7377
23,自己,e,1,0.796
23,散漫,i,0,NA
23,热情,e,0,NA
23,俺,e,1,0.6234
23,冒失,i,1,0.8769
23,他,i,1,0.7171
23,他,i,1,0.5395
23,聪明,e,1,0.5558
23,他们,i,1,0.5113
23,他人,i,1,0.6826
23,我,e,1,1.2577
23,诚恳,e,1,0.6294
23,刻薄,i,1,1.1254
23,无私,e,0,NA
23,机智,e,1,0.5837
23,自己,e,1,0.4004
23,悲观,i,1,0.6338
23,活泼,e,1,0.6802
23,勇敢,e,1,1.0722
23,他们,i,0,0.563
23,他的,i,0,0.411
23,细腻,e,1,0.6907
23,杰出,e,1,0.8211
23,鲁莽,i,1,0.9289
23,诚实,e,1,0.6284
23,他,i,0,NA
23,凶狠,i,1,0.6362
23,暴躁,i,1,0.6526
23,认真,e,1,0.9881
23,执拗,i,0,NA
23,他人,i,1,0.6425
23,自卑,i,1,0.6614
23,崇高,e,1,0.5982
23,他们,i,0,NA
23,其他,i,1,0.6177
23,我的,e,1,0.5784
23,猖狂,i,0,NA
23,傲慢,i,1,0.7772
23,勤奋,e,1,1.3365
23,他的,i,1,0.5382
23,我们,e,0,0.5414
23,自己,e,1,0.4628
23,自己,e,1,0.468
23,其他,i,1,0.5349
23,正直,e,1,0.9973
23,悲观,i,1,0.7975
23,他人,i,1,0.6917
23,聪明,e,1,0.744
23,他,i,1,0.6165
23,其他,i,1,1.024
23,勇敢,e,1,0.6865
23,散漫,i,1,0.7918
23,我的,e,0,NA
23,我的,e,1,0.5214
23,他人,i,1,0.5692
23,俺,e,1,0.6386
23,刻薄,i,0,NA
23,认真,e,1,0.5659
23,自己,e,0,NA
23,虚伪,i,0,NA
23,自己,e,1,0.5091
23,他人,i,1,0.5316
23,傲慢,i,1,0.5116
23,我们,e,1,0.4677
23,自私,i,1,0.9124
23,下贱,i,1,0.838
23,俺,e,0,NA
23,勤奋,e,1,0.5308
23,自己,e,1,0.4955
23,细腻,e,1,0.7558
23,机智,e,0,NA
23,他的,i,0,0.6079
23,俺,e,1,0.5026
23,我们,e,1,0.7132
23,其他,i,1,1.156
23,他,i,1,0.7915
23,热情,e,1,0.9371
23,正直,e,0,NA
23,他人,i,1,0.6165
23,优秀,e,1,0.59
23,他的,i,0,NA
23,公正,e,1,1.3406
23,他的,i,1,0.6334
23,诚实,e,0,NA
23,崇高,e,1,0.5948
23,杰出,e,1,0.8738
23,其他,i,0,NA
23,自卑,i,1,0.653
23,我们,e,1,0.5036
23,他们,i,1,0.561
23,凶狠,i,1,0.5667
23,猖狂,i,1,0.9207
23,冷静,e,0,NA
23,他们,i,1,0.6091
23,我们,e,1,0.8176
23,固执,i,0,NA
23,卑鄙,i,0,NA
23,我,e,1,0.494
23,执拗,i,1,0.9948
23,其他,i,1,0.8719
23,轻率,i,0,NA
23,鲁莽,i,1,0.6601
23,我,e,1,1.1449
23,消极,i,0,NA
23,暴躁,i,1,0.8674
23,愚蠢,i,0,0.7083
23,他,i,1,0.598
23,野蛮,i,1,0.493
23,活泼,e,1,1.104
23,冒失,i,0,NA
23,我,e,1,1.0207
23,稳重,e,0,NA
23,诚恳,e,0,NA
23,俺,e,1,0.5768
23,朴实,e,1,0.4574
23,他的,i,0,0.4182
23,他们,i,1,0.7383
23,乐观,e,1,0.8411
23,聪明,e,1,0.4754
23,正直,e,1,0.563
23,冷静,e,1,0.6191
23,他们,i,1,0.7464
23,他的,i,1,0.9304
23,散漫,i,1,0.7384
23,崇高,e,0,NA
23,我的,e,1,1.1459
23,他,i,1,0.5421
23,他人,i,1,0.7858
23,朴实,e,1,0.6359
23,杰出,e,0,NA
23,我们,e,1,0.5524
23,我,e,1,0.5025
23,他的,i,1,1.4375
23,勇敢,e,1,0.9386
23,勤奋,e,0,NA
23,暴躁,i,1,0.5398
23,稳重,e,1,0.642
23,他人,i,1,0.5671
23,我的,e,1,0.8889
23,他们,i,1,0.4975
23,轻率,i,0,0.6921
23,俺,e,1,0.9537
23,公正,e,0,NA
23,消极,i,1,0.6104
23,他们,i,1,0.5619
23,俺,e,1,0.6229
23,细腻,e,1,0.717
23,凶狠,i,0,NA
23,他,i,1,0.7385
23,傲慢,i,1,0.8138
23,自私,i,0,NA
23,其他,i,1,1.1505
23,他,i,1,0.4876
23,自卑,i,0,NA
23,机智,e,0,1.1475
23,执拗,i,1,0.6525
23,自己,e,1,0.5854
23,自己,e,1,0.4697
23,活泼,e,1,0.6678
23,我们,e,0,NA
23,野蛮,i,0,NA
23,我们,e,0,0.7315
23,优秀,e,1,1.0225
23,其他,i,1,0.5348
23,悲观,i,0,NA
23,认真,e,1,0.6838
23,我,e,1,0.4831
23,我的,e,1,0.3849
23,鲁莽,i,0,1.3004
23,冒失,i,1,0.5706
23,他的,i,1,0.5701
23,其他,i,1,0.917
23,他们,i,1,0.812
23,乐观,e,1,0.6454
23,我的,i,1,0.426
23,勤奋,e,1,0.6571
23,诚恳,e,1,0.785
23,自卑,i,1,0.6776
23,其他,e,1,0.6144
23,崇高,e,1,0.7854
23,他们,e,1,0.6666
23,暴躁,i,0,0.5297
23,聪明,e,1,0.6731
23,乐观,e,1,0.9554
23,固执,i,1,0.9727
23,我们,i,1,0.455
23,猖狂,i,1,0.6799
23,正直,e,1,0.6223
23,执拗,i,1,0.5663
23,俺,i,1,0.4884
23,鲁莽,i,1,0.5844
23,卑鄙,i,1,0.4634
23,他的,e,1,0.5443
23,刻薄,i,1,0.5207
23,野蛮,i,1,0.4699
23,自己,i,1,0.6667
23,消极,i,1,0.5663
23,无私,e,0,0.5705
23,虚伪,i,1,0.5615
23,自己,i,1,0.5147
23,他,e,1,0.6614
23,自己,i,1,0.54990000000000006
23,愚蠢,i,1,0.4999
23,冷静,e,1,0.6012
23,我们,i,1,0.4899
23,机智,e,1,0.6495
23,他的,e,1,0.7334
23,他,e,1,0.6179
23,公正,e,1,1.0359
23,诚实,e,1,0.7029
23,其他,e,1,0.6863
23,杰出,e,1,0.8531
23,认真,e,1,0.4509
23,散漫,i,1,0.7173
23,我,i,1,0.4877
23,优秀,e,1,0.6139
23,他的,e,1,0.6916
23,俺,i,1,0.5419
23,我的,i,1,0.4699
23,下贱,i,1,0.6697
23,他,e,1,0.5685
23,他,e,1,0.4644
23,俺,i,1,0.6365
23,冒失,i,1,0.5685
23,其他,e,1,0.7325
23,他人,e,1,0.6272
23,稳重,e,1,0.6806
23,我们,i,1,0.5273
23,轻率,i,0,0.6115
23,细腻,e,1,0.6867
23,我的,i,1,0.6525
23,他们,e,1,0.4981
23,朴实,e,1,0.7682
23,我,i,1,1.0265
23,活泼,e,1,0.7854
23,自私,i,1,0.5489
23,他人,e,1,0.6009
23,凶狠,i,1,0.7658
23,俺,i,1,1.2694
23,我的,i,1,0.5503
23,我,i,1,0.5685
23,他的,e,1,0.6987
23,热情,e,1,0.8327
23,他们,e,1,0.9862
23,自己,i,1,0.6313
23,我们,i,1,0.567
23,他们,e,1,0.9113
23,其他,e,1,0.5452
23,傲慢,i,0,0.9908
23,悲观,i,0,0.6969
23,勇敢,e,1,0.8193
23,他人,e,1,0.8488
23,他人,e,1,0.6059
23,我,i,1,0.6126
23,俺,i,1,0.5224
23,他的,e,1,0.5546
23,我们,i,1,0.8487
23,细腻,e,1,0.9123
23,诚恳,e,1,0.7005
23,轻率,i,1,0.6417
23,冒失,i,1,0.5046
23,散漫,i,1,0.6104
23,其他,e,1,0.9691
23,自己,i,1,0.619
23,自己,i,1,0.6174
23,他人,e,1,0.5437
23,卑鄙,i,1,0.8989
23,公正,e,1,0.6305
23,朴实,e,1,0.6795
23,优秀,e,1,0.615
23,下贱,i,1,0.6623
23,他人,e,1,0.9319
23,俺,i,0,NA
23,活泼,e,1,0.5387
23,愚蠢,i,1,0.5068
23,他的,e,1,0.6166
23,无私,e,1,1.0346
23,他的,e,1,0.6173
23,我的,i,0,0.6047
23,其他,e,1,0.833
23,虚伪,i,1,0.6274
23,我们,i,1,0.5173
23,俺,i,1,0.5962
23,他,e,1,0.6013
23,他人,e,1,0.5319
23,聪明,e,1,0.7483
23,热情,e,1,0.6818
23,他,e,1,0.6684
23,我,i,1,0.7867
23,其他,e,1,0.7303
23,自己,i,1,0.7361
23,凶狠,i,1,0.9468
23,勤奋,e,1,1.0277
23,俺,i,1,0.5964
23,杰出,e,1,0.6529
23,乐观,e,1,0.6491
23,其他,e,1,0.4054
23,自卑,i,1,1.1048
23,他人,e,1,0.7516
23,悲观,i,1,0.7788
23,机智,e,1,0.7656
23,我,i,1,1.4235
23,正直,e,1,1.1271
23,他们,e,0,NA
23,傲慢,i,0,1.1898
23,诚实,e,1,0.5774
23,我们,i,1,0.4652
23,稳重,e,0,0.4735
23,他的,e,1,0.7047
23,我们,i,1,0.6283
23,猖狂,i,1,0.95
23,他们,e,1,1.0321
23,他,e,0,NA
23,执拗,i,1,0.5947
23,消极,i,1,0.4712
23,我的,i,1,0.9467
23,我,i,1,0.8633
23,认真,e,0,NA
23,他,e,1,1.2295
23,暴躁,i,1,0.565
23,他们,e,1,0.6633
23,野蛮,i,1,0.7207
23,我,i,1,0.5848
23,我的,i,1,0.7498
23,他们,e,1,0.719
23,自己,i,1,0.6947
23,鲁莽,i,1,0.7543
23,崇高,e,1,0.6432
23,固执,i,1,0.554
23,冷静,e,0,1.3643
23,我的,i,0,0.6392
23,刻薄,i,1,0.8485
23,勇敢,e,1,0.5785
