Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
无私,e,1,1.3218,NA,NA,NA,NA,9,积极,NA
其他,i,1,0.6903,NA,NA,NA,NA,9,他人,NA
他的,i,1,0.5635,NA,NA,NA,NA,9,他人,NA
自己,e,1,0.6795,NA,NA,NA,NA,9,自我,NA
消极,i,1,0.6343,NA,NA,NA,NA,9,消极,NA
聪明,e,1,0.6641,NA,NA,NA,NA,9,积极,NA
我的,e,0,0.5187,NA,NA,NA,NA,9,自我,NA
俺,e,1,0.694,NA,NA,NA,NA,9,自我,NA
他们,i,1,0.5601,NA,NA,NA,NA,9,他人,NA
稳重,e,1,0.9681,NA,NA,NA,NA,9,积极,NA
我,e,1,0.5678,NA,NA,NA,NA,9,自我,NA
虚伪,i,1,0.6742,NA,NA,NA,NA,9,消极,NA
刻薄,i,1,0.6795,NA,NA,NA,NA,9,消极,NA
细腻,e,1,0.5908,NA,NA,NA,NA,9,积极,NA
卑鄙,i,1,1.1081,NA,NA,NA,NA,9,消极,NA
他,i,0,0.6548,NA,NA,NA,NA,9,他人,NA
他的,i,0,0.404,NA,NA,NA,NA,9,他人,NA
活泼,e,1,0.7062,NA,NA,NA,NA,9,积极,NA
自卑,i,1,0.7508,NA,NA,NA,NA,9,消极,NA
自私,i,1,0.5684,NA,NA,NA,NA,9,消极,NA
固执,i,1,0.6874,NA,NA,NA,NA,9,消极,NA
冷静,e,0,0.5843,NA,NA,NA,NA,9,积极,NA
自己,e,1,0.4544,NA,NA,NA,NA,9,自我,NA
崇高,e,1,1.1731,NA,NA,NA,NA,9,积极,NA
他们,i,1,0.773,NA,NA,NA,NA,9,他人,NA
我,e,1,0.5216,NA,NA,NA,NA,9,自我,NA
我们,e,1,0.4696,NA,NA,NA,NA,9,自我,NA
勤奋,e,1,0.836,NA,NA,NA,NA,9,积极,NA
他的,i,1,0.6175,NA,NA,NA,NA,9,他人,NA
正直,e,1,0.7082,NA,NA,NA,NA,9,积极,NA
散漫,i,1,0.6998,NA,NA,NA,NA,9,消极,NA
他们,i,0,NA,NA,NA,NA,NA,9,他人,NA
自己,e,1,0.5335,NA,NA,NA,NA,9,自我,NA
鲁莽,i,1,0.6432,NA,NA,NA,NA,9,消极,NA
俺,e,1,0.5851,NA,NA,NA,NA,9,自我,NA
我,e,1,0.6389,NA,NA,NA,NA,9,自我,NA
暴躁,i,1,0.6685,NA,NA,NA,NA,9,消极,NA
认真,e,1,0.6537,NA,NA,NA,NA,9,积极,NA
他人,i,1,1.0566,NA,NA,NA,NA,9,他人,NA
野蛮,i,1,0.6774,NA,NA,NA,NA,9,消极,NA
