"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"我们","e",1,0.4077,"","",NA,NA,12
"冷静","e",1,0.6828,"","",NA,NA,12
"勇敢","e",1,0.4526,"","",NA,NA,12
"刻薄","i",1,0.5389,"","",NA,NA,12
"他们","i",1,0.5049,"","",NA,NA,12
"固执","i",1,0.5347,"","",NA,NA,12
"俺","e",1,0.4403,"","",NA,NA,12
"他们","i",1,0.562,"","",NA,NA,12
"其他","i",1,0.5605,"","",NA,NA,12
"他","i",1,0.4897,"","",NA,NA,12
"虚伪","i",1,0.5162,"","",NA,NA,12
"他的","i",1,0.5354,"","",NA,NA,12
"俺","e",1,0.4822,"","",NA,NA,12
"自己","e",1,0.4224,"","",NA,NA,12
"卑鄙","i",1,0.4666,"","",NA,NA,12
"活泼","e",1,0.6503,"","",NA,NA,12
"我的","e",1,0.3626,"","",NA,NA,12
"我","e",1,0.376,"","",NA,NA,12
"崇高","e",1,0.5104,"","",NA,NA,12
"他","i",0,0.3349,"","",NA,NA,12
"野蛮","i",1,0.5703,"","",NA,NA,12
"猖狂","i",1,0.4585,"","",NA,NA,12
"乐观","e",1,0.5264,"","",NA,NA,12
"他人","i",1,0.5594,"","",NA,NA,12
"他","i",1,0.4924,"","",NA,NA,12
"自己","e",1,0.4545,"","",NA,NA,12
"其他","i",1,0.5331,"","",NA,NA,12
"下贱","i",1,0.5605,"","",NA,NA,12
"俺","e",1,0.5349,"","",NA,NA,12
"愚蠢","i",1,0.4658,"","",NA,NA,12
"消极","i",1,0.5695,"","",NA,NA,12
"勤奋","e",1,0.5338,"","",NA,NA,12
"执拗","i",1,0.4845,"","",NA,NA,12
"优秀","e",1,0.4812,"","",NA,NA,12
"鲁莽","i",1,0.7008,"","",NA,NA,12
"暴躁","i",1,0.6312,"","",NA,NA,12
"热情","e",1,0.5196,"","",NA,NA,12
"凶狠","i",1,0.6435,"","",NA,NA,12
"我","e",1,0.7037,"","",NA,NA,12
"他的","i",1,0.5904,"","",NA,NA,12
"正直","e",1,0.5034,"","",NA,NA,12
"自己","e",1,0.7501,"","",NA,NA,12
"悲观","i",1,0.5594,"","",NA,NA,12
"稳重","e",1,0.5096,"","",NA,NA,12
"自私","i",1,0.5936,"","",NA,NA,12
"细腻","e",1,0.7877,"","",NA,NA,12
"我的","e",1,0.3896,"","",NA,NA,12
"他的","i",1,0.5121,"","",NA,NA,12
"其他","i",1,0.5504,"","",NA,NA,12
"我们","e",1,0.4754,"","",NA,NA,12
"他们","i",1,0.5596,"","",NA,NA,12
"无私","e",1,0.6989,"","",NA,NA,12
"杰出","e",1,0.4932,"","",NA,NA,12
"他的","i",1,0.5313,"","",NA,NA,12
"其他","i",1,0.517,"","",NA,NA,12
"俺","e",1,0.4772,"","",NA,NA,12
"他人","i",1,0.6798,"","",NA,NA,12
"傲慢","i",1,0.6065,"","",NA,NA,12
"他人","i",1,0.581,"","",NA,NA,12
"我们","e",1,0.4818,"","",NA,NA,12
"我","e",1,0.4952,"","",NA,NA,12
"机智","e",1,0.5559,"","",NA,NA,12
"诚恳","e",1,0.5828,"","",NA,NA,12
"他人","i",1,0.7871,"","",NA,NA,12
"他","i",0,0.4732,"","",NA,NA,12
"聪明","e",1,0.5369,"","",NA,NA,12
"我的","e",1,0.4867,"","",NA,NA,12
"散漫","i",1,0.5145,"","",NA,NA,12
"我","e",1,0.508,"","",NA,NA,12
"他们","i",1,0.6775,"","",NA,NA,12
"冒失","i",1,0.5873,"","",NA,NA,12
"我的","e",1,0.5778,"","",NA,NA,12
"轻率","i",1,0.6309,"","",NA,NA,12
"朴实","e",1,0.5147,"","",NA,NA,12
"自卑","i",1,0.4811,"","",NA,NA,12
"认真","e",1,0.7581,"","",NA,NA,12
"自己","e",0,0.561,"","",NA,NA,12
"诚实","e",1,0.4923,"","",NA,NA,12
"公正","e",1,0.4321,"","",NA,NA,12
"我们","e",1,0.4799,"","",NA,NA,12
"机智","e",1,0.4407,"","",NA,NA,12
"他人","i",1,0.4493,"","",NA,NA,12
"杰出","e",1,0.4989,"","",NA,NA,12
"野蛮","i",1,0.5823,"","",NA,NA,12
"我的","e",1,0.4042,"","",NA,NA,12
"活泼","e",1,0.4954,"","",NA,NA,12
"他的","i",1,0.4888,"","",NA,NA,12
"优秀","e",1,0.3928,"","",NA,NA,12
"俺","e",1,0.4364,"","",NA,NA,12
"我们","e",1,0.3476,"","",NA,NA,12
"聪明","e",1,0.4142,"","",NA,NA,12
"他们","i",0,0.4317,"","",NA,NA,12
"公正","e",1,0.4473,"","",NA,NA,12
"自己","e",1,0.4744,"","",NA,NA,12
"下贱","i",1,0.4423,"","",NA,NA,12
"俺","e",1,0.4598,"","",NA,NA,12
"崇高","e",1,0.4153,"","",NA,NA,12
"勇敢","e",1,0.4257,"","",NA,NA,12
"其他","i",0,0.3292,"","",NA,NA,12
"冒失","i",1,0.5425,"","",NA,NA,12
"他","i",1,0.5886,"","",NA,NA,12
"执拗","i",1,0.6243,"","",NA,NA,12
"他","i",1,0.5155,"","",NA,NA,12
"我的","e",1,0.4868,"","",NA,NA,12
"他的","i",1,0.4554,"","",NA,NA,12
"固执","i",1,0.5372,"","",NA,NA,12
"稳重","e",0,0.8007,"","",NA,NA,12
"热情","e",1,0.505,"","",NA,NA,12
"消极","i",1,0.5408,"","",NA,NA,12
"我们","e",1,0.551,"","",NA,NA,12
"诚恳","e",0,NA,"","",NA,NA,12
"卑鄙","i",0,NA,"","",NA,NA,12
"我的","e",1,0.4935,"","",NA,NA,12
"他的","i",1,1.0169,"","",NA,NA,12
"他的","i",1,0.7554,"","",NA,NA,12
"凶狠","i",1,0.7205,"","",NA,NA,12
"轻率","i",1,0.8222,"","",NA,NA,12
"其他","i",1,0.5114,"","",NA,NA,12
"诚实","e",1,0.7276,"","",NA,NA,12
"我的","e",1,1.0395,"","",NA,NA,12
"他们","i",1,0.5008,"","",NA,NA,12
"他人","i",1,1.0151,"","",NA,NA,12
"他人","i",1,0.5326,"","",NA,NA,12
"傲慢","i",1,0.6453,"","",NA,NA,12
"他人","i",1,0.4412,"","",NA,NA,12
"刻薄","i",1,0.5617,"","",NA,NA,12
"猖狂","i",1,0.5351,"","",NA,NA,12
"无私","e",0,0.4914,"","",NA,NA,12
"鲁莽","i",1,0.5614,"","",NA,NA,12
"俺","e",1,0.4601,"","",NA,NA,12
"他","i",1,0.4121,"","",NA,NA,12
"虚伪","i",1,0.4883,"","",NA,NA,12
"自私","i",1,0.4382,"","",NA,NA,12
"我","e",1,0.4978,"","",NA,NA,12
"我","e",1,0.4303,"","",NA,NA,12
"细腻","e",0,0.4394,"","",NA,NA,12
"我","e",1,0.4019,"","",NA,NA,12
"其他","i",1,0.5047,"","",NA,NA,12
"他们","i",1,0.5097,"","",NA,NA,12
"认真","e",1,0.4375,"","",NA,NA,12
"我们","e",1,0.3947,"","",NA,NA,12
"正直","e",1,0.4113,"","",NA,NA,12
"悲观","i",1,0.5365,"","",NA,NA,12
"我们","e",1,0.4643,"","",NA,NA,12
"他","i",1,0.4811,"","",NA,NA,12
"其他","i",1,0.4737,"","",NA,NA,12
"我","e",1,0.4399,"","",NA,NA,12
"俺","e",1,0.4782,"","",NA,NA,12
"乐观","e",1,0.4945,"","",NA,NA,12
"自己","e",1,0.5276,"","",NA,NA,12
"愚蠢","i",1,0.4456,"","",NA,NA,12
"自己","e",1,0.6168,"","",NA,NA,12
"冷静","e",0,0.5232,"","",NA,NA,12
"自卑","i",1,0.544,"","",NA,NA,12
"散漫","i",1,0.5295,"","",NA,NA,12
"自己","e",1,0.5586,"","",NA,NA,12
"勤奋","e",1,0.5808,"","",NA,NA,12
"朴实","e",1,0.5636,"","",NA,NA,12
"暴躁","i",1,0.6283,"","",NA,NA,12
"他们","i",1,0.7517,"","",NA,NA,12
"俺","e",1,0.4415,"","",NA,NA,12
"他的","i",1,0.5154,"","",NA,NA,12
"勤奋","e",1,0.7044,"","",NA,NA,12
"机智","e",1,0.7479,"","",NA,NA,12
"野蛮","i",1,0.5882,"","",NA,NA,12
"消极","i",0,0.7738,"","",NA,NA,12
"稳重","e",1,0.525,"","",NA,NA,12
"他人","i",1,0.4956,"","",NA,NA,12
"凶狠","i",1,0.7767,"","",NA,NA,12
"聪明","e",1,0.5133,"","",NA,NA,12
"自私","i",1,0.5291,"","",NA,NA,12
"细腻","e",1,0.4861,"","",NA,NA,12
"活泼","e",1,0.5826,"","",NA,NA,12
"我的","e",1,0.4773,"","",NA,NA,12
"我","e",1,0.3911,"","",NA,NA,12
"我们","e",1,0.3814,"","",NA,NA,12
"自卑","i",1,0.6775,"","",NA,NA,12
"无私","e",1,0.6055,"","",NA,NA,12
"猖狂","i",1,0.5498,"","",NA,NA,12
"我的","e",1,0.4656,"","",NA,NA,12
"愚蠢","i",1,0.5089,"","",NA,NA,12
"他的","i",1,0.6378,"","",NA,NA,12
"傲慢","i",1,0.4518,"","",NA,NA,12
"轻率","i",1,0.6315,"","",NA,NA,12
"其他","i",1,0.418,"","",NA,NA,12
"诚实","e",1,0.5655,"","",NA,NA,12
"俺","e",1,0.4759,"","",NA,NA,12
"我们","e",1,0.3972,"","",NA,NA,12
"自己","e",1,0.5725,"","",NA,NA,12
"其他","i",1,0.4967,"","",NA,NA,12
"他们","i",0,0.5297,"","",NA,NA,12
"他人","i",1,0.4885,"","",NA,NA,12
"自己","e",1,0.5175,"","",NA,NA,12
"朴实","e",1,0.5111,"","",NA,NA,12
"他","i",1,0.4597,"","",NA,NA,12
"其他","i",1,0.4873,"","",NA,NA,12
"他人","i",1,0.6063,"","",NA,NA,12
"俺","e",1,0.534,"","",NA,NA,12
"他","i",1,0.44,"","",NA,NA,12
"崇高","e",1,0.6087,"","",NA,NA,12
"我的","e",1,0.5448,"","",NA,NA,12
"认真","e",1,0.5304,"","",NA,NA,12
"他们","i",1,0.4659,"","",NA,NA,12
"执拗","i",1,0.7404,"","",NA,NA,12
"热情","e",1,0.4474,"","",NA,NA,12
"散漫","i",1,0.4826,"","",NA,NA,12
"公正","e",1,0.4979,"","",NA,NA,12
"我的","e",1,0.3895,"","",NA,NA,12
"暴躁","i",1,0.4891,"","",NA,NA,12
"俺","e",1,0.6921,"","",NA,NA,12
"杰出","e",1,0.4378,"","",NA,NA,12
"他们","i",0,0.3904,"","",NA,NA,12
"卑鄙","i",1,0.4877,"","",NA,NA,12
"我们","e",1,0.4668,"","",NA,NA,12
"我","e",1,0.395,"","",NA,NA,12
"固执","i",1,0.5824,"","",NA,NA,12
"鲁莽","i",1,0.5298,"","",NA,NA,12
"诚恳","e",1,0.5546,"","",NA,NA,12
"我","e",1,0.515,"","",NA,NA,12
"他的","i",1,0.5319,"","",NA,NA,12
"勇敢","e",1,0.5835,"","",NA,NA,12
"下贱","i",1,0.5614,"","",NA,NA,12
"他人","i",1,0.4107,"","",NA,NA,12
"他们","i",1,0.4176,"","",NA,NA,12
"其他","i",1,0.4523,"","",NA,NA,12
"自己","e",1,0.4534,"","",NA,NA,12
"正直","e",1,0.5331,"","",NA,NA,12
