Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
我们,e,1,0.8308,NA,NA,NA,NA,52,自我,NA
下贱,i,1,0.5318,NA,NA,NA,NA,52,消极,NA
正直,e,1,0.6269,NA,NA,NA,NA,52,积极,NA
轻率,i,1,0.5827,NA,NA,NA,NA,52,消极,NA
他们,i,1,0.3916,NA,NA,NA,NA,52,他人,NA
我,e,1,0.468,NA,NA,NA,NA,52,自我,NA
俺,e,1,0.5657,NA,NA,NA,NA,52,自我,NA
散漫,i,0,0.7335,NA,NA,NA,NA,52,消极,NA
刻薄,i,1,0.5767,NA,NA,NA,NA,52,消极,NA
我们,e,1,0.4682,NA,NA,NA,NA,52,自我,NA
热情,e,1,0.6047,NA,NA,NA,NA,52,积极,NA
优秀,e,1,0.4818,NA,NA,NA,NA,52,积极,NA
暴躁,i,1,0.4731,NA,NA,NA,NA,52,消极,NA
傲慢,i,1,0.6571,NA,NA,NA,NA,52,消极,NA
消极,i,1,0.4679,NA,NA,NA,NA,52,消极,NA
其他,i,1,0.6399,NA,NA,NA,NA,52,他人,NA
稳重,e,1,0.6275,NA,NA,NA,NA,52,积极,NA
我的,e,1,0.5064,NA,NA,NA,NA,52,自我,NA
崇高,e,1,0.489,NA,NA,NA,NA,52,积极,NA
猖狂,i,1,0.4041,NA,NA,NA,NA,52,消极,NA
他人,i,1,0.534,NA,NA,NA,NA,52,他人,NA
他的,i,1,0.5991,NA,NA,NA,NA,52,他人,NA
诚恳,e,1,0.5705,NA,NA,NA,NA,52,积极,NA
他的,i,1,0.5328,NA,NA,NA,NA,52,他人,NA
其他,i,1,0.5381,NA,NA,NA,NA,52,他人,NA
他,i,1,0.4654,NA,NA,NA,NA,52,他人,NA
俺,e,1,0.725,NA,NA,NA,NA,52,自我,NA
其他,i,1,0.7035,NA,NA,NA,NA,52,他人,NA
虚伪,i,1,0.6403,NA,NA,NA,NA,52,消极,NA
他的,i,1,0.6896,NA,NA,NA,NA,52,他人,NA
杰出,e,1,0.5598,NA,NA,NA,NA,52,积极,NA
认真,e,1,0.488,NA,NA,NA,NA,52,积极,NA
俺,e,0,0.64,NA,NA,NA,NA,52,自我,NA
我,e,1,0.5,NA,NA,NA,NA,52,自我,NA
卑鄙,i,1,0.5279,NA,NA,NA,NA,52,消极,NA
自己,e,1,0.6222,NA,NA,NA,NA,52,自我,NA
俺,e,1,0.4651,NA,NA,NA,NA,52,自我,NA
他们,i,1,0.5408,NA,NA,NA,NA,52,他人,NA
他人,i,1,0.4834,NA,NA,NA,NA,52,他人,NA
自私,i,1,0.4175,NA,NA,NA,NA,52,消极,NA
勇敢,e,1,0.4659,NA,NA,NA,NA,52,积极,NA
勤奋,e,1,0.3841,NA,NA,NA,NA,52,积极,NA
他人,i,1,0.3887,NA,NA,NA,NA,52,他人,NA
活泼,e,1,0.6284,NA,NA,NA,NA,52,积极,NA
其他,i,1,0.5656,NA,NA,NA,NA,52,他人,NA
公正,e,1,0.5218,NA,NA,NA,NA,52,积极,NA
乐观,e,1,0.5415,NA,NA,NA,NA,52,积极,NA
我的,e,1,0.6716,NA,NA,NA,NA,52,自我,NA
执拗,i,1,0.5158,NA,NA,NA,NA,52,消极,NA
我们,e,1,0.4487,NA,NA,NA,NA,52,自我,NA
聪明,e,1,0.6566,NA,NA,NA,NA,52,积极,NA
自己,e,1,0.6046,NA,NA,NA,NA,52,自我,NA
固执,i,1,0.6613,NA,NA,NA,NA,52,消极,NA
我的,e,1,0.6696,NA,NA,NA,NA,52,自我,NA
他人,i,1,0.4392,NA,NA,NA,NA,52,他人,NA
机智,e,1,0.6146,NA,NA,NA,NA,52,积极,NA
细腻,e,1,0.6471,NA,NA,NA,NA,52,积极,NA
我的,e,1,0.4064,NA,NA,NA,NA,52,自我,NA
我,e,1,0.5281,NA,NA,NA,NA,52,自我,NA
