Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
其他,i,1,1.0568,NA,NA,NA,NA,20,他人,NA
他人,i,1,0.4979,NA,NA,NA,NA,20,他人,NA
消极,i,1,0.4988,NA,NA,NA,NA,20,消极,NA
俺,e,1,0.8726,NA,NA,NA,NA,20,自我,NA
他人,i,1,0.5126,NA,NA,NA,NA,20,他人,NA
我,e,1,0.3837,NA,NA,NA,NA,20,自我,NA
杰出,e,1,0.7338,NA,NA,NA,NA,20,积极,NA
乐观,e,1,0.4291,NA,NA,NA,NA,20,积极,NA
自己,e,1,0.5355,NA,NA,NA,NA,20,自我,NA
俺,e,1,0.493,NA,NA,NA,NA,20,自我,NA
聪明,e,1,0.4288,NA,NA,NA,NA,20,积极,NA
正直,e,1,0.4438,NA,NA,NA,NA,20,积极,NA
我们,e,1,0.3821,NA,NA,NA,NA,20,自我,NA
自私,i,1,0.521,NA,NA,NA,NA,20,消极,NA
他,i,0,0.5348,NA,NA,NA,NA,20,他人,NA
我的,e,1,0.5,NA,NA,NA,NA,20,自我,NA
其他,i,1,0.5268,NA,NA,NA,NA,20,他人,NA
虚伪,i,1,0.521,NA,NA,NA,NA,20,消极,NA
其他,i,1,0.4601,NA,NA,NA,NA,20,他人,NA
冒失,i,1,0.4864,NA,NA,NA,NA,20,消极,NA
自己,e,1,0.4654,NA,NA,NA,NA,20,自我,NA
野蛮,i,1,0.514,NA,NA,NA,NA,20,消极,NA
细腻,e,1,0.6596,NA,NA,NA,NA,20,积极,NA
下贱,i,1,0.4675,NA,NA,NA,NA,20,消极,NA
傲慢,i,1,0.6411,NA,NA,NA,NA,20,消极,NA
他的,i,0,0.4809,NA,NA,NA,NA,20,他人,NA
诚恳,e,1,0.5069,NA,NA,NA,NA,20,积极,NA
他人,i,1,0.7502,NA,NA,NA,NA,20,他人,NA
我的,e,1,0.5234,NA,NA,NA,NA,20,自我,NA
他们,i,1,0.5851,NA,NA,NA,NA,20,他人,NA
执拗,i,1,0.6112,NA,NA,NA,NA,20,消极,NA
悲观,i,1,0.7847,NA,NA,NA,NA,20,消极,NA
自己,e,1,0.6874,NA,NA,NA,NA,20,自我,NA
认真,e,1,0.5716,NA,NA,NA,NA,20,积极,NA
热情,e,1,0.5279,NA,NA,NA,NA,20,积极,NA
我,e,1,0.4237,NA,NA,NA,NA,20,自我,NA
他,i,0,0.4183,NA,NA,NA,NA,20,他人,NA
勇敢,e,1,0.5765,NA,NA,NA,NA,20,积极,NA
他,i,1,0.5555,NA,NA,NA,NA,20,他人,NA
愚蠢,i,1,0.5196,NA,NA,NA,NA,20,消极,NA
公正,e,1,0.5442,NA,NA,NA,NA,20,积极,NA
他的,i,1,0.4376,NA,NA,NA,NA,20,他人,NA
其他,i,1,0.4653,NA,NA,NA,NA,20,他人,NA
我的,e,1,0.4446,NA,NA,NA,NA,20,自我,NA
我们,e,1,0.5267,NA,NA,NA,NA,20,自我,NA
他,i,1,0.5904,NA,NA,NA,NA,20,他人,NA
他人,i,1,0.4445,NA,NA,NA,NA,20,他人,NA
机智,e,1,0.5488,NA,NA,NA,NA,20,积极,NA
自己,e,1,0.4589,NA,NA,NA,NA,20,自我,NA
崇高,e,1,0.8402,NA,NA,NA,NA,20,积极,NA
我的,e,1,0.4171,NA,NA,NA,NA,20,自我,NA
他的,i,1,0.5692,NA,NA,NA,NA,20,他人,NA
他们,i,0,0.4323,NA,NA,NA,NA,20,他人,NA
我,e,1,0.4659,NA,NA,NA,NA,20,自我,NA
自卑,i,1,0.4999,NA,NA,NA,NA,20,消极,NA
冷静,e,1,0.6319,NA,NA,NA,NA,20,积极,NA
我们,e,1,0.4513,NA,NA,NA,NA,20,自我,NA
稳重,e,1,0.4306,NA,NA,NA,NA,20,积极,NA
卑鄙,i,1,0.551,NA,NA,NA,NA,20,消极,NA
散漫,i,1,0.6612,NA,NA,NA,NA,20,消极,NA
固执,i,1,0.5009,NA,NA,NA,NA,20,消极,NA
他们,i,1,0.5487,NA,NA,NA,NA,20,他人,NA
俺,e,0,0.4446,NA,NA,NA,NA,20,自我,NA
朴实,e,1,0.6875,NA,NA,NA,NA,20,积极,NA
他的,i,1,0.6033,NA,NA,NA,NA,20,他人,NA
猖狂,i,1,0.5766,NA,NA,NA,NA,20,消极,NA
刻薄,i,1,0.6807,NA,NA,NA,NA,20,消极,NA
无私,e,0,0.5167,NA,NA,NA,NA,20,积极,NA
我们,e,1,0.6319,NA,NA,NA,NA,20,自我,NA
他们,i,1,0.4931,NA,NA,NA,NA,20,他人,NA
勤奋,e,1,0.5478,NA,NA,NA,NA,20,积极,NA
诚实,e,1,0.4653,NA,NA,NA,NA,20,积极,NA
优秀,e,1,0.4933,NA,NA,NA,NA,20,积极,NA
凶狠,i,1,0.6529,NA,NA,NA,NA,20,消极,NA
我,e,1,0.5904,NA,NA,NA,NA,20,自我,NA
俺,e,1,0.632,NA,NA,NA,NA,20,自我,NA
暴躁,i,1,0.5974,NA,NA,NA,NA,20,消极,NA
鲁莽,i,1,0.6044,NA,NA,NA,NA,20,消极,NA
轻率,i,0,1.0139,NA,NA,NA,NA,20,消极,NA
活泼,e,1,0.7151,NA,NA,NA,NA,20,积极,NA
乐观,e,1,0.4715,NA,NA,NA,NA,20,积极,NA
其他,i,1,0.4979,NA,NA,NA,NA,20,他人,NA
我,e,1,0.4029,NA,NA,NA,NA,20,自我,NA
他们,i,1,0.6088,NA,NA,NA,NA,20,他人,NA
卑鄙,i,1,0.6702,NA,NA,NA,NA,20,消极,NA
我,e,1,0.4425,NA,NA,NA,NA,20,自我,NA
自卑,i,1,0.5322,NA,NA,NA,NA,20,消极,NA
我,e,1,0.5394,NA,NA,NA,NA,20,自我,NA
崇高,e,1,0.6461,NA,NA,NA,NA,20,积极,NA
稳重,e,1,0.5297,NA,NA,NA,NA,20,积极,NA
悲观,i,1,0.5461,NA,NA,NA,NA,20,消极,NA
下贱,i,1,0.4698,NA,NA,NA,NA,20,消极,NA
活泼,e,1,0.5304,NA,NA,NA,NA,20,积极,NA
他的,i,1,0.5749,NA,NA,NA,NA,20,他人,NA
野蛮,i,1,0.5124,NA,NA,NA,NA,20,消极,NA
他人,i,1,0.4598,NA,NA,NA,NA,20,他人,NA
杰出,e,1,0.5207,NA,NA,NA,NA,20,积极,NA
俺,e,1,0.6226,NA,NA,NA,NA,20,自我,NA
固执,i,1,0.4903,NA,NA,NA,NA,20,消极,NA
勤奋,e,1,0.4654,NA,NA,NA,NA,20,积极,NA
愚蠢,i,1,0.509,NA,NA,NA,NA,20,消极,NA
我,e,1,0.4127,NA,NA,NA,NA,20,自我,NA
他,i,1,0.5277,NA,NA,NA,NA,20,他人,NA
