Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
我,e,1,0.5358,NA,NA,NA,NA,18,自我,NA
其他,i,1,0.7343,NA,NA,NA,NA,18,他人,NA
我们,e,1,0.6839,NA,NA,NA,NA,18,自我,NA
活泼,e,1,0.6034,NA,NA,NA,NA,18,积极,NA
自己,e,1,0.5444,NA,NA,NA,NA,18,自我,NA
其他,i,1,0.6507,NA,NA,NA,NA,18,他人,NA
他人,i,1,0.636,NA,NA,NA,NA,18,他人,NA
傲慢,i,1,0.8069,NA,NA,NA,NA,18,消极,NA
暴躁,i,1,0.6168,NA,NA,NA,NA,18,消极,NA
下贱,i,1,0.5432,NA,NA,NA,NA,18,消极,NA
无私,e,0,0.6838,NA,NA,NA,NA,18,积极,NA
虚伪,i,1,0.6263,NA,NA,NA,NA,18,消极,NA
执拗,i,1,0.6045,NA,NA,NA,NA,18,消极,NA
鲁莽,i,1,0.6718,NA,NA,NA,NA,18,消极,NA
俺,e,1,0.8339,NA,NA,NA,NA,18,自我,NA
勤奋,e,1,0.5849,NA,NA,NA,NA,18,积极,NA
轻率,i,1,0.6572,NA,NA,NA,NA,18,消极,NA
凶狠,i,1,0.599,NA,NA,NA,NA,18,消极,NA
我们,e,1,0.8341,NA,NA,NA,NA,18,自我,NA
野蛮,i,1,0.5551,NA,NA,NA,NA,18,消极,NA
细腻,e,0,0.5755,NA,NA,NA,NA,18,积极,NA
卑鄙,i,1,0.6324,NA,NA,NA,NA,18,消极,NA
自己,e,1,0.582,NA,NA,NA,NA,18,自我,NA
冷静,e,1,0.8174,NA,NA,NA,NA,18,积极,NA
冒失,i,1,0.6814,NA,NA,NA,NA,18,消极,NA
他,i,0,0.6847,NA,NA,NA,NA,18,他人,NA
自卑,i,1,0.632,NA,NA,NA,NA,18,消极,NA
自己,e,1,0.6654,NA,NA,NA,NA,18,自我,NA
他,i,1,0.6841,NA,NA,NA,NA,18,他人,NA
他的,i,1,0.584,NA,NA,NA,NA,18,他人,NA
勇敢,e,1,0.5885,NA,NA,NA,NA,18,积极,NA
乐观,e,1,0.7014,NA,NA,NA,NA,18,积极,NA
杰出,e,1,0.6846,NA,NA,NA,NA,18,积极,NA
他们,i,1,0.817,NA,NA,NA,NA,18,他人,NA
我的,e,1,0.6351,NA,NA,NA,NA,18,自我,NA
他的,i,1,0.7483,NA,NA,NA,NA,18,他人,NA
他的,i,1,0.5425,NA,NA,NA,NA,18,他人,NA
我们,e,1,0.5045,NA,NA,NA,NA,18,自我,NA
我,e,1,0.5396,NA,NA,NA,NA,18,自我,NA
消极,i,1,0.6062,NA,NA,NA,NA,18,消极,NA
机智,e,1,0.7002,NA,NA,NA,NA,18,积极,NA
我们,e,1,0.5332,NA,NA,NA,NA,18,自我,NA
自私,i,1,0.7546,NA,NA,NA,NA,18,消极,NA
猖狂,i,1,0.7114,NA,NA,NA,NA,18,消极,NA
俺,e,1,0.5902,NA,NA,NA,NA,18,自我,NA
热情,e,1,0.7342,NA,NA,NA,NA,18,积极,NA
他们,i,1,0.7254,NA,NA,NA,NA,18,他人,NA
固执,i,1,1.0251,NA,NA,NA,NA,18,消极,NA
自己,e,1,0.6151,NA,NA,NA,NA,18,自我,NA
正直,e,1,0.5838,NA,NA,NA,NA,18,积极,NA
崇高,e,1,0.6455,NA,NA,NA,NA,18,积极,NA
我的,e,1,0.5513,NA,NA,NA,NA,18,自我,NA
朴实,e,1,0.8388,NA,NA,NA,NA,18,积极,NA
俺,e,1,0.8673,NA,NA,NA,NA,18,自我,NA
愚蠢,i,1,0.5811,NA,NA,NA,NA,18,消极,NA
他人,i,1,0.944,NA,NA,NA,NA,18,他人,NA
刻薄,i,1,0.6541,NA,NA,NA,NA,18,消极,NA
他们,i,1,0.5763,NA,NA,NA,NA,18,他人,NA
诚恳,e,1,0.7813,NA,NA,NA,NA,18,积极,NA
聪明,e,1,0.579,NA,NA,NA,NA,18,积极,NA
俺,e,1,0.6374,NA,NA,NA,NA,18,自我,NA
他,i,1,0.5659,NA,NA,NA,NA,18,他人,NA
优秀,e,1,0.4695,NA,NA,NA,NA,18,积极,NA
他人,i,1,0.8077,NA,NA,NA,NA,18,他人,NA
他,i,1,0.5186,NA,NA,NA,NA,18,他人,NA
其他,i,1,0.6158,NA,NA,NA,NA,18,他人,NA
诚实,e,1,0.621,NA,NA,NA,NA,18,积极,NA
稳重,e,1,0.7155,NA,NA,NA,NA,18,积极,NA
其他,i,1,0.6248,NA,NA,NA,NA,18,他人,NA
散漫,i,1,0.7907,NA,NA,NA,NA,18,消极,NA
他们,i,0,0.6108,NA,NA,NA,NA,18,他人,NA
我,e,1,0.5336,NA,NA,NA,NA,18,自我,NA
公正,e,1,0.7729,NA,NA,NA,NA,18,积极,NA
我的,e,1,0.6086,NA,NA,NA,NA,18,自我,NA
我的,e,1,0.5062,NA,NA,NA,NA,18,自我,NA
他人,i,0,0.6858,NA,NA,NA,NA,18,他人,NA
我,e,1,0.5491,NA,NA,NA,NA,18,自我,NA
他的,i,1,0.7571,NA,NA,NA,NA,18,他人,NA
悲观,i,1,0.6832,NA,NA,NA,NA,18,消极,NA
认真,e,1,0.6559,NA,NA,NA,NA,18,积极,NA
无私,e,0,0.5603,NA,NA,NA,NA,18,积极,NA
稳重,e,1,0.6239,NA,NA,NA,NA,18,积极,NA
野蛮,i,1,0.5695,NA,NA,NA,NA,18,消极,NA
我们,e,1,0.5798,NA,NA,NA,NA,18,自我,NA
他人,i,1,0.5834,NA,NA,NA,NA,18,他人,NA
