Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
散漫,i,1,0.9763,NA,NA,NA,NA,8,消极,NA
他们,i,1,0.5825,NA,NA,NA,NA,8,他人,NA
我的,e,1,0.4557,NA,NA,NA,NA,8,自我,NA
认真,e,1,0.4806,NA,NA,NA,NA,8,积极,NA
自卑,i,1,0.8157,NA,NA,NA,NA,8,消极,NA
我们,e,1,0.4511,NA,NA,NA,NA,8,自我,NA
自己,e,1,0.5482,NA,NA,NA,NA,8,自我,NA
诚实,e,1,0.7652,NA,NA,NA,NA,8,积极,NA
我,e,1,0.6011,NA,NA,NA,NA,8,自我,NA
他们,i,1,0.9161,NA,NA,NA,NA,8,他人,NA
冷静,e,1,0.5211,NA,NA,NA,NA,8,积极,NA
我们,e,1,0.5688,NA,NA,NA,NA,8,自我,NA
俺,e,1,0.5275,NA,NA,NA,NA,8,自我,NA
稳重,e,1,0.4925,NA,NA,NA,NA,8,积极,NA
鲁莽,i,1,0.4832,NA,NA,NA,NA,8,消极,NA
他的,i,1,0.6668,NA,NA,NA,NA,8,他人,NA
无私,e,1,0.5756,NA,NA,NA,NA,8,积极,NA
活泼,e,1,0.5586,NA,NA,NA,NA,8,积极,NA
细腻,e,1,0.5756,NA,NA,NA,NA,8,积极,NA
固执,i,1,0.6006,NA,NA,NA,NA,8,消极,NA
自己,e,1,0.5671,NA,NA,NA,NA,8,自我,NA
暴躁,i,1,0.7263,NA,NA,NA,NA,8,消极,NA
他人,i,0,0.4786,NA,NA,NA,NA,8,他人,NA
我,e,1,0.5839,NA,NA,NA,NA,8,自我,NA
俺,e,1,0.5418,NA,NA,NA,NA,8,自我,NA
公正,e,1,0.6759,NA,NA,NA,NA,8,积极,NA
卑鄙,i,1,0.6922,NA,NA,NA,NA,8,消极,NA
勤奋,e,1,0.6177,NA,NA,NA,NA,8,积极,NA
优秀,e,1,0.576,NA,NA,NA,NA,8,积极,NA
下贱,i,1,0.5507,NA,NA,NA,NA,8,消极,NA
虚伪,i,1,0.6171,NA,NA,NA,NA,8,消极,NA
消极,i,1,0.5701,NA,NA,NA,NA,8,消极,NA
冒失,i,1,0.7858,NA,NA,NA,NA,8,消极,NA
执拗,i,1,0.5421,NA,NA,NA,NA,8,消极,NA
他人,i,1,0.8169,NA,NA,NA,NA,8,他人,NA
刻薄,i,1,0.6006,NA,NA,NA,NA,8,消极,NA
我们,e,1,0.5041,NA,NA,NA,NA,8,自我,NA
自己,e,1,0.5523,NA,NA,NA,NA,8,自我,NA
我的,e,1,0.5236,NA,NA,NA,NA,8,自我,NA
热情,e,1,1.0072,NA,NA,NA,NA,8,积极,NA
他的,i,1,0.5592,NA,NA,NA,NA,8,他人,NA
乐观,e,1,0.8446,NA,NA,NA,NA,8,积极,NA
其他,i,1,0.6918,NA,NA,NA,NA,8,他人,NA
机智,e,1,0.7501,NA,NA,NA,NA,8,积极,NA
野蛮,i,1,0.5489,NA,NA,NA,NA,8,消极,NA
他,i,1,0.5918,NA,NA,NA,NA,8,他人,NA
我的,e,1,0.494,NA,NA,NA,NA,8,自我,NA
猖狂,i,1,0.542,NA,NA,NA,NA,8,消极,NA
正直,e,1,0.5592,NA,NA,NA,NA,8,积极,NA
我,e,1,0.5764,NA,NA,NA,NA,8,自我,NA
