Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
下贱,i,1,0.877,NA,NA,NA,NA,22,消极,NA
他人,i,1,0.8696,NA,NA,NA,NA,22,他人,NA
我们,e,1,0.5182,NA,NA,NA,NA,22,自我,NA
冷静,e,1,1.1464,NA,NA,NA,NA,22,积极,NA
我们,e,1,0.5,NA,NA,NA,NA,22,自我,NA
我,e,1,0.5528,NA,NA,NA,NA,22,自我,NA
俺,e,1,0.721,NA,NA,NA,NA,22,自我,NA
其他,i,1,0.623,NA,NA,NA,NA,22,他人,NA
他的,i,0,NA,NA,NA,NA,NA,22,他人,NA
活泼,e,1,0.6025,NA,NA,NA,NA,22,积极,NA
凶狠,i,1,0.7694,NA,NA,NA,NA,22,消极,NA
我的,e,1,1.1098,NA,NA,NA,NA,22,自我,NA
冒失,i,1,0.8871,NA,NA,NA,NA,22,消极,NA
猖狂,i,1,0.6255,NA,NA,NA,NA,22,消极,NA
他们,i,1,0.8614,NA,NA,NA,NA,22,他人,NA
细腻,e,1,0.7421,NA,NA,NA,NA,22,积极,NA
我,e,1,0.55,NA,NA,NA,NA,22,自我,NA
我的,e,1,0.5753,NA,NA,NA,NA,22,自我,NA
我的,e,1,0.4761,NA,NA,NA,NA,22,自我,NA
我的,e,1,0.5757,NA,NA,NA,NA,22,自我,NA
我们,e,1,0.5112,NA,NA,NA,NA,22,自我,NA
他人,i,0,NA,NA,NA,NA,NA,22,他人,NA
正直,e,1,0.652,NA,NA,NA,NA,22,积极,NA
傲慢,i,1,0.7771,NA,NA,NA,NA,22,消极,NA
俺,e,1,0.5075,NA,NA,NA,NA,22,自我,NA
无私,e,1,0.6006,NA,NA,NA,NA,22,积极,NA
他们,i,1,1.0518,NA,NA,NA,NA,22,他人,NA
悲观,i,1,0.722,NA,NA,NA,NA,22,消极,NA
朴实,e,1,0.5945,NA,NA,NA,NA,22,积极,NA
我,e,1,0.6262,NA,NA,NA,NA,22,自我,NA
他们,i,1,0.7118,NA,NA,NA,NA,22,他人,NA
其他,i,1,0.7877,NA,NA,NA,NA,22,他人,NA
其他,i,1,0.6921,NA,NA,NA,NA,22,他人,NA
乐观,e,1,0.6597,NA,NA,NA,NA,22,积极,NA
俺,e,1,1.0739,NA,NA,NA,NA,22,自我,NA
他的,i,0,0.492,NA,NA,NA,NA,22,他人,NA
轻率,i,1,0.8349,NA,NA,NA,NA,22,消极,NA
虚伪,i,1,1.4002,NA,NA,NA,NA,22,消极,NA
愚蠢,i,1,1.4115,NA,NA,NA,NA,22,消极,NA
自己,e,1,0.7673,NA,NA,NA,NA,22,自我,NA
他们,i,1,0.6908,NA,NA,NA,NA,22,他人,NA
俺,e,1,0.608,NA,NA,NA,NA,22,自我,NA
他,i,0,0.5815,NA,NA,NA,NA,22,他人,NA
自卑,i,1,0.826,NA,NA,NA,NA,22,消极,NA
机智,e,1,0.7011,NA,NA,NA,NA,22,积极,NA
杰出,e,1,0.7776,NA,NA,NA,NA,22,积极,NA
卑鄙,i,1,0.915,NA,NA,NA,NA,22,消极,NA
认真,e,1,1.06,NA,NA,NA,NA,22,积极,NA
稳重,e,1,1.1817,NA,NA,NA,NA,22,积极,NA
我,e,1,1.4276,NA,NA,NA,NA,22,自我,NA
诚实,e,0,NA,NA,NA,NA,NA,22,积极,NA
勇敢,e,1,0.5731,NA,NA,NA,NA,22,积极,NA
他,i,1,0.6957,NA,NA,NA,NA,22,他人,NA
他人,i,1,0.601,NA,NA,NA,NA,22,他人,NA
他,i,1,0.5017,NA,NA,NA,NA,22,他人,NA
崇高,e,1,0.9783,NA,NA,NA,NA,22,积极,NA
他的,i,1,0.6508,NA,NA,NA,NA,22,他人,NA
执拗,i,1,0.7262,NA,NA,NA,NA,22,消极,NA
自己,e,1,1.3355,NA,NA,NA,NA,22,自我,NA
我们,e,1,1.145,NA,NA,NA,NA,22,自我,NA
热情,e,1,0.5592,NA,NA,NA,NA,22,积极,NA
他人,i,1,0.77,NA,NA,NA,NA,22,他人,NA
散漫,i,1,0.7559,NA,NA,NA,NA,22,消极,NA
野蛮,i,1,1.313,NA,NA,NA,NA,22,消极,NA
勤奋,e,0,NA,NA,NA,NA,NA,22,积极,NA
固执,i,1,0.6678,NA,NA,NA,NA,22,消极,NA
暴躁,i,1,0.6858,NA,NA,NA,NA,22,消极,NA
公正,e,1,0.6576,NA,NA,NA,NA,22,积极,NA
鲁莽,i,1,0.7608,NA,NA,NA,NA,22,消极,NA
其他,i,1,0.9865,NA,NA,NA,NA,22,他人,NA
优秀,e,1,0.561,NA,NA,NA,NA,22,积极,NA
自己,e,1,0.6805,NA,NA,NA,NA,22,自我,NA
聪明,e,1,0.7313,NA,NA,NA,NA,22,积极,NA
刻薄,i,1,0.9253,NA,NA,NA,NA,22,消极,NA
他的,i,0,0.6033,NA,NA,NA,NA,22,他人,NA
自私,i,1,0.9032,NA,NA,NA,NA,22,消极,NA
他,i,1,0.6441,NA,NA,NA,NA,22,他人,NA
消极,i,1,0.6383,NA,NA,NA,NA,22,消极,NA
自己,e,1,1.1059,NA,NA,NA,NA,22,自我,NA
诚恳,e,0,NA,NA,NA,NA,NA,22,积极,NA
自己,e,1,0.9607,NA,NA,NA,NA,22,自我,NA
杰出,e,1,0.4564,NA,NA,NA,NA,22,积极,NA
轻率,i,1,0.9901,NA,NA,NA,NA,22,消极,NA
