Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
自私,i,1,0.6093,NA,NA,NA,NA,7,消极,NA
我,e,1,0.3776,NA,NA,NA,NA,7,自我,NA
固执,i,1,0.5009,NA,NA,NA,NA,7,消极,NA
其他,i,1,0.4696,NA,NA,NA,NA,7,他人,NA
他们,i,1,0.4688,NA,NA,NA,NA,7,他人,NA
我的,e,1,0.4233,NA,NA,NA,NA,7,自我,NA
冷静,e,1,0.4016,NA,NA,NA,NA,7,积极,NA
自己,e,1,0.4383,NA,NA,NA,NA,7,自我,NA
轻率,i,1,0.4349,NA,NA,NA,NA,7,消极,NA
其他,i,1,0.5466,NA,NA,NA,NA,7,他人,NA
我的,e,1,0.4295,NA,NA,NA,NA,7,自我,NA
我,e,1,0.3702,NA,NA,NA,NA,7,自我,NA
愚蠢,i,1,0.4241,NA,NA,NA,NA,7,消极,NA
我,e,1,0.5415,NA,NA,NA,NA,7,自我,NA
勇敢,e,1,0.4742,NA,NA,NA,NA,7,积极,NA
卑鄙,i,1,0.4625,NA,NA,NA,NA,7,消极,NA
他人,i,1,0.5199,NA,NA,NA,NA,7,他人,NA
猖狂,i,1,0.4222,NA,NA,NA,NA,7,消极,NA
他,i,1,0.3232,NA,NA,NA,NA,7,他人,NA
他们,i,1,0.4168,NA,NA,NA,NA,7,他人,NA
俺,e,1,0.5007,NA,NA,NA,NA,7,自我,NA
自己,e,1,0.3866,NA,NA,NA,NA,7,自我,NA
我们,e,1,0.3703,NA,NA,NA,NA,7,自我,NA
诚实,e,1,0.3474,NA,NA,NA,NA,7,积极,NA
他,i,1,0.485,NA,NA,NA,NA,7,他人,NA
正直,e,1,0.4125,NA,NA,NA,NA,7,积极,NA
我们,e,1,0.3679,NA,NA,NA,NA,7,自我,NA
勤奋,e,1,0.6777,NA,NA,NA,NA,7,积极,NA
凶狠,i,1,0.6461,NA,NA,NA,NA,7,消极,NA
俺,e,1,0.5167,NA,NA,NA,NA,7,自我,NA
朴实,e,1,0.5339,NA,NA,NA,NA,7,积极,NA
俺,e,1,0.4601,NA,NA,NA,NA,7,自我,NA
他的,i,1,0.3947,NA,NA,NA,NA,7,他人,NA
他人,i,1,0.3276,NA,NA,NA,NA,7,他人,NA
他,i,1,0.3435,NA,NA,NA,NA,7,他人,NA
我们,e,0,0.3393,NA,NA,NA,NA,7,自我,NA
他的,i,1,0.427,NA,NA,NA,NA,7,他人,NA
无私,e,1,0.501,NA,NA,NA,NA,7,积极,NA
傲慢,i,1,0.4707,NA,NA,NA,NA,7,消极,NA
