Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
我,e,1,0.4479,NA,NA,NA,NA,25,自我,NA
下贱,i,1,1.4625,NA,NA,NA,NA,25,消极,NA
聪明,e,1,0.5623,NA,NA,NA,NA,25,积极,NA
朴实,e,1,0.5339,NA,NA,NA,NA,25,积极,NA
悲观,i,0,0.4873,NA,NA,NA,NA,25,消极,NA
正直,e,1,0.5302,NA,NA,NA,NA,25,积极,NA
执拗,i,1,0.6514,NA,NA,NA,NA,25,消极,NA
活泼,e,1,0.5934,NA,NA,NA,NA,25,积极,NA
他的,i,1,0.4672,NA,NA,NA,NA,25,他人,NA
我们,e,1,1.4285,NA,NA,NA,NA,25,自我,NA
俺,e,1,0.5196,NA,NA,NA,NA,25,自我,NA
俺,e,1,0.5283,NA,NA,NA,NA,25,自我,NA
虚伪,i,1,0.5045,NA,NA,NA,NA,25,消极,NA
我们,e,1,0.4717,NA,NA,NA,NA,25,自我,NA
诚恳,e,1,0.5324,NA,NA,NA,NA,25,积极,NA
他,i,1,0.6014,NA,NA,NA,NA,25,他人,NA
刻薄,i,1,0.6316,NA,NA,NA,NA,25,消极,NA
俺,e,1,0.5807,NA,NA,NA,NA,25,自我,NA
无私,e,0,0.4731,NA,NA,NA,NA,25,积极,NA
勤奋,e,1,0.5132,NA,NA,NA,NA,25,积极,NA
自己,e,1,0.4281,NA,NA,NA,NA,25,自我,NA
自卑,i,1,0.564,NA,NA,NA,NA,25,消极,NA
暴躁,i,1,0.5799,NA,NA,NA,NA,25,消极,NA
其他,i,1,0.6939,NA,NA,NA,NA,25,他人,NA
他人,i,1,0.5863,NA,NA,NA,NA,25,他人,NA
自己,e,1,0.5743,NA,NA,NA,NA,25,自我,NA
卑鄙,i,1,0.6121,NA,NA,NA,NA,25,消极,NA
我们,e,1,0.5319,NA,NA,NA,NA,25,自我,NA
其他,i,1,0.5169,NA,NA,NA,NA,25,他人,NA
他的,i,1,1.2176,NA,NA,NA,NA,25,他人,NA
凶狠,i,1,0.6821,NA,NA,NA,NA,25,消极,NA
我,e,1,0.5785,NA,NA,NA,NA,25,自我,NA
杰出,e,1,0.6172,NA,NA,NA,NA,25,积极,NA
鲁莽,i,1,0.5778,NA,NA,NA,NA,25,消极,NA
俺,e,1,0.5777,NA,NA,NA,NA,25,自我,NA
他的,i,1,0.5619,NA,NA,NA,NA,25,他人,NA
认真,e,1,0.5768,NA,NA,NA,NA,25,积极,NA
我的,e,0,NA,NA,NA,NA,NA,25,自我,NA
自己,e,1,0.5804,NA,NA,NA,NA,25,自我,NA
他人,i,1,0.4681,NA,NA,NA,NA,25,他人,NA
我,e,1,0.4692,NA,NA,NA,NA,25,自我,NA
消极,i,1,0.579,NA,NA,NA,NA,25,消极,NA
猖狂,i,1,0.5117,NA,NA,NA,NA,25,消极,NA
诚实,e,1,0.5861,NA,NA,NA,NA,25,积极,NA
自私,i,1,0.6138,NA,NA,NA,NA,25,消极,NA
他们,i,1,0.5464,NA,NA,NA,NA,25,他人,NA
他们,i,1,0.5523,NA,NA,NA,NA,25,他人,NA
他人,i,1,0.4157,NA,NA,NA,NA,25,他人,NA
