Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
散漫,i,1,0.644,NA,NA,NA,NA,58,消极,NA
他人,i,1,0.404,NA,NA,NA,NA,58,他人,NA
固执,i,1,0.569,NA,NA,NA,NA,58,消极,NA
我的,e,1,0.534,NA,NA,NA,NA,58,自我,NA
我,e,1,0.549,NA,NA,NA,NA,58,自我,NA
乐观,e,1,0.431,NA,NA,NA,NA,58,积极,NA
野蛮,i,1,0.482,NA,NA,NA,NA,58,消极,NA
卑鄙,i,1,0.556,NA,NA,NA,NA,58,消极,NA
聪明,e,1,0.545,NA,NA,NA,NA,58,积极,NA
机智,e,1,0.528,NA,NA,NA,NA,58,积极,NA
他人,i,1,0.529,NA,NA,NA,NA,58,他人,NA
悲观,i,1,0.559,NA,NA,NA,NA,58,消极,NA
优秀,e,1,0.553,NA,NA,NA,NA,58,积极,NA
我们,e,1,0.511,NA,NA,NA,NA,58,自我,NA
愚蠢,i,1,0.492,NA,NA,NA,NA,58,消极,NA
他,i,1,0.365,NA,NA,NA,NA,58,他人,NA
他们,i,1,0.464,NA,NA,NA,NA,58,他人,NA
我,e,1,0.449,NA,NA,NA,NA,58,自我,NA
崇高,e,1,0.48,NA,NA,NA,NA,58,积极,NA
自己,e,1,0.669,NA,NA,NA,NA,58,自我,NA
他们,i,1,0.595,NA,NA,NA,NA,58,他人,NA
冒失,i,1,0.613,NA,NA,NA,NA,58,消极,NA
自私,i,1,0.462,NA,NA,NA,NA,58,消极,NA
其他,i,1,0.55,NA,NA,NA,NA,58,他人,NA
正直,e,1,0.529,NA,NA,NA,NA,58,积极,NA
他们,i,1,0.779,NA,NA,NA,NA,58,他人,NA
勇敢,e,1,0.598,NA,NA,NA,NA,58,积极,NA
我,e,1,0.421,NA,NA,NA,NA,58,自我,NA
他的,i,1,0.542,NA,NA,NA,NA,58,他人,NA
他,i,1,0.453,NA,NA,NA,NA,58,他人,NA
我们,e,1,0.558,NA,NA,NA,NA,58,自我,NA
热情,e,1,0.613,NA,NA,NA,NA,58,积极,NA
他人,i,1,0.481,NA,NA,NA,NA,58,他人,NA
轻率,i,1,0.446,NA,NA,NA,NA,58,消极,NA
我们,e,1,0.482,NA,NA,NA,NA,58,自我,NA
俺,e,1,0.433,NA,NA,NA,NA,58,自我,NA
鲁莽,i,1,0.457,NA,NA,NA,NA,58,消极,NA
我,e,1,0.517,NA,NA,NA,NA,58,自我,NA
凶狠,i,1,0.47,NA,NA,NA,NA,58,消极,NA
执拗,i,1,0.705,NA,NA,NA,NA,58,消极,NA
我的,e,1,0.671,NA,NA,NA,NA,58,自我,NA
他人,i,1,0.424,NA,NA,NA,NA,58,他人,NA
自己,e,1,0.503,NA,NA,NA,NA,58,自我,NA
稳重,e,1,0.536,NA,NA,NA,NA,58,积极,NA
自己,e,1,0.445,NA,NA,NA,NA,58,自我,NA
公正,e,1,0.567,NA,NA,NA,NA,58,积极,NA
他,i,1,0.6,NA,NA,NA,NA,58,他人,NA
俺,e,0,0.433,NA,NA,NA,NA,58,自我,NA
我们,e,1,0.378,NA,NA,NA,NA,58,自我,NA
我的,e,1,0.406,NA,NA,NA,NA,58,自我,NA
杰出,e,1,0.485,NA,NA,NA,NA,58,积极,NA
自卑,i,1,0.552,NA,NA,NA,NA,58,消极,NA
朴实,e,1,0.738,NA,NA,NA,NA,58,积极,NA
无私,e,1,0.79,NA,NA,NA,NA,58,积极,NA
其他,i,1,0.55,NA,NA,NA,NA,58,他人,NA
冷静,e,1,0.577,NA,NA,NA,NA,58,积极,NA
猖狂,i,1,0.57,NA,NA,NA,NA,58,消极,NA
其他,i,1,0.629,NA,NA,NA,NA,58,他人,NA
他,i,1,0.571,NA,NA,NA,NA,58,他人,NA
我的,e,1,0.504,NA,NA,NA,NA,58,自我,NA
自己,e,1,0.442,NA,NA,NA,NA,58,自我,NA
诚恳,e,1,0.455,NA,NA,NA,NA,58,积极,NA
