Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
活泼,e,1,0.6488,NA,NA,NA,NA,6,积极,NA
我的,e,1,0.5779,NA,NA,NA,NA,6,自我,NA
固执,i,1,0.6105,NA,NA,NA,NA,6,消极,NA
聪明,e,1,0.6816,NA,NA,NA,NA,6,积极,NA
他的,i,1,0.7585,NA,NA,NA,NA,6,他人,NA
杰出,e,1,0.5995,NA,NA,NA,NA,6,积极,NA
我们,e,1,0.5796,NA,NA,NA,NA,6,自我,NA
他人,i,1,0.5446,NA,NA,NA,NA,6,他人,NA
他们,i,1,0.5497,NA,NA,NA,NA,6,他人,NA
我们,e,1,0.4842,NA,NA,NA,NA,6,自我,NA
自卑,i,1,0.5991,NA,NA,NA,NA,6,消极,NA
他人,i,1,0.4455,NA,NA,NA,NA,6,他人,NA
其他,i,1,0.6983,NA,NA,NA,NA,6,他人,NA
其他,i,1,0.4011,NA,NA,NA,NA,6,他人,NA
鲁莽,i,1,0.6198,NA,NA,NA,NA,6,消极,NA
诚恳,e,0,0.4519,NA,NA,NA,NA,6,积极,NA
冒失,i,1,0.5303,NA,NA,NA,NA,6,消极,NA
卑鄙,i,1,0.5373,NA,NA,NA,NA,6,消极,NA
俺,e,1,0.7092,NA,NA,NA,NA,6,自我,NA
认真,e,1,0.4621,NA,NA,NA,NA,6,积极,NA
其他,i,1,0.5386,NA,NA,NA,NA,6,他人,NA
轻率,i,1,0.6031,NA,NA,NA,NA,6,消极,NA
冷静,e,1,0.5798,NA,NA,NA,NA,6,积极,NA
我们,e,1,0.5489,NA,NA,NA,NA,6,自我,NA
他的,i,1,0.5104,NA,NA,NA,NA,6,他人,NA
公正,e,1,0.5701,NA,NA,NA,NA,6,积极,NA
乐观,e,1,0.867,NA,NA,NA,NA,6,积极,NA
俺,e,1,0.5284,NA,NA,NA,NA,6,自我,NA
朴实,e,1,0.6622,NA,NA,NA,NA,6,积极,NA
我,e,1,0.4739,NA,NA,NA,NA,6,自我,NA
