Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
诚实,e,1,0.697,NA,NA,NA,NA,91,积极,NA
他的,i,0,0.4265,NA,NA,NA,NA,91,他人,NA
我的,e,1,0.5049,NA,NA,NA,NA,91,自我,NA
野蛮,i,1,0.594,NA,NA,NA,NA,91,消极,NA
他人,i,1,0.4863,NA,NA,NA,NA,91,他人,NA
细腻,e,1,0.6791,NA,NA,NA,NA,91,积极,NA
其他,i,1,0.8251,NA,NA,NA,NA,91,他人,NA
俺,e,1,0.4725,NA,NA,NA,NA,91,自我,NA
自己,e,1,0.4787,NA,NA,NA,NA,91,自我,NA
优秀,e,1,0.5238,NA,NA,NA,NA,91,积极,NA
崇高,e,1,0.7093,NA,NA,NA,NA,91,积极,NA
朴实,e,1,0.71,NA,NA,NA,NA,91,积极,NA
他们,i,1,0.4617,NA,NA,NA,NA,91,他人,NA
我,e,1,1.2124,NA,NA,NA,NA,91,自我,NA
自私,i,1,0.5569,NA,NA,NA,NA,91,消极,NA
我的,e,0,0.5224,NA,NA,NA,NA,91,自我,NA
刻薄,i,1,0.4974,NA,NA,NA,NA,91,消极,NA
他,i,1,0.4614,NA,NA,NA,NA,91,他人,NA
我们,e,1,0.5585,NA,NA,NA,NA,91,自我,NA
自己,e,1,0.3909,NA,NA,NA,NA,91,自我,NA
固执,i,1,1.0428,NA,NA,NA,NA,91,消极,NA
冷静,e,1,0.6301,NA,NA,NA,NA,91,积极,NA
我,e,1,0.6005,NA,NA,NA,NA,91,自我,NA
我们,e,1,0.7295,NA,NA,NA,NA,91,自我,NA
他们,i,1,0.4914,NA,NA,NA,NA,91,他人,NA
俺,e,1,0.4433,NA,NA,NA,NA,91,自我,NA
无私,e,1,0.583,NA,NA,NA,NA,91,积极,NA
他,i,1,0.5093,NA,NA,NA,NA,91,他人,NA
他的,i,1,0.4973,NA,NA,NA,NA,91,他人,NA
猖狂,i,1,0.5303,NA,NA,NA,NA,91,消极,NA
散漫,i,1,0.5215,NA,NA,NA,NA,91,消极,NA
鲁莽,i,1,0.5074,NA,NA,NA,NA,91,消极,NA
虚伪,i,1,0.3877,NA,NA,NA,NA,91,消极,NA
消极,i,1,0.5052,NA,NA,NA,NA,91,消极,NA
他们,i,1,0.5756,NA,NA,NA,NA,91,他人,NA
我们,e,1,0.4672,NA,NA,NA,NA,91,自我,NA
我们,e,1,0.4671,NA,NA,NA,NA,91,自我,NA
轻率,i,1,0.4855,NA,NA,NA,NA,91,消极,NA
勤奋,e,1,0.4974,NA,NA,NA,NA,91,积极,NA
聪明,e,1,0.479,NA,NA,NA,NA,91,积极,NA
他,i,1,0.4614,NA,NA,NA,NA,91,他人,NA
其他,i,1,0.4854,NA,NA,NA,NA,91,他人,NA
公正,e,1,0.4573,NA,NA,NA,NA,91,积极,NA
他人,i,1,0.4819,NA,NA,NA,NA,91,他人,NA
自己,e,1,0.4549,NA,NA,NA,NA,91,自我,NA
稳重,e,0,0.4273,NA,NA,NA,NA,91,积极,NA
我的,e,1,0.4552,NA,NA,NA,NA,91,自我,NA
他人,i,1,0.4264,NA,NA,NA,NA,91,他人,NA
其他,i,1,0.4091,NA,NA,NA,NA,91,他人,NA
