Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
他的,i,1,0.6829,NA,NA,NA,NA,50,他人,NA
散漫,i,1,0.5517,NA,NA,NA,NA,50,消极,NA
暴躁,i,1,0.452,NA,NA,NA,NA,50,消极,NA
俺,e,1,0.6015,NA,NA,NA,NA,50,自我,NA
他人,i,1,0.5006,NA,NA,NA,NA,50,他人,NA
稳重,e,1,0.4051,NA,NA,NA,NA,50,积极,NA
俺,e,1,0.6517,NA,NA,NA,NA,50,自我,NA
其他,i,0,0.1175,NA,NA,NA,NA,50,他人,NA
我,e,1,0.5092,NA,NA,NA,NA,50,自我,NA
其他,i,1,0.435,NA,NA,NA,NA,50,他人,NA
我们,e,1,0.5029,NA,NA,NA,NA,50,自我,NA
下贱,i,1,0.4983,NA,NA,NA,NA,50,消极,NA
卑鄙,i,1,0.5272,NA,NA,NA,NA,50,消极,NA
朴实,e,1,0.5782,NA,NA,NA,NA,50,积极,NA
认真,e,1,0.7493,NA,NA,NA,NA,50,积极,NA
固执,i,1,0.5378,NA,NA,NA,NA,50,消极,NA
他,i,1,0.6584,NA,NA,NA,NA,50,他人,NA
细腻,e,0,0.4664,NA,NA,NA,NA,50,积极,NA
轻率,i,0,0.4508,NA,NA,NA,NA,50,消极,NA
凶狠,i,1,0.5992,NA,NA,NA,NA,50,消极,NA
冒失,i,1,0.4505,NA,NA,NA,NA,50,消极,NA
自私,i,1,0.6179,NA,NA,NA,NA,50,消极,NA
刻薄,i,1,0.6099,NA,NA,NA,NA,50,消极,NA
他,i,1,0.5173,NA,NA,NA,NA,50,他人,NA
俺,e,0,0.4511,NA,NA,NA,NA,50,自我,NA
他人,i,1,0.5533,NA,NA,NA,NA,50,他人,NA
俺,e,1,0.5023,NA,NA,NA,NA,50,自我,NA
消极,i,1,0.4595,NA,NA,NA,NA,50,消极,NA
热情,e,1,0.5011,NA,NA,NA,NA,50,积极,NA
他,i,1,0.6504,NA,NA,NA,NA,50,他人,NA
他人,i,1,0.4349,NA,NA,NA,NA,50,他人,NA
我,e,1,0.4664,NA,NA,NA,NA,50,自我,NA
我的,e,1,0.5341,NA,NA,NA,NA,50,自我,NA
乐观,e,1,0.5179,NA,NA,NA,NA,50,积极,NA
虚伪,i,1,0.5683,NA,NA,NA,NA,50,消极,NA
自己,e,1,0.4534,NA,NA,NA,NA,50,自我,NA
自己,e,1,0.4953,NA,NA,NA,NA,50,自我,NA
他,i,1,0.5851,NA,NA,NA,NA,50,他人,NA
我的,e,1,0.4352,NA,NA,NA,NA,50,自我,NA
我,e,1,0.491,NA,NA,NA,NA,50,自我,NA
他人,i,1,0.5249,NA,NA,NA,NA,50,他人,NA
优秀,e,1,0.5246,NA,NA,NA,NA,50,积极,NA
他们,i,1,0.5687,NA,NA,NA,NA,50,他人,NA
他的,i,1,0.8177,NA,NA,NA,NA,50,他人,NA
他们,i,1,0.5005,NA,NA,NA,NA,50,他人,NA
我们,e,1,0.4352,NA,NA,NA,NA,50,自我,NA
勤奋,e,1,0.5181,NA,NA,NA,NA,50,积极,NA
正直,e,1,0.4897,NA,NA,NA,NA,50,积极,NA
我的,e,1,0.4997,NA,NA,NA,NA,50,自我,NA
活泼,e,1,0.5009,NA,NA,NA,NA,50,积极,NA
聪明,e,1,0.4431,NA,NA,NA,NA,50,积极,NA
他们,i,1,0.4693,NA,NA,NA,NA,50,他人,NA
傲慢,i,0,0.5184,NA,NA,NA,NA,50,消极,NA
机智,e,1,0.4685,NA,NA,NA,NA,50,积极,NA
自卑,i,1,0.5509,NA,NA,NA,NA,50,消极,NA
我的,e,1,0.5847,NA,NA,NA,NA,50,自我,NA
我们,e,1,0.4251,NA,NA,NA,NA,50,自我,NA
公正,e,1,0.5261,NA,NA,NA,NA,50,积极,NA
其他,i,1,0.4841,NA,NA,NA,NA,50,他人,NA
杰出,e,1,0.5521,NA,NA,NA,NA,50,积极,NA
无私,e,0,0.5027,NA,NA,NA,NA,50,积极,NA
其他,i,0,NA,NA,NA,NA,NA,50,他人,NA
鲁莽,i,1,0.7705,NA,NA,NA,NA,50,消极,NA
自己,e,1,0.4761,NA,NA,NA,NA,50,自我,NA
诚实,e,1,0.501,NA,NA,NA,NA,50,积极,NA
他的,i,0,0.453,NA,NA,NA,NA,50,他人,NA
勇敢,e,1,0.4028,NA,NA,NA,NA,50,积极,NA
愚蠢,i,1,0.5012,NA,NA,NA,NA,50,消极,NA
他们,i,1,0.4523,NA,NA,NA,NA,50,他人,NA
执拗,i,0,0.9183,NA,NA,NA,NA,50,消极,NA
自己,e,1,0.416,NA,NA,NA,NA,50,自我,NA
我们,e,1,0.3514,NA,NA,NA,NA,50,自我,NA
我,e,1,0.3932,NA,NA,NA,NA,50,自我,NA
猖狂,i,1,0.4686,NA,NA,NA,NA,50,消极,NA
野蛮,i,1,0.5343,NA,NA,NA,NA,50,消极,NA
他的,i,0,0.4086,NA,NA,NA,NA,50,他人,NA
崇高,e,1,0.5189,NA,NA,NA,NA,50,积极,NA
悲观,i,1,0.5946,NA,NA,NA,NA,50,消极,NA
冷静,e,1,0.652,NA,NA,NA,NA,50,积极,NA
诚恳,e,1,0.601,NA,NA,NA,NA,50,积极,NA
无私,e,1,0.6481,NA,NA,NA,NA,50,积极,NA
消极,i,1,0.5306,NA,NA,NA,NA,50,消极,NA
机智,e,1,0.4989,NA,NA,NA,NA,50,积极,NA
自己,e,1,0.5115,NA,NA,NA,NA,50,自我,NA
自卑,i,1,0.5,NA,NA,NA,NA,50,消极,NA
我们,e,1,0.453,NA,NA,NA,NA,50,自我,NA
虚伪,i,1,0.4343,NA,NA,NA,NA,50,消极,NA
自己,e,1,0.4352,NA,NA,NA,NA,50,自我,NA
乐观,e,1,0.5666,NA,NA,NA,NA,50,积极,NA
我们,e,1,0.5033,NA,NA,NA,NA,50,自我,NA
我,e,1,0.5678,NA,NA,NA,NA,50,自我,NA
下贱,i,1,0.433,NA,NA,NA,NA,50,消极,NA
他们,i,1,0.5002,NA,NA,NA,NA,50,他人,NA
崇高,e,1,0.5373,NA,NA,NA,NA,50,积极,NA
散漫,i,1,0.4336,NA,NA,NA,NA,50,消极,NA
他的,i,1,0.4184,NA,NA,NA,NA,50,他人,NA
稳重,e,1,0.6408,NA,NA,NA,NA,50,积极,NA
我的,e,1,0.5517,NA,NA,NA,NA,50,自我,NA
俺,e,1,0.6086,NA,NA,NA,NA,50,自我,NA
勇敢,e,1,0.6023,NA,NA,NA,NA,50,积极,NA
正直,e,1,0.5184,NA,NA,NA,NA,50,积极,NA
聪明,e,1,0.5015,NA,NA,NA,NA,50,积极,NA
杰出,e,1,0.5509,NA,NA,NA,NA,50,积极,NA
他们,i,1,0.5515,NA,NA,NA,NA,50,他人,NA
他的,i,1,0.485,NA,NA,NA,NA,50,他人,NA
优秀,e,1,0.5858,NA,NA,NA,NA,50,积极,NA
凶狠,i,1,0.442,NA,NA,NA,NA,50,消极,NA
诚恳,e,1,0.5517,NA,NA,NA,NA,50,积极,NA
诚实,e,1,0.49,NA,NA,NA,NA,50,积极,NA
他人,i,1,0.4505,NA,NA,NA,NA,50,他人,NA
其他,i,1,0.4358,NA,NA,NA,NA,50,他人,NA
野蛮,i,1,0.4186,NA,NA,NA,NA,50,消极,NA
执拗,i,1,0.4517,NA,NA,NA,NA,50,消极,NA
其他,i,1,0.5007,NA,NA,NA,NA,50,他人,NA
暴躁,i,1,0.4353,NA,NA,NA,NA,50,消极,NA
热情,e,1,0.5689,NA,NA,NA,NA,50,积极,NA
固执,i,1,0.5684,NA,NA,NA,NA,50,消极,NA
自私,i,1,0.5076,NA,NA,NA,NA,50,消极,NA
他的,i,1,0.5189,NA,NA,NA,NA,50,他人,NA
公正,e,1,0.5854,NA,NA,NA,NA,50,积极,NA
我的,e,1,0.7685,NA,NA,NA,NA,50,自我,NA
他,i,1,0.4186,NA,NA,NA,NA,50,他人,NA
我的,e,1,0.4851,NA,NA,NA,NA,50,自我,NA
俺,e,1,0.6404,NA,NA,NA,NA,50,自我,NA
冒失,i,1,0.5346,NA,NA,NA,NA,50,消极,NA
冷静,e,1,0.6187,NA,NA,NA,NA,50,积极,NA
他,i,1,0.5335,NA,NA,NA,NA,50,他人,NA
朴实,e,1,0.6851,NA,NA,NA,NA,50,积极,NA
活泼,e,1,0.5599,NA,NA,NA,NA,50,积极,NA
他人,i,1,0.5349,NA,NA,NA,NA,50,他人,NA
鲁莽,i,1,0.5343,NA,NA,NA,NA,50,消极,NA
自己,e,1,0.4417,NA,NA,NA,NA,50,自我,NA
傲慢,i,1,0.652,NA,NA,NA,NA,50,消极,NA
他们,i,1,0.558,NA,NA,NA,NA,50,他人,NA
我的,e,1,0.4515,NA,NA,NA,NA,50,自我,NA
