Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
机智,e,1,0.6035,NA,NA,NA,NA,5,积极,NA
勇敢,e,1,0.5217,NA,NA,NA,NA,5,积极,NA
凶狠,i,1,0.6054,NA,NA,NA,NA,5,消极,NA
刻薄,i,1,0.5242,NA,NA,NA,NA,5,消极,NA
我的,e,1,0.3937,NA,NA,NA,NA,5,自我,NA
我们,e,1,0.4674,NA,NA,NA,NA,5,自我,NA
执拗,i,1,0.558,NA,NA,NA,NA,5,消极,NA
俺,e,1,0.534,NA,NA,NA,NA,5,自我,NA
傲慢,i,1,0.4513,NA,NA,NA,NA,5,消极,NA
固执,i,0,0.8284,NA,NA,NA,NA,5,消极,NA
他人,i,0,1.0834,NA,NA,NA,NA,5,他人,NA
勤奋,e,1,0.805,NA,NA,NA,NA,5,积极,NA
他们,i,1,1.2203,NA,NA,NA,NA,5,他人,NA
虚伪,i,1,1.0352,NA,NA,NA,NA,5,消极,NA
鲁莽,i,1,0.7421,NA,NA,NA,NA,5,消极,NA
其他,i,1,0.916,NA,NA,NA,NA,5,他人,NA
他的,i,1,0.7835,NA,NA,NA,NA,5,他人,NA
俺,e,0,1.2772,NA,NA,NA,NA,5,自我,NA
我,e,1,0.6757,NA,NA,NA,NA,5,自我,NA
他,i,1,0.8431,NA,NA,NA,NA,5,他人,NA
优秀,e,1,0.8059,NA,NA,NA,NA,5,积极,NA
冷静,e,0,1.1584,NA,NA,NA,NA,5,积极,NA
他,i,1,0.9691,NA,NA,NA,NA,5,他人,NA
诚恳,e,1,0.9232,NA,NA,NA,NA,5,积极,NA
他的,i,1,0.7034,NA,NA,NA,NA,5,他人,NA
轻率,i,0,0.9843,NA,NA,NA,NA,5,消极,NA
自私,i,1,0.5852,NA,NA,NA,NA,5,消极,NA
他人,i,1,1.1354,NA,NA,NA,NA,5,他人,NA
他,i,1,0.6505,NA,NA,NA,NA,5,他人,NA
散漫,i,1,0.7551,NA,NA,NA,NA,5,消极,NA
猖狂,i,1,0.8419,NA,NA,NA,NA,5,消极,NA
热情,e,1,0.9182,NA,NA,NA,NA,5,积极,NA
自己,e,1,1.1339,NA,NA,NA,NA,5,自我,NA
我,e,1,0.5343,NA,NA,NA,NA,5,自我,NA
他的,i,1,1.045,NA,NA,NA,NA,5,他人,NA
正直,e,1,0.9395,NA,NA,NA,NA,5,积极,NA
俺,e,1,1.1039,NA,NA,NA,NA,5,自我,NA
消极,i,0,NA,NA,NA,NA,NA,5,消极,NA
聪明,e,1,0.5501,NA,NA,NA,NA,5,积极,NA
冒失,i,1,0.8845,NA,NA,NA,NA,5,消极,NA
他的,i,1,0.9243,NA,NA,NA,NA,5,他人,NA
暴躁,i,1,0.6665,NA,NA,NA,NA,5,消极,NA
我的,e,1,0.7334,NA,NA,NA,NA,5,自我,NA
愚蠢,i,1,0.9502,NA,NA,NA,NA,5,消极,NA
诚实,e,1,1.035,NA,NA,NA,NA,5,积极,NA
自己,e,1,0.5702,NA,NA,NA,NA,5,自我,NA
其他,i,1,1.0951,NA,NA,NA,NA,5,他人,NA
自己,e,1,0.9837,NA,NA,NA,NA,5,自我,NA
自己,e,1,0.9833,NA,NA,NA,NA,5,自我,NA
他们,i,1,1.1857,NA,NA,NA,NA,5,他人,NA
乐观,e,1,1.0383,NA,NA,NA,NA,5,积极,NA
他人,i,0,NA,NA,NA,NA,NA,5,他人,NA
我们,e,1,0.5056,NA,NA,NA,NA,5,自我,NA
我们,e,1,0.7383,NA,NA,NA,NA,5,自我,NA
我,e,1,0.9436,NA,NA,NA,NA,5,自我,NA
野蛮,i,1,0.8336,NA,NA,NA,NA,5,消极,NA
卑鄙,i,1,0.7521,NA,NA,NA,NA,5,消极,NA
无私,e,1,0.7515,NA,NA,NA,NA,5,积极,NA
他,i,1,0.6676,NA,NA,NA,NA,5,他人,NA
我的,e,1,0.6675,NA,NA,NA,NA,5,自我,NA
杰出,e,1,0.7169,NA,NA,NA,NA,5,积极,NA
朴实,e,0,NA,NA,NA,NA,NA,5,积极,NA
他们,i,1,0.7677,NA,NA,NA,NA,5,他人,NA
我的,e,1,0.6122,NA,NA,NA,NA,5,自我,NA
他们,i,1,0.6233,NA,NA,NA,NA,5,他人,NA
俺,e,1,1.2717,NA,NA,NA,NA,5,自我,NA
活泼,e,0,NA,NA,NA,NA,NA,5,积极,NA
崇高,e,1,0.6647,NA,NA,NA,NA,5,积极,NA
他人,i,1,0.7993,NA,NA,NA,NA,5,他人,NA
细腻,e,1,0.9556,NA,NA,NA,NA,5,积极,NA
自卑,i,1,0.601,NA,NA,NA,NA,5,消极,NA
其他,i,1,0.6881,NA,NA,NA,NA,5,他人,NA
认真,e,1,0.6641,NA,NA,NA,NA,5,积极,NA
公正,e,1,0.7727,NA,NA,NA,NA,5,积极,NA
其他,i,1,0.6079,NA,NA,NA,NA,5,他人,NA
悲观,i,1,0.8323,NA,NA,NA,NA,5,消极,NA
我们,e,1,0.649,NA,NA,NA,NA,5,自我,NA
我,e,1,0.4919,NA,NA,NA,NA,5,自我,NA
下贱,i,1,0.4923,NA,NA,NA,NA,5,消极,NA
稳重,e,1,0.6515,NA,NA,NA,NA,5,积极,NA
虚伪,i,1,0.7025,NA,NA,NA,NA,5,消极,NA
暴躁,i,1,0.454,NA,NA,NA,NA,5,消极,NA
我的,e,1,0.5431,NA,NA,NA,NA,5,自我,NA
我们,e,1,0.6206,NA,NA,NA,NA,5,自我,NA
俺,e,1,0.5344,NA,NA,NA,NA,5,自我,NA
他的,i,1,0.5267,NA,NA,NA,NA,5,他人,NA
朴实,e,1,0.5896,NA,NA,NA,NA,5,积极,NA
执拗,i,1,0.6255,NA,NA,NA,NA,5,消极,NA
野蛮,i,1,1.1886,NA,NA,NA,NA,5,消极,NA
认真,e,1,0.6841,NA,NA,NA,NA,5,积极,NA
消极,i,1,0.8634,NA,NA,NA,NA,5,消极,NA
卑鄙,i,1,0.8427,NA,NA,NA,NA,5,消极,NA
他们,i,1,0.8569,NA,NA,NA,NA,5,他人,NA
他人,i,1,0.8754,NA,NA,NA,NA,5,他人,NA
冷静,e,0,0.82,NA,NA,NA,NA,5,积极,NA
我们,e,1,1.1232,NA,NA,NA,NA,5,自我,NA
猖狂,i,1,1.1891,NA,NA,NA,NA,5,消极,NA
其他,i,1,1.1965,NA,NA,NA,NA,5,他人,NA
他,i,0,NA,NA,NA,NA,NA,5,他人,NA
勇敢,e,1,0.5941,NA,NA,NA,NA,5,积极,NA
聪明,e,1,1.1266,NA,NA,NA,NA,5,积极,NA
