"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"我","e",1,0.5358,"","",NA,NA,18
"其他","i",1,0.7343,"","",NA,NA,18
"我们","e",1,0.6839,"","",NA,NA,18
"活泼","e",1,0.6034,"","",NA,NA,18
"自己","e",1,0.5444,"","",NA,NA,18
"其他","i",1,0.6507,"","",NA,NA,18
"他人","i",1,0.636,"","",NA,NA,18
"傲慢","i",1,0.8069,"","",NA,NA,18
"暴躁","i",1,0.6168,"","",NA,NA,18
"下贱","i",1,0.5432,"","",NA,NA,18
"无私","e",0,0.6838,"","",NA,NA,18
"虚伪","i",1,0.6263,"","",NA,NA,18
"执拗","i",1,0.6045,"","",NA,NA,18
"鲁莽","i",1,0.6718,"","",NA,NA,18
"俺","e",1,0.8339,"","",NA,NA,18
"勤奋","e",1,0.5849,"","",NA,NA,18
"轻率","i",1,0.6572,"","",NA,NA,18
"凶狠","i",1,0.599,"","",NA,NA,18
"我们","e",1,0.8341,"","",NA,NA,18
"野蛮","i",1,0.5551,"","",NA,NA,18
"细腻","e",0,0.5755,"","",NA,NA,18
"卑鄙","i",1,0.6324,"","",NA,NA,18
"自己","e",1,0.582,"","",NA,NA,18
"冷静","e",1,0.8174,"","",NA,NA,18
"冒失","i",1,0.6814,"","",NA,NA,18
"他","i",0,0.6847,"","",NA,NA,18
"自卑","i",1,0.632,"","",NA,NA,18
"自己","e",1,0.6654,"","",NA,NA,18
"他","i",1,0.6841,"","",NA,NA,18
"他的","i",1,0.584,"","",NA,NA,18
"勇敢","e",1,0.5885,"","",NA,NA,18
"乐观","e",1,0.7014,"","",NA,NA,18
"杰出","e",1,0.6846,"","",NA,NA,18
"他们","i",1,0.817,"","",NA,NA,18
"我的","e",1,0.6351,"","",NA,NA,18
"他的","i",1,0.7483,"","",NA,NA,18
"他的","i",1,0.5425,"","",NA,NA,18
"我们","e",1,0.5045,"","",NA,NA,18
"我","e",1,0.5396,"","",NA,NA,18
"消极","i",1,0.6062,"","",NA,NA,18
"机智","e",1,0.7002,"","",NA,NA,18
"我们","e",1,0.5332,"","",NA,NA,18
"自私","i",1,0.7546,"","",NA,NA,18
"猖狂","i",1,0.7114,"","",NA,NA,18
"俺","e",1,0.5902,"","",NA,NA,18
"热情","e",1,0.7342,"","",NA,NA,18
"他们","i",1,0.7254,"","",NA,NA,18
"固执","i",1,1.0251,"","",NA,NA,18
"自己","e",1,0.6151,"","",NA,NA,18
"正直","e",1,0.5838,"","",NA,NA,18
"崇高","e",1,0.6455,"","",NA,NA,18
"我的","e",1,0.5513,"","",NA,NA,18
"朴实","e",1,0.8388,"","",NA,NA,18
"俺","e",1,0.8673,"","",NA,NA,18
"愚蠢","i",1,0.5811,"","",NA,NA,18
"他人","i",1,0.944,"","",NA,NA,18
"刻薄","i",1,0.6541,"","",NA,NA,18
"他们","i",1,0.5763,"","",NA,NA,18
"诚恳","e",1,0.7813,"","",NA,NA,18
"聪明","e",1,0.579,"","",NA,NA,18
"俺","e",1,0.6374,"","",NA,NA,18
"他","i",1,0.5659,"","",NA,NA,18
"优秀","e",1,0.4695,"","",NA,NA,18
"他人","i",1,0.8077,"","",NA,NA,18
"他","i",1,0.5186,"","",NA,NA,18
"其他","i",1,0.6158,"","",NA,NA,18
"诚实","e",1,0.621,"","",NA,NA,18
"稳重","e",1,0.7155,"","",NA,NA,18
"其他","i",1,0.6248,"","",NA,NA,18
"散漫","i",1,0.7907,"","",NA,NA,18
"他们","i",0,0.6108,"","",NA,NA,18
"我","e",1,0.5336,"","",NA,NA,18
"公正","e",1,0.7729,"","",NA,NA,18
"我的","e",1,0.6086,"","",NA,NA,18
"我的","e",1,0.5062,"","",NA,NA,18
"他人","i",0,0.6858,"","",NA,NA,18
"我","e",1,0.5491,"","",NA,NA,18
"他的","i",1,0.7571,"","",NA,NA,18
"悲观","i",1,0.6832,"","",NA,NA,18
"认真","e",1,0.6559,"","",NA,NA,18
"无私","e",0,0.5603,"","",NA,NA,18
"稳重","e",1,0.6239,"","",NA,NA,18
"野蛮","i",1,0.5695,"","",NA,NA,18
"我们","e",1,0.5798,"","",NA,NA,18
"他人","i",1,0.5834,"","",NA,NA,18
"我","e",1,0.6332,"","",NA,NA,18
"猖狂","i",1,0.5734,"","",NA,NA,18
"自己","e",1,0.6713,"","",NA,NA,18
"俺","e",1,0.65,"","",NA,NA,18
"细腻","e",1,0.7787,"","",NA,NA,18
"我","e",1,0.5757,"","",NA,NA,18
"诚实","e",1,0.5666,"","",NA,NA,18
"正直","e",1,0.5834,"","",NA,NA,18
"刻薄","i",1,0.6507,"","",NA,NA,18
"他人","i",1,0.5335,"","",NA,NA,18
"崇高","e",1,0.8017,"","",NA,NA,18
"我的","e",1,0.5565,"","",NA,NA,18
"自己","e",1,0.5333,"","",NA,NA,18
"自己","e",1,0.5168,"","",NA,NA,18
"执拗","i",1,0.7045,"","",NA,NA,18
"固执","i",1,0.924,"","",NA,NA,18
"其他","i",1,0.6376,"","",NA,NA,18
"我","e",1,0.5399,"","",NA,NA,18
"他们","i",1,0.6242,"","",NA,NA,18
"他","i",0,0.7056,"","",NA,NA,18
"悲观","i",1,0.5832,"","",NA,NA,18
"愚蠢","i",1,0.5672,"","",NA,NA,18
"热情","e",1,0.7492,"","",NA,NA,18
"他人","i",1,0.7715,"","",NA,NA,18
"我的","e",1,0.8227,"","",NA,NA,18
"他的","i",1,0.7112,"","",NA,NA,18
"认真","e",1,0.6079,"","",NA,NA,18
"凶狠","i",1,0.6544,"","",NA,NA,18
"自卑","i",1,0.6669,"","",NA,NA,18
"我","e",1,0.6179,"","",NA,NA,18
"勇敢","e",1,0.5777,"","",NA,NA,18
"散漫","i",0,0.9535,"","",NA,NA,18
"机智","e",1,0.7998,"","",NA,NA,18
"他们","i",1,0.6898,"","",NA,NA,18
"优秀","e",1,0.6518,"","",NA,NA,18
"鲁莽","i",1,0.6334,"","",NA,NA,18
"卑鄙","i",1,0.7742,"","",NA,NA,18
