Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
冒失,i,1,0.5999,NA,NA,NA,NA,83,消极,NA
我的,e,1,0.6465,NA,NA,NA,NA,83,自我,NA
自卑,i,1,0.4263,NA,NA,NA,NA,83,消极,NA
其他,i,0,0.5208,NA,NA,NA,NA,83,他人,NA
散漫,i,1,0.9806,NA,NA,NA,NA,83,消极,NA
朴实,e,0,0.7355,NA,NA,NA,NA,83,积极,NA
他的,i,0,1.1834,NA,NA,NA,NA,83,他人,NA
凶狠,i,1,0.3895,NA,NA,NA,NA,83,消极,NA
自己,e,1,0.8002,NA,NA,NA,NA,83,自我,NA
他,i,0,0.5106,NA,NA,NA,NA,83,他人,NA
猖狂,i,1,0.5052,NA,NA,NA,NA,83,消极,NA
他,i,0,0.9967,NA,NA,NA,NA,83,他人,NA
我们,e,0,0.4445,NA,NA,NA,NA,83,自我,NA
我,e,0,0.4339,NA,NA,NA,NA,83,自我,NA
刻薄,i,1,0.5256,NA,NA,NA,NA,83,消极,NA
自己,e,1,0.4302,NA,NA,NA,NA,83,自我,NA
他的,i,0,0.7521,NA,NA,NA,NA,83,他人,NA
无私,e,0,0.8172,NA,NA,NA,NA,83,积极,NA
正直,e,0,NA,NA,NA,NA,NA,83,积极,NA
勤奋,e,0,1.2971,NA,NA,NA,NA,83,积极,NA
他的,i,0,0.6243,NA,NA,NA,NA,83,他人,NA
卑鄙,i,1,1.0333,NA,NA,NA,NA,83,消极,NA
优秀,e,1,1.1642,NA,NA,NA,NA,83,积极,NA
俺,e,0,NA,NA,NA,NA,NA,83,自我,NA
俺,e,0,0.7712,NA,NA,NA,NA,83,自我,NA
我,e,1,0.9594,NA,NA,NA,NA,83,自我,NA
我的,e,0,0.8453,NA,NA,NA,NA,83,自我,NA
他人,i,0,0.2527,NA,NA,NA,NA,83,他人,NA
活泼,e,0,0.0384,NA,NA,NA,NA,83,积极,NA
自己,e,1,0.2503,NA,NA,NA,NA,83,自我,NA
下贱,i,1,0.1301,NA,NA,NA,NA,83,消极,NA
他,i,1,8e-4,NA,NA,NA,NA,83,他人,NA
我们,e,1,0.5582,NA,NA,NA,NA,83,自我,NA
杰出,e,0,0.2246,NA,NA,NA,NA,83,积极,NA
他人,i,1,7e-4,NA,NA,NA,NA,83,他人,NA
聪明,e,1,0.52,NA,NA,NA,NA,83,积极,NA
轻率,i,0,0.3262,NA,NA,NA,NA,83,消极,NA
俺,e,0,0.655,NA,NA,NA,NA,83,自我,NA
愚蠢,i,0,0.4076,NA,NA,NA,NA,83,消极,NA
冷静,e,1,0.0599,NA,NA,NA,NA,83,积极,NA
机智,e,1,0.2811,NA,NA,NA,NA,83,积极,NA
我的,e,1,0.1358,NA,NA,NA,NA,83,自我,NA
野蛮,i,0,0.0814,NA,NA,NA,NA,83,消极,NA
我们,e,1,0.432,NA,NA,NA,NA,83,自我,NA
其他,i,1,0.3165,NA,NA,NA,NA,83,他人,NA
傲慢,i,0,0.3987,NA,NA,NA,NA,83,消极,NA
细腻,e,0,0.8266,NA,NA,NA,NA,83,积极,NA
他人,i,1,0.282,NA,NA,NA,NA,83,他人,NA
消极,i,1,0.7869,NA,NA,NA,NA,83,消极,NA
乐观,e,0,0.3174,NA,NA,NA,NA,83,积极,NA
崇高,e,0,0.2249,NA,NA,NA,NA,83,积极,NA
