"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"俺","e",1,0.801,"","",NA,NA,39
"其他","i",1,0.9421,"","",NA,NA,39
"我","e",1,0.6677,"","",NA,NA,39
"卑鄙","i",1,0.6659,"","",NA,NA,39
"正直","e",1,0.8243,"","",NA,NA,39
"自私","i",1,0.6451,"","",NA,NA,39
"他人","i",1,0.6169,"","",NA,NA,39
"凶狠","i",1,0.6356,"","",NA,NA,39
"他","i",1,0.6934,"","",NA,NA,39
"傲慢","i",1,0.6298,"","",NA,NA,39
"我们","e",1,0.8084,"","",NA,NA,39
"我","e",1,0.6818,"","",NA,NA,39
"我","e",1,0.4976,"","",NA,NA,39
"下贱","i",1,0.5869,"","",NA,NA,39
"我的","e",1,0.5489,"","",NA,NA,39
"俺","e",1,0.728,"","",NA,NA,39
"自己","e",1,0.6784,"","",NA,NA,39
"杰出","e",1,0.6384,"","",NA,NA,39
"鲁莽","i",1,0.6183,"","",NA,NA,39
"他们","i",1,0.7618,"","",NA,NA,39
"勤奋","e",1,0.7646,"","",NA,NA,39
"他的","i",1,0.8262,"","",NA,NA,39
"他人","i",1,1.2801,"","",NA,NA,39
"乐观","e",1,0.644,"","",NA,NA,39
"他的","i",1,0.5961,"","",NA,NA,39
"他人","i",1,1.0389,"","",NA,NA,39
"自卑","i",1,0.8718,"","",NA,NA,39
"我的","e",0,1.1652,"","",NA,NA,39
"认真","e",1,0.7356,"","",NA,NA,39
"他们","i",1,0.7128,"","",NA,NA,39
"他的","i",1,0.9685,"","",NA,NA,39
"虚伪","i",0,1.2108,"","",NA,NA,39
"细腻","e",1,0.8042,"","",NA,NA,39
"消极","i",0,0.8839,"","",NA,NA,39
"暴躁","i",1,0.7164,"","",NA,NA,39
"我们","e",1,0.5171,"","",NA,NA,39
"诚实","e",1,0.6454,"","",NA,NA,39
"我","e",1,0.628,"","",NA,NA,39
"其他","i",1,0.6298,"","",NA,NA,39
"公正","e",1,0.7251,"","",NA,NA,39
"悲观","i",1,0.6802,"","",NA,NA,39
"他","i",1,0.8297,"","",NA,NA,39
"优秀","e",1,0.9896,"","",NA,NA,39
"他人","i",1,0.9746,"","",NA,NA,39
"他们","i",1,0.5004,"","",NA,NA,39
"其他","i",1,0.5863,"","",NA,NA,39
"他","i",1,0.5344,"","",NA,NA,39
"执拗","i",1,0.6342,"","",NA,NA,39
"诚恳","e",1,0.8078,"","",NA,NA,39
"冷静","e",1,0.5732,"","",NA,NA,39
"崇高","e",1,0.7436,"","",NA,NA,39
"活泼","e",1,0.8725,"","",NA,NA,39
"我的","e",1,0.5512,"","",NA,NA,39
"刻薄","i",1,0.7145,"","",NA,NA,39
"散漫","i",0,1.0165,"","",NA,NA,39
"我们","e",1,0.632,"","",NA,NA,39
"俺","e",1,0.8412,"","",NA,NA,39
"机智","e",1,0.7509,"","",NA,NA,39
"固执","i",1,0.7148,"","",NA,NA,39
"他的","i",1,0.7923,"","",NA,NA,39
"我们","e",1,1.2689,"","",NA,NA,39
"猖狂","i",1,0.6864,"","",NA,NA,39
"他","i",1,0.6361,"","",NA,NA,39
"俺","e",1,0.9311,"","",NA,NA,39
"冒失","i",1,1.2796,"","",NA,NA,39
"愚蠢","i",1,0.9432,"","",NA,NA,39
"他们","i",1,0.9549,"","",NA,NA,39
"无私","e",0,0.5986,"","",NA,NA,39
"稳重","e",1,0.6227,"","",NA,NA,39
"自己","e",1,0.574,"","",NA,NA,39
"热情","e",1,0.6155,"","",NA,NA,39
"勇敢","e",1,0.6629,"","",NA,NA,39
"我的","e",1,0.6179,"","",NA,NA,39
"野蛮","i",1,0.6692,"","",NA,NA,39
"自己","e",1,0.6974,"","",NA,NA,39
"轻率","i",1,0.804,"","",NA,NA,39
"自己","e",1,0.8086,"","",NA,NA,39
"朴实","e",1,0.9623,"","",NA,NA,39
"聪明","e",1,0.7414,"","",NA,NA,39
"其他","i",1,0.6525,"","",NA,NA,39
"我","e",1,0.6359,"","",NA,NA,39
"自己","e",1,0.5487,"","",NA,NA,39
"我们","e",1,0.5574,"","",NA,NA,39
"他人","i",1,0.5629,"","",NA,NA,39
"公正","e",1,0.6629,"","",NA,NA,39
"暴躁","i",1,0.6931,"","",NA,NA,39
"乐观","e",1,0.6722,"","",NA,NA,39
"他","i",1,0.7127,"","",NA,NA,39
"我的","e",1,0.6056,"","",NA,NA,39
"俺","e",1,0.6793,"","",NA,NA,39
"其他","i",1,0.5419,"","",NA,NA,39
"正直","e",1,0.6391,"","",NA,NA,39
"活泼","e",1,0.8056,"","",NA,NA,39
"其他","i",1,0.6481,"","",NA,NA,39
"他","i",1,0.685,"","",NA,NA,39
"虚伪","i",1,0.8793,"","",NA,NA,39
"自己","e",1,0.67,"","",NA,NA,39
"俺","e",1,0.6271,"","",NA,NA,39
"勤奋","e",1,0.653,"","",NA,NA,39
"傲慢","i",0,0.8017,"","",NA,NA,39
"他们","i",1,0.7725,"","",NA,NA,39
"悲观","i",1,1.1764,"","",NA,NA,39
"我们","e",1,0.7142,"","",NA,NA,39
"我","e",1,0.4943,"","",NA,NA,39
"我的","e",1,0.5507,"","",NA,NA,39
"他的","i",1,0.5543,"","",NA,NA,39
"我们","e",1,0.596,"","",NA,NA,39
"俺","e",1,0.6728,"","",NA,NA,39
"他","i",1,0.6893,"","",NA,NA,39
"其他","i",1,0.6212,"","",NA,NA,39
"热情","e",1,0.6796,"","",NA,NA,39
"稳重","e",1,0.6118,"","",NA,NA,39
"下贱","i",1,0.7427,"","",NA,NA,39
"我们","e",1,0.6273,"","",NA,NA,39
"他的","i",1,0.6314,"","",NA,NA,39
"冷静","e",1,0.6495,"","",NA,NA,39
"我","e",0,1.0866,"","",NA,NA,39
"固执","i",1,0.6553,"","",NA,NA,39
"机智","e",1,0.8616,"","",NA,NA,39
"诚恳","e",1,0.5759,"","",NA,NA,39
"自卑","i",1,0.7885,"","",NA,NA,39
"我的","e",1,0.5994,"","",NA,NA,39
"执拗","i",1,0.8587,"","",NA,NA,39
"其他","i",1,0.6514,"","",NA,NA,39
