Subject,Words_t1,ans_t1,key_resp_t1_corr,key_resp_t1_rt
42,野蛮,i,1,0.6698
42,固执,i,1,0.5482
42,自己,e,1,0.4531
42,认真,e,1,0.6432
42,轻率,i,1,0.7431
42,散漫,i,1,0.5669
42,勇敢,e,0,0.5412
42,我们,e,1,0.5394
42,机智,e,1,0.6227
42,消极,i,1,0.6868
42,其他,i,1,0.5357
42,公正,e,1,0.666
42,勤奋,e,1,0.5239
42,卑鄙,i,1,0.6668
42,无私,e,0,0.5493
42,凶狠,i,1,0.6068
42,稳重,e,1,0.6552
42,优秀,e,1,0.5355
42,悲观,i,1,0.6507
42,俺,e,1,0.7668
42,冒失,i,1,0.6086
42,他们,i,1,0.5428
42,杰出,e,0,0.5399
42,我们,e,1,0.6837
42,他,i,0,0.5305
42,傲慢,i,1,0.6079
42,崇高,e,1,0.6957
42,乐观,e,1,0.6919
42,暴躁,i,1,0.5985
42,猖狂,i,1,0.5733
42,刻薄,i,1,0.7705
42,下贱,i,1,0.5198
42,他的,i,0,0.6251
42,朴实,e,1,0.732
42,我,e,1,0.4924
42,他的,i,1,0.8328
42,他,i,1,0.5032
42,正直,e,1,0.6951
42,自己,e,1,0.6251
42,他人,i,0,0.4814
42,细腻,e,0,NA
42,他,i,1,0.9102
42,我们,e,1,0.6569
42,热情,e,1,0.8396
42,诚实,e,1,0.4752
42,自己,e,1,0.4618
42,聪明,e,1,0.6016
42,我,e,1,0.4665
42,其他,i,1,0.7272
42,他人,i,1,0.7397
42,我的,e,1,0.7767
42,俺,e,1,0.7202
42,他的,i,1,0.723
42,他,i,1,0.4871
42,虚伪,i,1,0.5389
42,其他,i,1,0.4842
42,我的,e,1,0.7003
42,冷静,e,1,0.8739
42,我的,e,1,0.4615
42,自私,i,1,0.9306
42,自己,e,1,0.6534
42,他人,i,1,0.5286
42,愚蠢,i,1,0.5192
42,我的,e,1,0.6113
42,他们,i,1,0.5339
42,自卑,i,1,0.602
42,鲁莽,i,1,0.5103
42,俺,e,0,0.5458
42,他们,i,0,0.4774
42,我们,e,1,0.7659
42,我,e,1,0.6106
42,执拗,i,1,0.5995
42,活泼,e,1,1.1132
42,俺,e,1,0.7269
42,我,e,1,0.5182
42,他的,i,1,0.6824
42,其他,i,1,0.6709
42,他人,i,1,0.5047
42,他们,i,1,0.6244
42,诚恳,e,1,0.749
42,俺,e,0,NA
42,轻率,i,1,1.1858
42,我们,e,1,0.7342
