Words_t1,ans_t1,key_resp_t1.corr,key_resp_t1.rt,Words_t2,ans_t2,key_resp_t2.corr,key_resp_t2.rt,Subject,Category_t1,Category_t2
俺,e,1,0.6702,NA,NA,NA,NA,81,自我,NA
悲观,i,1,0.596,NA,NA,NA,NA,81,消极,NA
杰出,e,1,0.5976,NA,NA,NA,NA,81,积极,NA
自私,i,1,0.5231,NA,NA,NA,NA,81,消极,NA
我们,e,1,0.5427,NA,NA,NA,NA,81,自我,NA
他们,i,1,0.5512,NA,NA,NA,NA,81,他人,NA
其他,i,1,0.4898,NA,NA,NA,NA,81,他人,NA
他人,i,1,0.5046,NA,NA,NA,NA,81,他人,NA
俺,e,1,0.5969,NA,NA,NA,NA,81,自我,NA
其他,i,1,0.4964,NA,NA,NA,NA,81,他人,NA
无私,e,1,0.7516,NA,NA,NA,NA,81,积极,NA
散漫,i,1,0.6123,NA,NA,NA,NA,81,消极,NA
自己,e,1,0.48,NA,NA,NA,NA,81,自我,NA
他的,i,1,0.5763,NA,NA,NA,NA,81,他人,NA
其他,i,1,0.8053,NA,NA,NA,NA,81,他人,NA
热情,e,1,0.5629,NA,NA,NA,NA,81,积极,NA
乐观,e,1,0.5926,NA,NA,NA,NA,81,积极,NA
他们,i,1,0.5844,NA,NA,NA,NA,81,他人,NA
自己,e,1,0.4902,NA,NA,NA,NA,81,自我,NA
他们,i,1,0.6311,NA,NA,NA,NA,81,他人,NA
稳重,e,1,0.6071,NA,NA,NA,NA,81,积极,NA
认真,e,1,0.5704,NA,NA,NA,NA,81,积极,NA
自己,e,1,0.5575,NA,NA,NA,NA,81,自我,NA
他人,i,1,0.5297,NA,NA,NA,NA,81,他人,NA
鲁莽,i,1,0.7805,NA,NA,NA,NA,81,消极,NA
俺,e,1,0.4969,NA,NA,NA,NA,81,自我,NA
他人,i,1,0.5852,NA,NA,NA,NA,81,他人,NA
他的,i,1,0.6215,NA,NA,NA,NA,81,他人,NA
正直,e,1,0.4516,NA,NA,NA,NA,81,积极,NA
我的,e,1,0.6631,NA,NA,NA,NA,81,自我,NA
下贱,i,1,0.6063,NA,NA,NA,NA,81,消极,NA
他,i,1,0.854,NA,NA,NA,NA,81,他人,NA
他,i,1,0.5185,NA,NA,NA,NA,81,他人,NA
凶狠,i,1,0.5958,NA,NA,NA,NA,81,消极,NA
冒失,i,1,0.8738,NA,NA,NA,NA,81,消极,NA
我,e,1,0.5809,NA,NA,NA,NA,81,自我,NA
活泼,e,1,0.6003,NA,NA,NA,NA,81,积极,NA
勇敢,e,1,0.572,NA,NA,NA,NA,81,积极,NA
他的,i,1,0.5801,NA,NA,NA,NA,81,他人,NA
聪明,e,1,0.7363,NA,NA,NA,NA,81,积极,NA
诚实,e,1,0.6685,NA,NA,NA,NA,81,积极,NA
细腻,e,1,0.5253,NA,NA,NA,NA,81,积极,NA
我,e,1,0.5169,NA,NA,NA,NA,81,自我,NA
我们,e,1,0.4519,NA,NA,NA,NA,81,自我,NA
俺,e,1,0.5739,NA,NA,NA,NA,81,自我,NA
我的,e,1,0.3596,NA,NA,NA,NA,81,自我,NA
刻薄,i,1,0.5949,NA,NA,NA,NA,81,消极,NA
其他,i,1,0.3909,NA,NA,NA,NA,81,他人,NA
轻率,i,1,0.4642,NA,NA,NA,NA,81,消极,NA
他,i,1,0.4536,NA,NA,NA,NA,81,他人,NA
公正,e,0,0.4342,NA,NA,NA,NA,81,积极,NA
自卑,i,1,0.6254,NA,NA,NA,NA,81,消极,NA
我的,e,1,0.4892,NA,NA,NA,NA,81,自我,NA
消极,i,1,0.5655,NA,NA,NA,NA,81,消极,NA
自己,e,1,0.4722,NA,NA,NA,NA,81,自我,NA
他人,i,1,0.5532,NA,NA,NA,NA,81,他人,NA
傲慢,i,1,0.5821,NA,NA,NA,NA,81,消极,NA
朴实,e,1,0.6735,NA,NA,NA,NA,81,积极,NA
崇高,e,1,0.579,NA,NA,NA,NA,81,积极,NA
猖狂,i,1,0.5238,NA,NA,NA,NA,81,消极,NA
我们,e,1,0.5892,NA,NA,NA,NA,81,自我,NA
他们,i,1,0.5565,NA,NA,NA,NA,81,他人,NA
暴躁,i,1,1.1315,NA,NA,NA,NA,81,消极,NA
我的,e,1,0.4233,NA,NA,NA,NA,81,自我,NA
卑鄙,i,1,0.5251,NA,NA,NA,NA,81,消极,NA
他的,i,1,0.6223,NA,NA,NA,NA,81,他人,NA
野蛮,i,1,0.5011,NA,NA,NA,NA,81,消极,NA
冷静,e,1,1.014,NA,NA,NA,NA,81,积极,NA
