"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"诚恳","e",1,0.6835,"","",NA,NA,3
"他人","i",0,0.4342,"","",NA,NA,3
"轻率","i",1,0.6786,"","",NA,NA,3
"活泼","e",1,0.7472,"","",NA,NA,3
"愚蠢","i",1,0.6312,"","",NA,NA,3
"他们","i",1,0.729,"","",NA,NA,3
"热情","e",1,0.8327,"","",NA,NA,3
"俺","e",1,0.5345,"","",NA,NA,3
"他们","i",1,0.6042,"","",NA,NA,3
"其他","i",1,0.5573,"","",NA,NA,3
"正直","e",1,0.6013,"","",NA,NA,3
"我的","e",1,0.431,"","",NA,NA,3
"悲观","i",1,0.5331,"","",NA,NA,3
"野蛮","i",1,0.5791,"","",NA,NA,3
"他的","i",0,0.5496,"","",NA,NA,3
"俺","e",1,0.8782,"","",NA,NA,3
"其他","i",1,1.3458,"","",NA,NA,3
"聪明","e",1,0.6176,"","",NA,NA,3
"细腻","e",1,0.6213,"","",NA,NA,3
"他人","i",1,0.5657,"","",NA,NA,3
"崇高","e",1,0.7237,"","",NA,NA,3
"自己","e",1,0.6524,"","",NA,NA,3
"他","i",1,0.5894,"","",NA,NA,3
"认真","e",1,0.779,"","",NA,NA,3
"凶狠","i",1,0.6362,"","",NA,NA,3
"刻薄","i",1,0.5165,"","",NA,NA,3
"执拗","i",1,0.6466,"","",NA,NA,3
"我","e",1,0.4994,"","",NA,NA,3
"他们","i",1,0.4791,"","",NA,NA,3
"我们","e",1,0.4893,"","",NA,NA,3
"他们","i",0,0.4554,"","",NA,NA,3
"诚实","e",1,0.5808,"","",NA,NA,3
"我","e",1,0.5628,"","",NA,NA,3
"勇敢","e",0,0.5476,"","",NA,NA,3
"他","i",1,0.8019,"","",NA,NA,3
"他","i",1,0.6043,"","",NA,NA,3
"俺","e",1,0.5858,"","",NA,NA,3
"他的","i",1,0.6993,"","",NA,NA,3
"俺","e",1,0.6138,"","",NA,NA,3
"自卑","i",1,0.6998,"","",NA,NA,3
"暴躁","i",1,0.5337,"","",NA,NA,3
"我们","e",1,0.5051,"","",NA,NA,3
"我们","e",1,0.5364,"","",NA,NA,3
"乐观","e",1,0.6303,"","",NA,NA,3
"他人","i",1,0.598,"","",NA,NA,3
"我们","e",0,0.7865,"","",NA,NA,3
"固执","i",1,0.7145,"","",NA,NA,3
"杰出","e",0,0.5296,"","",NA,NA,3
"他","i",0,0.5182,"","",NA,NA,3
"鲁莽","i",1,0.6294,"","",NA,NA,3
"我的","e",1,0.6222,"","",NA,NA,3
"优秀","e",1,1.133,"","",NA,NA,3
"其他","i",1,0.5871,"","",NA,NA,3
"冒失","i",1,0.5574,"","",NA,NA,3
"勤奋","e",1,0.5673,"","",NA,NA,3
"散漫","i",1,0.552,"","",NA,NA,3
"他人","i",1,0.6512,"","",NA,NA,3
"自私","i",1,0.5486,"","",NA,NA,3
"自己","e",1,0.5309,"","",NA,NA,3
"猖狂","i",1,0.562,"","",NA,NA,3
"他的","i",1,0.5395,"","",NA,NA,3
"我","e",1,0.6416,"","",NA,NA,3
"自己","e",0,0.4061,"","",NA,NA,3
"虚伪","i",1,0.8003,"","",NA,NA,3
"消极","i",1,0.6712,"","",NA,NA,3
"公正","e",1,0.55,"","",NA,NA,3
"傲慢","i",1,0.6191,"","",NA,NA,3
"卑鄙","i",1,0.5628,"","",NA,NA,3
"自己","e",1,1.0863,"","",NA,NA,3
"稳重","e",1,0.7659,"","",NA,NA,3
"我的","e",1,0.6498,"","",NA,NA,3
"机智","e",1,0.6229,"","",NA,NA,3
"朴实","e",1,0.8006,"","",NA,NA,3
"下贱","i",1,0.6656,"","",NA,NA,3
"冷静","e",0,0.622,"","",NA,NA,3
"他的","i",1,1.4607,"","",NA,NA,3
"无私","e",1,0.9196,"","",NA,NA,3
"我","e",1,1.0816,"","",NA,NA,3
"其他","i",0,NA,"","",NA,NA,3
"我的","e",1,0.6793,"","",NA,NA,3
"细腻","e",1,0.6351,"","",NA,NA,3
"猖狂","i",1,0.9489,"","",NA,NA,3
"他人","i",1,0.7006,"","",NA,NA,3
"我","e",1,0.5665,"","",NA,NA,3
"他的","i",1,0.6186,"","",NA,NA,3
"无私","e",0,0.4655,"","",NA,NA,3
"他","i",1,0.6699,"","",NA,NA,3
"他的","i",1,0.4808,"","",NA,NA,3
"散漫","i",1,0.6134,"","",NA,NA,3
"活泼","e",0,0.4826,"","",NA,NA,3
"冷静","e",0,0.6283,"","",NA,NA,3
"我们","e",1,0.9596,"","",NA,NA,3
"其他","i",1,0.699,"","",NA,NA,3
"聪明","e",1,0.5481,"","",NA,NA,3
"自己","e",1,0.5169,"","",NA,NA,3
"他","i",1,0.6823,"","",NA,NA,3
"俺","e",1,0.5885,"","",NA,NA,3
"冒失","i",1,0.4961,"","",NA,NA,3
"下贱","i",1,0.5115,"","",NA,NA,3
"我的","e",1,0.5136,"","",NA,NA,3
"鲁莽","i",1,0.4967,"","",NA,NA,3
"机智","e",1,0.5063,"","",NA,NA,3
"他人","i",1,0.5284,"","",NA,NA,3
"他们","i",1,0.5298,"","",NA,NA,3
"自己","e",1,0.619,"","",NA,NA,3
"他们","i",1,0.6007,"","",NA,NA,3
"我","e",1,0.5318,"","",NA,NA,3
"他人","i",1,0.7601,"","",NA,NA,3
"愚蠢","i",1,1.0148,"","",NA,NA,3
"固执","i",1,0.5989,"","",NA,NA,3
"我","e",1,0.5157,"","",NA,NA,3
"自卑","i",1,0.858,"","",NA,NA,3
"正直","e",1,0.8798,"","",NA,NA,3
"其他","i",1,0.8847,"","",NA,NA,3
"勇敢","e",1,0.8004,"","",NA,NA,3
"勤奋","e",1,0.7302,"","",NA,NA,3
"他们","i",1,0.6452,"","",NA,NA,3
"轻率","i",1,0.9184,"","",NA,NA,3
"他人","i",1,0.9151,"","",NA,NA,3
"虚伪","i",1,0.751,"","",NA,NA,3
"他","i",0,NA,"","",NA,NA,3
"崇高","e",1,1.2665,"","",NA,NA,3
"刻薄","i",1,0.6975,"","",NA,NA,3
"俺","e",1,0.6619,"","",NA,NA,3
"消极","i",1,0.6356,"","",NA,NA,3
"凶狠","i",1,0.5798,"","",NA,NA,3
"暴躁","i",1,0.6871,"","",NA,NA,3
"我们","e",1,0.8556,"","",NA,NA,3
"执拗","i",1,1.1035,"","",NA,NA,3
"乐观","e",1,0.83,"","",NA,NA,3
"俺","e",1,0.7556,"","",NA,NA,3
"他们","i",1,0.815,"","",NA,NA,3
"傲慢","i",1,0.8216,"","",NA,NA,3
"我们","e",1,0.7613,"","",NA,NA,3
"自己","e",1,0.8993,"","",NA,NA,3
"自己","e",1,0.6184,"","",NA,NA,3
"我的","e",1,0.5738,"","",NA,NA,3
"我的","e",1,0.4796,"","",NA,NA,3
"俺","e",1,0.7644,"","",NA,NA,3
"他的","i",1,0.8484,"","",NA,NA,3
"优秀","e",1,0.7461,"","",NA,NA,3
"他","i",0,0.5306,"","",NA,NA,3
"其他","i",1,0.6806,"","",NA,NA,3
"我","e",1,0.538,"","",NA,NA,3
"卑鄙","i",1,0.5684,"","",NA,NA,3
"公正","e",1,0.6667,"","",NA,NA,3
"朴实","e",0,0.9823,"","",NA,NA,3
"认真","e",1,0.573,"","",NA,NA,3
"自私","i",1,0.6847,"","",NA,NA,3
"热情","e",1,0.8204,"","",NA,NA,3
"稳重","e",1,0.5461,"","",NA,NA,3
"诚恳","e",1,0.6465,"","",NA,NA,3
"他的","i",1,1.4459,"","",NA,NA,3
"杰出","e",1,1.1823,"","",NA,NA,3
"我的","e",1,0.784,"","",NA,NA,3
