thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,Number_Judge.started,text.started,text.stopped,Number.started,key_resp.started,Number_Judge.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Ending.started,key_instruct_2.started,Ending.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,participant,性别,年龄,左/右利手,date,expName,psychopyVersion,frameRate,expStart,
,,0.16473030000634026,0.1786432000080822,3.0116773000045214,space,2.8289039000082994,None,,,,,,,,,,,,,,,,1,1,1,1,2024-06-14_11h32.14.781,Number Judge,2024.1.4,None,2024-06-14 11h32.24.283698 +0800,
,,,,,,,,3.011786100003519,3.0211120000021765,3.2114801999996416,3.5069496000069194,3.5069496000069194,3.955972700001439,f,0.4434853999991901,None,,,,,,,1,1,1,1,2024-06-14_11h32.14.781,Number Judge,2024.1.4,None,2024-06-14 11h32.24.283698 +0800,
,,,,,,,,,,,,,,,,,3.9559994000010192,3.9672853000083705,4.840046299999813,space,0.8674606999993557,None,1,1,1,1,2024-06-14_11h32.14.781,Number Judge,2024.1.4,None,2024-06-14 11h32.24.283698 +0800,
