thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,Ending.started,key_instruct_2.started,Ending.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,participant,性别,年龄,左/右利手,date,expName,psychopyVersion,frameRate,expStart,
,,0.00974430000007942,0.05246700000009241,10.952287400000046,space,10.857148499999994,None,,,,,,,1,,,,2024-06-15_09h04.46.910,Number Judge,2024.1.4,None,2024-06-15 09h04.57.119050 +0800,
,,,,,,,,10.95231380000007,10.961569800000007,12.11475160000009,space,1.147810800000002,None,1,,,,2024-06-15_09h04.46.910,Number Judge,2024.1.4,None,2024-06-15 09h04.57.119050 +0800,
