thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,Ending.started,key_instruct_2.started,Ending.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,participant,性别,年龄,左/右利手,date,expName,psychopyVersion,frameRate,expStart,
,,0.03865859999496024,0.07043469999916852,4.201343499997165,space,4.120066500006942,None,,,,,,,1,1,1,1,2024-06-14_11h29.18.090,Number Judge,2024.1.4,None,2024-06-14 11h29.26.712860 +0800,
,,,,,,,,4.201369500005967,4.213680100001511,5.233390199995483,space,1.007891200002632,None,1,1,1,1,2024-06-14_11h29.18.090,Number Judge,2024.1.4,None,2024-06-14 11h29.26.712860 +0800,
