thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.021319100007531233,0.027412199997343123,0.027412199997343123,4.995771900008549,9.161341099999845,Pygame 's problem,space,9.129736800008686,None,1,001,2024-06-14_08h45.45.362,IAT,2024.1.4,None,2024-06-14 08h45.50.266973 +0800,
