thisRow.t,notes,Instruction.started,Instruction01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016269099985947832,0.01969650000683032,0.01969650000683032,3.4105345999996644,space,3.3866292999882717,None,656990,001,2024-06-17_12h55.36.456,IAT(test02),2024.1.4,None,2024-06-17 12h55.41.724652 +0800,
