thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,IAT_TEST.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003950300000724383,0.04661830000259215,0.04661830000259215,7.546949200001109,space,7.4934087000001455,None,1,001,2024-06-13_15h07.22.864,IAT,2024.1.4,None,2024-06-13 15h07.30.194946 +0800,
