thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,textbox_2.text,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.033851900006993674,0.047819700004765764,0.047819700004765764,4.9906721000006655,9.981566999995266,20.018798799996148,Pygame 's problem2131321,None,1,001,2024-06-14_09h01.06.897,IAT,2024.1.4,None,2024-06-14 09h01.11.924904 +0800,
