thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04463370000303257,0.07913250000274274,12.604106500002672,space,12.515557099992293,None,1,001,2024-06-14_10h58.27.922,Number Judge,2024.1.4,None,2024-06-14 10h58.38.290487 +0800,
