thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,IAT_TEST.stopped,key_resp.keys,key_resp.rt,key_resp.duration,textbox_2.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014639400003943592,0.02111440000589937,0.02111440000589937,4.222475300004589,space,4.197623100000783,None,ASSS,1,001,2024-06-14_08h29.34.231,IAT,2024.1.4,None,2024-06-14 08h29.38.936874 +0800,
