thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0506320999993477,0.09931950000100187,0.09931950000100187,0.09931950000100187,1.10442139999941,5.004847100000916,None,1,001,2024-06-13_15h33.03.845,IAT,2024.1.4,None,2024-06-13 15h33.11.511223 +0800,
