thisRow.t,notes,Instruction.started,Instruction01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0034405000042170286,0.039888500003144145,0.039888500003144145,7.298160500009544,space,7.253559800010407,None,1,001,2024-06-17_12h58.18.848,IAT(test02),2024.1.4,None,2024-06-17 12h58.25.208094 +0800,
