thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008169400000042515,0.020666100001108134,0.020666100001108134,0.020666100001108134,1.0098457999993116,2.00177469999835,space,1.9742742000016733,None,1,001,2024-06-13_16h53.38.036,IAT,2024.1.4,None,2024-06-13 16h53.45.857363 +0800,
