thisRow.t,notes,Instruction.started,Instruction_01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01320109999505803,0.017636200005654246,0.017636200005654246,14.66755360001116,space,14.646453499997733,None,1,001,2024-06-17_13h01.59.395,IAT(test02),2024.1.4,None,2024-06-17 13h02.04.666083 +0800,
