thisRow.t,notes,Instruction.started,Instruction01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011932000023080036,0.0165036000253167,0.0165036000253167,1.12072080001235,space,1.098338599986164,None,737316,001,2024-06-17_12h55.51.878,IAT(test02),2024.1.4,None,2024-06-17 12h55.58.411375 +0800,
