thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,textbox_2.text,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03707010000653099,0.0513102999975672,0.0513102999975672,4.99943730000814,9.993444400010048,20.005306000006385,Pygame 's problem,None,1,001,2024-06-14_09h30.15.196,IAT,2024.1.4,None,2024-06-14 09h30.20.271285 +0800,
