thisRow.t,notes,Instruction.started,Instruction01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004666299995733425,0.017316599987680092,0.017316599987680092,9.57448929999373,space,9.552251699991757,None,1,001,2024-06-17_12h59.59.641,IAT(test02),2024.1.4,None,2024-06-17 13h00.05.022936 +0800,
