thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016731000010622665,0.022800700011430308,0.022800700011430308,4.9898891000048025,6.634991200000513,Pygame 's problem,space,6.607350799997221,None,1,001,2024-06-14_08h33.02.123,IAT,2024.1.4,None,2024-06-14 08h33.08.862595 +0800,
