thisRow.t,notes,Instruction_Total.started,key_instruct.started,Instruction_Total.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,Exp1.started,key_instruct_2.started,Exp1.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,Practice.started,Practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01564860000507906,0.04059160000178963,13.39364910000586,space,13.347847400000319,None,,,,,,,,,1,001,2024-06-17_10h42.50.789,IAT(test),2024.1.4,None,2024-06-17 10h42.56.589169 +0800,
,,,,,,,,13.393672400008654,13.40170020001824,22.64636210000026,space,9.241142000013497,None,,,1,001,2024-06-17_10h42.50.789,IAT(test),2024.1.4,None,2024-06-17 10h42.56.589169 +0800,
,,,,,,,,,,,,,,22.646386300009908,22.6465576000046,1,001,2024-06-17_10h42.50.789,IAT(test),2024.1.4,None,2024-06-17 10h42.56.589169 +0800,
