trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Words,ans,thisRow.t,notes,Fix.started,fix.started,Fix.stopped,trial.started,text.started,key_resp1.started,trial.stopped,key_resp1.keys,key_resp1.corr,key_resp1.rt,key_resp1.duration,iso_Practice.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.030062599999837403,,0.023284499999817854,0.030062599999837403,0.5052310999999463,0.5052418000000216,0.5109915999998975,0.5109915999998975,0.8360321000000113,e,1,0.31656120000002375,None,0.8364193999998406,,,,,,,,
