﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_resp_t2.rt,key_instruct.keys,key_instruct.rt
space,11.2431,space,20.1896,e,1,0.9868,0,0,0,1,1,我的,e,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,i,1,0.657,0,1,1,5,1,他,i,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,i,1,0.9734,0,2,2,9,1,其他,i,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,i,1,0.5677,0,3,3,8,1,他人,i,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,i,1,0.6959,0,4,4,6,1,他们,i,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,i,1,0.7208,0,5,5,7,1,他的,i,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,e,1,0.8398,0,6,6,0,1,我,e,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,e,1,1.0632,0,7,7,4,1,俺,e,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,e,1,0.7633,0,8,8,2,1,我们,e,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,e,1,0.763,0,9,9,3,1,自己,e,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,space,30.1464,i,1,0.8216,0,0,0,38,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,1.1329,0,1,1,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.9294,0,2,2,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,,0,,0,3,3,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,0.7455,0,4,4,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,0,0.8262,0,5,5,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,1.2449,0,6,6,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.9702,0,7,7,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.9787,0,8,8,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,0.8461,0,9,9,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.7723,0,10,10,37,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.9647,0,11,11,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,1.1049,0,12,12,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.7948,0,13,13,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,0,1.3213,0,14,14,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,0.958,0,15,15,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,0.7987,0,16,16,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.5905,0,17,17,27,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.8906,0,18,18,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,0.8043,0,19,19,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,e,1,0.8193,0,20,20,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-05_21h44.12.930,IAT(Formal),2021.2.3,Win32,30.03003003,,,i,1,0.7005,0,21,21,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
