﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_resp_t2.rt,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,0.683,0,7,7,68,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.715,0,8,8,70,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,0.78,0,9,9,45,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.686,0,10,10,71,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,1.285,0,11,11,37,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.921,0,12,12,3,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,1.367,0,13,13,16,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.833,0,14,14,64,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,1.082,0,15,15,41,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,0.899,0,16,16,76,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,0.801,0,17,17,78,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,0.922,0,18,18,48,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.789,0,19,19,27,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.768,0,20,20,61,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,i,1,0.867,0,21,21,5,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-30_12h38.18.860,IAT(Formal),2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,,,,e,1,0.838,0,22,22,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
