thisRow.t,notes,Instruction_Total.started,key_instruct.started,Instruction_Total.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,Exp1.started,key_instruct_2.started,Exp1.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,Practice.started,Practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01905200001783669,0.04117120002047159,1.90177749999566,space,1.8526616000162903,None,,,,,,,,,1,001,2024-06-17_11h33.17.127,IAT(test),2024.1.4,None,2024-06-17 11h33.22.755780 +0800,
,,,,,,,,1.9018018000060692,1.9098631000088062,5.185435799998231,space,3.272657800000161,None,,,1,001,2024-06-17_11h33.17.127,IAT(test),2024.1.4,None,2024-06-17 11h33.22.755780 +0800,
,,,,,,,,,,,,,,5.185462099994766,5.18563439999707,1,001,2024-06-17_11h33.17.127,IAT(test),2024.1.4,None,2024-06-17 11h33.22.755780 +0800,
