thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0040353000003960915,0.016785799998615403,0.016785799998615403,0.016785799998615403,1.239692200000718,4.040971700000227,space,4.018626899996889,None,1,001,2024-06-13_16h46.12.558,IAT,2024.1.4,None,2024-06-13 16h46.19.307786 +0800,
