thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03918629999679979,0.06338089999917429,0.06338089999917429,4.990419900001143,9.979021500010276,16.68062159999681,Pygame 's problem,space,16.611384100004216,None,1,001,2024-06-14_09h36.24.964,IAT,2024.1.4,None,2024-06-14 09h36.30.266394 +0800,
