thisRow.t,notes,Instruction.started,Instruction_01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0135803000011947,0.01833650001208298,0.01833650001208298,9.913267800002359,space,9.890501399990171,None,1,001,2024-06-17_13h03.55.983,IAT(test02),2024.1.4,None,2024-06-17 13h04.00.905594 +0800,
