thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04360829999495763,0.06066339999961201,0.06066339999961201,4.99054420000175,7.307474900007946,Pygame 's problem,space,7.243343399997684,None,1,001,2024-06-14_09h18.08.696,IAT,2024.1.4,None,2024-06-14 09h19.01.874464 +0800,
