thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014815699993050657,0.04034459999820683,1.459150899987435,space,1.4141682000044966,None,122766,001,2024-06-14_10h59.05.719,Number Judge,2024.1.4,None,2024-06-14 10h59.11.278257 +0800,
