thisRow.t,notes,Instruction.started,Instruction01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01422489999094978,0.018553799978690222,0.018553799978690222,2.2285016999812797,space,2.202581299992744,None,030256,001,2024-06-17_12h56.21.494,IAT(test02),2024.1.4,None,2024-06-17 12h56.27.080702 +0800,
