thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02914759999839589,0.0464931999995315,0.0464931999995315,0.0464931999995315,1.0377732000015385,5.002480800001649,None,1,001,2024-06-13_16h44.50.239,IAT,2024.1.4,None,2024-06-13 16h44.57.524921 +0800,
