thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03748759999871254,0.06742619999931776,0.06742619999931776,0.06742619999931776,1.0674517000006745,5.004024699999718,None,1,001,2024-06-13_15h20.29.561,IAT,2024.1.4,None,2024-06-13 15h20.39.341990 +0800,
