thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01589080000121612,0.022525400010636076,0.022525400010636076,4.989516400004504,9.983372300004703,11.238510099996347,Pygame 's problem,space,11.21157420000236,None,1,001,2024-06-14_08h32.07.327,IAT,2024.1.4,None,2024-06-14 08h32.12.045097 +0800,
