thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,IAT_TEST.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012909699999909208,0.020671299999776238,0.020671299999776238,4.7658779999992475,space,4.679469099999551,None,1,001,2024-06-13_11h48.03.489,IAT,2024.1.4,None,2024-06-13 11h48.12.900850 +0800,
